,title,author_info,rating,pros,cons,helpful
12,Great company. High Stress/Low focus on employee well being,,2.0,"working with some really great, bright individuals, Salesforce hires top talent good snacks in the office lots of opportunities to volunteer and give back to the community","your success is predetermined by your territory, timing, and talent (in that order) you can often feel like just a number in the company versus management honestly caring about you, your goals and your well being not often transparent about the future of your career path unrealistic expectations with unattainable monthly quota metrics (only ~20% hit their annual quota)",12 people found this review helpful
13,Wow! Best employer ever,,5.0,"If you research the company online, you will find that the great things said about Salesforce are really true. The culture is very positive and success oriented. The company values employees - customers, shareholders and society too! The benefits are good.","The company waivers between a startup culture and a big mature business culture. Some people thrive in one environment or the other, but Salesforce seems to have a little of both. For instance, travel approval requires multiple levels of approval up to a EVP; on the other hand, a phone call secured two programming resources to work on a really cool side project. The con is, I'm not sure what kind of response I'm going to get - startup or big company.",1 person found this review helpful
14,Great place to work... if you aren't in Sales.,,3.0,"Salesforce runs a sales organization like no other. Even if you have been a seller for 30 years, one full year at Salesforce will elevate your game. You will leave here a far better seller than when you arrived. Their operational expertise, sales execution, deal inspection, etc., are better than anyone in the business (for now). I've worked with some of the smartest people I ever have in Enterprise software. Imagine the top 10% of the sellers at your current company. Now imagine that the entire Salesforce sales organization consists entirely of that top 10%. Yeah, that describes the intensity.","The executive leadership team at Salesforce exemplifies the values they espouse and they truly believe that the world can be changed by business. Unfortunately, the values that are core to our belief system (doing what's right for the customer, trust, etc.) do not filter down to the actual sales process. There's a tendency to encourage customers to do things unnatural to their buying process, all in the interest of making the month. You will subjected to immense pressure here. The company, to their credit, has tried to emphasize wellness with meditation rooms in each office, etc. But much like volunteer time off, I know very few sales people that have time to enjoy those perks outside of offsites. With only 50% of AEs exceeding plan, your success depends entirely on timing and territory. AEs who have not missed their number in years come to Salesforce only to fail because the alchemy involved in assigning quotas. There's a reason why so many AEs turn over after less than 2 years. It's unfortunate as the company really wants to do well in the world. The",24 people found this review helpful
15,Great Place To Work,,5.0,Salesforce is an incredible place to work and they provide great opportunities to make an impact externally in the community.,No cons that I can think of,Be the first to find this review helpful
16,Positive overall,,4.0,"Growth opportunities, the people and culture, mobility within the company",Pace and growth can be challenging,Be the first to find this review helpful
17,The reviews are true! 5 stars,,5.0,"Incredible culture, fantastic benefits, great leadership who seems to truly care about their employees and want to see them promoted. Pay is extremely competitive & on the high end - especially in the ATL area. So many fantastic perks and networking opportunities.",Parking is a monthly cost in ATL- that’s all I can think of!,Be the first to find this review helpful
18,Lives up to the hype,,5.0,Great perks and benefits. Very welcoming and relaxed environment. Lots of events during work hours to keep you busy when you need a break for every day procedures.,"Not many. Minor gripes being that the Portland office lacks some of the things that make the San Francisco HQ great, although it looks like this is being improved. Also, not a lot of opportunities to move into roles outside of support, unless you want to move to the bigger offices in SF, Seattle etc.",Be the first to find this review helpful
19,What's not to like?,,5.0,"There are a lot more Pros than Cons, their health benefit package is very generous, so is their vacation time and other incentives, plus, they have offices all around the World.","No cons really, but maybe building a tower in Hawaii wouldn't THAT bad of an idea ;)",Be the first to find this review helpful
20,Best workplace of my career,"Nov 27, 2019 - Senior Specialist in Indianapolis, IN",5.0,"Company lives up to the hype by being true to its values, and isn’t afraid to challenge issue that are brought forward. I assume everyone I work with is fantastic at their job, and I’m rarely proven otherwise. Amazing internal mobility and growth opportunities.",People are still people and you’ll still run into a few that hinder others.,Be the first to find this review helpful
21,Not a Safe Place to work. Completely Corrupt HR Organization and massive bullying,"Nov 1, 2019 - Senior Sales Engineer in San Francisco, CA",2.0,Well Known Product Well Thought Out Documentation Good Equipment Plenty of Events & Snacks,"* Yelled at for seeing Doctor while employed * Scheduled Vacation Prior to Initiating Employment, later yelled at for being on leave when we had previously scheduled * Massive Manipulation and Lying * Use of Sexual Innuendo to Manipulate in Sales * Constant Changing of Hours and Needs making home life and commuting unbearable * Management Yelling in Conference Rooms * Inpatient Colleagues who disconnect calls while on phones with clients * Talking to other colleagues is very frowned on in other departments * Absolutely no bad talk allowed of company anywhere, despite the difficulties you will be fired if any word of a complaint is uttered. * Constant Stream of people coming and going. Definite preference for young people. * Forced Signing of Documents due to duress. * Use and training given to management on guilt shamming and utilizing coworkers to destroy team members. * Very little severance to compensate for medical issues associated with employment.",30 people found this review helpful
22,Good company,"Nov 9, 2019 - Senior Product Analyst",5.0,"People are very humble and willing to help.I have the independence to control my workload, and I also like that I feel my work is connected to both my team and the company's overall strategy.Diversity & Inclusion is really good, Interesting work and endless opportunities .Good benefits and a lot of VTO activities to get involved in.","Was told that there is flexibility to work from home but it depends on the teams.My team prefers working in the office.I prefer working remote as I feel I am productive when I work from home as I can work more without having to stress out being stuck but I am pressurized to get to work.Being a global company, I think the managers need to be offer many remote/home-based work options and not micro manage about working from the office. Of course those instructions need to come from the leadership which this company lacks.",5 people found this review helpful
23,"Great pay, well-rounded workforce (not as competitive as google/stripe/fb), work-life balance","Nov 12, 2019 - Director of Sales and Marketing in San Francisco, CA",3.0,"Work life balance, volunteer time off","Poor middle management, managers need to be trained, sorely lacks diversity although posters show otherwise. Sadly another tech company run by white and Indian men and white women.",14 people found this review helpful
24,Great company with lots of growth and opportunities,"Nov 25, 2019 - Senior Vice President in San Francisco, CA",5.0,Ambitious company with a lot of runway and a strong culture of giving back,Nothing unusual for a bigger company,Be the first to find this review helpful
25,Good salary,"Dec 5, 2019 - Program Manager",4.0,good salary and fun to work,Sometime management don't know the ground reality,1 person found this review helpful
26,Not going to retain top sales talent,"Nov 10, 2019 - Sales",3.0,- Great product and vision - great benefits - decent salary,"- if you are coming for consistent huge commission checks think again. - quotas over 400% of PY actuals - comp plans do not encourage the right behavior, if you can even figure them out - you will sell, but will take multiple years to paint a vision that ends up in a sale large enough to hit your quota.",14 people found this review helpful
27,Nope,"Dec 22, 2019 - BDA in Chicago, IL",1.0,"Competitive environment, good snacks and drinks",The Chicago office is extremely competitive. They make you feel as if you’re going to be hired and they kick you out the door. Unfortunate. The employees are great but the management is awful. This program really needs to redo their management.,11 people found this review helpful
28,"Great culture, great business, poor engineering","Dec 6, 2019 - Director, Product Management in San Francisco, CA",4.0,"Culture is exceptional. Business opportunities are great, a lot of customers and potential growth.",Things are slow... Releasing only 3 times a year doesn't work anymore.,Be the first to find this review helpful
29,Horrible experience once the koolaid wears off,"Dec 10, 2019 - Strategy Analyst in San Francisco, CA",1.0,Offices and snacks are nice. HQ is eco friendly with ceramic dishes and utensils that staff wash for you. Fitness center with instructor led courses. Benefits are great!,"Favoritism. Political. Get in with the inner circle (decision makers) and you're golden. Salesforce talks a lot about Ohana, even setting their top method/ measure as ohana - but as many other reviewers mentioned. It's all smoke and mirrors. The culture is cut throat and people help you if they think you can help them in the future. There's no sense of boundaries or work life balance. Managers and stake holders text you nights and weekends asking for something ASAP. Managers manage up here and if your work isn't 100% what they need they question your intelligence. They don't want to mentor or manage, they want robots ready to push out work.",25 people found this review helpful
30,Good,,4.0,Great company values and philanthropy.,Tough work life balance to maintain,Be the first to find this review helpful
31,Starting to see growing pains but still incredible place to work,,5.0,Most recognized product stack in the industry that customers love and build their careers on.,Our internal complexities are sometimes difficult to shield from customers.,2 people found this review helpful
32,Amazing experience so far,,5.0,"Great work life balance, great benefits, flexible hours, work from home",A bit sales-heavy when you're new to that world,Be the first to find this review helpful
33,Most Innovative Company,,5.0,Company with long term vision and strategy. 1-1-1 philanthropic model to help communities gives the employees a fulfilling experience. Working with super smart people always making right decisions to give customers a whole new experience. Great place to work with work life balance.,Long hours but rewarding experience.,Be the first to find this review helpful
34,Amazing Company with Uncanny Kindness,,5.0,- Fast to put ideas into actions. - Management backs eachother up. - Management back employees up. - The company has unlimited resources for employees to use. - The IT department is always there to help within seconds. - People genuinely want you to succeed. -,"- The company moves very fast. - There is very little room for mistakes. - People expect you to put in 110% all the time, which is easy if you love your job.",3 people found this review helpful
35,No work life balance for SEs,,3.0,"Salesforce has been a great place to learn. For the most part, I get to work with smart people that I consider my friends. I get exposure to a lot of interesting companies and have upped my technical game and SE skills through that exposure and enablement.","While there are some down times, its not uncommon for me to work 10+ hours a day and into the weekends with travel (more normally 1x/week but sometimes 2x/week). With our diverse product set, the list of what a CORE SE is supposed to know grows constantly with insufficient specialist support. I'm a high performer in terms of ACV, but since our comp is more weighted towards team goals I'd rather have a life than have the extra few bucks. I've been asking for help all year, but hiring hasn't kept up with attrition on the team so its getting worse rather than better. I think management does care, but it takes so long to hire and onboard new SEs it takes 3-6 months to get any relief. The promotion process is murky, leaving me wondering if its even worth it to do this. The company says it cares about health and wellness, but Sales is a company within a company with its own culture. In that culture ACV > everything.",12 people found this review helpful
36,You're able to have an impact and develop your career,,5.0,"- Great exposure and recognition - Fantastic benefits and office environment - Tons of opportunities to grow within the company - Because of the growth, there's a lot of opportunity to have an impact on the company","- Staying motivated can be tough in such a fast paced environment, but they encourage you to utilize your benefits and lean on your team",2 people found this review helpful
37,Best Career Move I Ever Made,,5.0,"The culture, the benefits, the opportunity. They ask a lot of their employees, but give you the resources to succeed. Would absolutely recommend working here to anyone.",The sales side of things can be hyper-politicized at times. We're a high-performing sales team with big quotas and big goals; with that comes big egos.,2 people found this review helpful
38,First interview with a 21st century company,,5.0,"Interview was remote, comfortable, and applicable to the job responsibilities",There were large gaps of time between communications and interviews,1 person found this review helpful
39,Lack of training,,3.0,- Free food and drinks - Work events - Ohana Floor,- Open floor seating (makes concentrating on a task very hard) - Workflow is extremely sporadic - Cool kids club - Hardly any training. This was over-promised and under-delivered,7 people found this review helpful
40,People Company,,5.0,Great culture with support from management across the board.,Acquisitions have started to spread positions thin but hiring is ongoing.,Be the first to find this review helpful
41,Account Executive - GRB Core,,5.0,"I loved being a part of the Ohana. My team was tight knit and super helpful as I was ramping. My manager knew the insurance and outs of the company having been here for over 5 years. There is a system in place that you tap into for lead generation, upselling accounts, prospecting, and events. You have a team of people you sell with from product experts to solution engineers. The job is challenging but the people are awesome. Culture-wise the Ohana groups are a fantastic way to meet people and get involved in shaping office culture.",Honestly not many that I can think of. The NYC office has great leaders and great AEs.,1 person found this review helpful
42,"Employee focused, but with issues",,3.0,"A LOT of effort is spent focusing on employee emotional wellness, empathy, and giving back.",VERY silo-ed. You can't swing a surfboard without hitting several VPs. This makes getting large initiatives done a thing of nightmares. The left hand rarely knows what the right hand is doing.,11 people found this review helpful
43,Sales,,5.0,Sales Are the best baby,Blah blah blah blah blah,Be the first to find this review helpful
44,Unattainable Sales Quotas,,2.0,"Good products, culture and benefits.","Unattainable sales quotas for the individual contributors. Way too many and unnecessary levels of sales managers (RVP, AVP, etc.) It's like a pyramid scheme here now where the majority of Account Execs don't come close to hitting their number.",15 people found this review helpful
45,Things are going great!,,5.0,The culture is exactly what you read in the news. Salesforce is extremely passionate about creating an inclusive workforce. I feel valued in my role and I get so much trust from my management team that I never feel micromanaged. I believe the company does invest in their employees in any way possible. I am able to network with upper management frequently and have access to clear expectations on my career path.,"I started contract and then moved full time after 6 months. I am ok with this process and understand that this is how people are brought on into the recruiting org, however I do not feel there was full transparency through the onboarding process. The info I was given first interviewed (as contract) regarding the full time process was not super clear. While I am completely happy now and ok with the situation, I do feel this communication could be handled better.",1 person found this review helpful
46,GRB AE,,5.0,"Culture, growth potential, scheduling flexibility","Supporting resources, career growth coaching, pay",Be the first to find this review helpful
47,The best job I’ve ever had.,,5.0,"Competitive pay, generous benefits and a very positive environment.",Remote workers are unable to travel to meet teams,2 people found this review helpful
48,All of these positive reviews are definitely fake,,2.0,- Generally good culture - Great snacks - Free shirts,"Complete lack of transparency. If your manager tells you anything, you're likely not getting the full story. I'm guessing it used to be a great place to work, but the sheer size of Salesforce has made it impossible for anything to get done.",14 people found this review helpful
49,Core Account Executive,,5.0,"Phenomenal culture and unmatched support. Coming to work every day is a pleasure, the work environment is collaborative, exciting and challenging all at the same time.","Not many - it can be slightly serious at times but for a high growth company, that's not a surprise.",Be the first to find this review helpful
50,Knockin on the Boy's Clubhouse Door,"Mar 19, 2016 - Anonymous Employee in Chicago, IL",2.0,Marc Benioff is an envisionary leader. The innovation that he inspires as well as his passion to build a company that embraces equality and diversity makes for a compelling set of reasons to be part of this great company.,"While the west coast may be working on meeting Marc's lofty goals, the midwest(specifically midwest CSG) is swiftly becoming the white male centric world. Women are not staying within various roles within CSG in growing numbers and it's becoming very obvious that this is a white man's world. If you read the Chicago Tribune this weekend, you will not that more and more diversity factors(black, Hispanic, etc) are leaving for more favorable areas from every company, not just SF. If anyone would do the data analysis for CSG Chicago, warning bells should go off. The executive leadership is slowly but surely driving women out of their workforce vs embracing Marc's culture.",17 people found this review helpful
51,"Dynamic Growth comes with pluses and minuses, but more pluses","Oct 20, 2016 - Anonymous Employee",4.0,"Salesforce has a great culture and it's a company at which many employees feel proud to work . There's a real sense that we're making a difference both in our industry and through our philanthropy. The company is relentlessly focused on growth and anyone who has worked at place with 25% growth year after year after year, knows that there are growing pains. Bulleted Pros: Innovative company where ideas are given credence 1-1-1 model is real and matters to most people Very smart, self-starting, motivated coworkers","Most of the cons can be summed up by growing pains. The rate of growth at times creates confusion and certainly poses organizational and system challenges. Salesforce is future focused and perhaps doesn't always take the time to look back to evaluate past performance, instead preferring to move on to the next big thing. The result is that sub-optimal processes don't always get corrected. As the company has grown, a lack of focus on small details results in some areas of the business suffering until something serious occurs that draws attention to it. Salesforce is unabashedly a Customer Company. When given the choice to pivot to Customers, Shareholders, or Employees, the company will always choose Customers. This has resulted in the past with some haphazard and poorly though-through HR decisions. Lots of Employee-related initiatives seem to be thrown together at the last minute.",Be the first to find this review helpful
52,Hardest job you'll ever have (in a good way!),"Aug 14, 2019 - Account Executive in New York, NY",4.0,"- Amazing culture and collaborative team-selling mode (never win alone, always lose together!) - Well-rounded corporate stance ranging from PTO, wellness, volunteering, philantrophy that stands out - Marketing is amazing, very well funded and really helps drives sales cycles - Constant innovation, R&D and acquisitions helps evolve the story and value proposition constantly for customers - Truly a business-impacting company (i.e. not just trying to sell software), transformational capabilities - Career Path is astounding, the ability to explore/try new roles as the company grows is a solid differentiator.","- Pace: simply put, the frenetic company growth is unsustainable. At its peak, think of back-to-back 80 hour weeks, juggling 6 tasks at once, back-to-back meetings & calls to get the job done properly. Annual quotas that continue to go up isn't something that go on forever, right? - Management: The company is growing so fast, first-line managers are going to be the weakness that cripples this company. Not saying there aren't good managers, but there are a lot of bad ones. To fill the void, Salesforce hires externally (i.e. Oracle) who brings their less-than-desirable practice into Salesforce. Lack of homegrown leadership is the company's biggest weakness, by far - Customers get tired: We all hear our customers are tired of getting ""nickled & dimed to death"" because we keep on coming out with new features, new acquisitions, new bundles that cost ""only $xx more per user/month"".",4 people found this review helpful
53,Best company I've ever worked for,"Jan 18, 2016 - Senior Strategic Account Executive in Dallas, TX",5.0,"Salesforce is an amazing company. Built on the foundation & philosophy that “we do well by doing good”. This is true for how we care for our customers, employees and the communities and world we live in. It’s truly remarkable to see 17,000 people rowing in the same direction. From “Day 1” to today I continue to be impressed. Growth and innovation run through the DNA of the company. Which gives it the feeling of a 16-year-old start up & creates exciting opportunities for individual career growth. Exciting to work for a company with this type of trajectory. Performance of our industry-leading products results in very happy customers. And our customer list represents the world’s greatest brands in every industry vertical. The culture is unlike any other company I’ve worked for. As a sales person, it’s great to know we view “sales is a team sport” and “no one wins or loses alone”. And the teams I get to work with are made up of the top talent in every discipline. Compensation is great and the benefits are exceptional.",It's incredibly hard to get hired here & the interview process can be lengthy. The dynamic nature of the company may be hard for those who don't do well with change.,1 person found this review helpful
54,Awesome product and peers -- horrible managers,"Oct 21, 2014 - Senior Manager in San Francisco, CA",2.0,"The product is wonderful and Salesforce uses it heavily internally. you're fully immersed in the Salesforce ecosystem and it's easy to understand why customers love the product so much. There is great drive to get things done and deliver. Salesforce scales in some really interesting ways and there is no shortage of challenges to dig into and learn from. With all the growth, it is constantly abuzz with activity and it can be exciting.","People management is very bad... There is massive title inflation. 0-1 year of experience managing people marks most directors, and even many senior directors. There is a serious problem of cronyism in many departments. VPs promote who they want, when they want irrespective of team feedback or even despite what are believed to be established policies. VP-level leadership exhibits schizophrenic decision making, CYA behaviors and abrasive comportment. This makes for highly stressful working environments and is a key cause of the well-known burnout at Salesforce. Many leaders at Salesforce have never done a job this big before which can lend to insecurity and erratic or absent decision making. Reorganizations are painfully frequent which also promotes insecurity & stress.",6 people found this review helpful
55,Forget having interests and a life outside of work,"Feb 24, 2015 - Email Campaign Manager in Indianapolis, IN",2.0,"Great co-workers, flexibility to work from home when needed, new products/innovations to learn, and an opportunity to expand your knowledge of the digital space.","There's zero work/life balance if you're in Services. You are expected to be ""on call"" all hours of the evening, work long hours during the day/week, and forget having any extracurricular activities or spending time with your family. You cannot ""check out"" and it's not a healthy lifestyle. Don't challenge senior leadership on department practices, ways to foster change, or steer from the majority opinion because you will pay for it in performance reviews even though they state in your interview that they love new ideas that change the way they operate. When you add up the hours you actually work during the week, you are significantly underpaid!",16 people found this review helpful
56,"Experiences can range based on personal savvy, ability to network, and tolerance/aptitude for politics.","Jul 25, 2014 - Anonymous Employee",4.0,"Marc's philanthropic drive is inspiring and demonstrated regularly both in and out of the company. Challenging, fast paced environment, and company growth provides amazing opportunities to excel for those who have the drive and ambition. Prime downtown SF locations. Working with incredibly smart and talented people forces you to up your game. Easy to be on the ""kool-aid"" with the products. They're awesome and I've personally seen how they can transform a business for success. Compensation/benefits are pretty awesome.","Politics and egos are rampant and get in the way of getting things done and feeling a sense of accomplishment. Constantly changing priorities combined with ever growing silo'd thinking/execution can impact job satisfaction. Extremely poor management practices due to new/inexperienced managers, managers with egos who don't understand how to lead a ""team"" to success, and downright unethical behavior with HR turning a blind eye. If you're lucky to get a good manager - someone who advocates for you, highlights your work, and ensures their success through the success of their team - hold on for dear life!",11 people found this review helpful
57,"Amazing Company, Great Opportunity.","Jul 26, 2017 - Senior Director in San Francisco, CA",5.0,"On-going growth opportunities. I have had the ability to grow my career, try new things, experiment... all while finding a niche. Engaging, intelligent, collaborative peers. I am constantly learning while also collaborating to get stuff done. Some real stand outs in the group. Culture. I have worked at other places. Having an executive leadership team that promotes customer trust... that makes a difference, all the way down the ranks. I've seen other companies put the customer in the background. Not here, it is clear from marketing materials to product decisions. Brilliant CEO Great product leaders Best enterprise software marketing","Fire drills. Our company is rapidly growing and we are constantly innovating, which is great! But, it also means that the game plan last year is different from this year's approach. There are fire drills, and strategy shifts. The culture is supportive to the needs of working parents, family needs, personal issues... but anyone considering Salesforce should know... you'll see a few fire drills now and again.",1 person found this review helpful
58,Don't work for FinSrv - Oracle bullies in mgmt!,"May 4, 2016 - Enterprise Account Executive in New York, NY",3.0,"- Peers are smart and super talented - Salesforce is a great company to work for. MarcB is a CEO with a heart and vision. Him taking on global economic issues and putting the corporate stand behind movements like LGBT is remarkable and very rare in CEOs. He is the modern CEO - Products are best in the market. CRM, ExactTarget are definitely the best in the market so you are not selling something that people don't already love or want.","- FinSrv vertical is struggling. Big bang accounts are rare and easy lay up accounts are given to Oracle friends, boys click. - FinSrv Accounts pie is cut too many ways - Pay out is every 2+ years if that - Worst is the new Oracle culture. Mgmt is all about badging and silly stickers and certifications you need to get to be able to tell the customer story when they should be helping with relationships & focusing on the problems at hand - global AEs are just in title, they don't actually get paid on global revenue - so watch out for that when you review your comp. - Comp % is low from market but can be better if you are Oracle friends - Mgmt bullies into inflating pipeline and force commit deals every quarter",13 people found this review helpful
59,Pleasantly Surprised New-Grad,"Sep 12, 2016 -",5.0,"Salesforce is the first company I have worked for full-time, so I can't compare it to any other company, but I have quickly developed a deep admiration, appreciation, and sense of pride for my company. I was pleasantly surprised that my first job out of college (at Salesforce) gave me the liberty to explore projects, innovate and build out my own ideas, and meet frequently with executives and leaders throughout the 20k+ employee company. My work feels important and my interactions with Salesforce customers and employees are unmistakably friendly and unmistakably Salesforce.","Like at any enterprise tech company, the work is big and complex. With responsibility over projects that affect hundreds to thousands of people, balancing work priorities and personal life can feel a bit rocky at times. Fortunately, there is always a bright mind to turn to for help and no shortage of motivated, hard-working people around you to get the job done and have a little fun while doing it.",Be the first to find this review helpful
60,Great Brand Terrible work life balance,,2.0,"Working with talented people,Great technology.Volunteering is a big part of the company","Boiler room mentality, customer success is more of marketing-Customers are harassed constantly to keep up with monthly close and cadence.No long term strategy in enterprise accounts and customers are getting fatigued by this behaviour-Micro managment who only care about monthly ACV in Strategic accounts -High turnover in upper end of strategic sales.-Terrible mid level management who manage based on fear over mid 40s experienced sales team for Carolinas and Atlanta-No work life balance",13 people found this review helpful
61,They Take Care of their Employees,,5.0,"Great benefits, great managers, work life balance",Pay is low compared to other companies,Be the first to find this review helpful
62,You're not going to find a better culture.... BUT,,4.0,"Great place to work, so challenging, inspiring, educational, potential to earn huge money, not much negative to say here.","BUT... The three T's applies here... Territory, Timing and Talent. Salesforce deliberately assign miniature territories and switch them up annually. It forces reps to be hungry, desperate even when you only have a year to close the account. Heaven forbid one of the two accounts that you are assigned goes bankrupt/is acquired/has a spending freeze that year... you're going to sit on the sidelines for a year and hope that you get a decent account the following year in the 'Carve'. If that doesn't work out... you're gone. I've seen literally dozens of top performers getting turfed due to this circumstance. Sales is a rough game sometimes and it's brutal at Saleforce. Great place to work but be careful and do your homework before signing on with them.",9 people found this review helpful
63,Great place to grow your career,,5.0,Work with the best.,"Highly competitive, which is to be expected.",Be the first to find this review helpful
64,Account Executive,,5.0,Amazingly talented people and culture. Incredibly sales driven organization that sets you up for success and gives you access to world class training and processes. Tons of career advancement and development opportunities,It's a really large company and all the complexities that come with the shear magnitude of the organization.,Be the first to find this review helpful
65,Excellent Company with a great work life balance,,4.0,One of the great companies in the valley to work for! Great work-life balance and perks!,I can't think of any,Be the first to find this review helpful
66,"Do not work as a SRE at Salesforce, it is awful and there is no engineering involved.",,1.0,- Team (the peers on my team were awesome but all management was awful) - Compensation (you end up paying for it in the long run) - Benefits (comparable to other large companies) - ESPP was nice - Snacks (yay?) - 'Swag' (if you enjoy being a walking advertisement),"- Work life balance is terrible - They took the alcohol away because they hire alcoholics - Everything is a snowflake and not scalable (they will eventually figure this out and it will hurt when it matters) - Incompetent management (mid and senior level - how are these people getting hired/promoted?) - Too much management so nothing actually gets done - CAB/change management is incompetent - Dev does not seem to know how to make their products stable or supportable - Infrastructure does not seem to know how to make their environments stable - Meetings (let's have a meeting about a meeting and we will schedule a meeting to discuss the meeting) - Internal Salesforce recruiting/hiring is worthless - Indy Tower move provides no benefit to employees and worsens work life balance - Commute worse now since the move to the ivory tower - Pay for your own parking (penalized for not living in the city) - No real room for growth within Marketing Cloud for SREs - Worst career decision I have made from a skill set perspective (no marketable skill set growth outside of the company) - Company liberal agenda constantly shoved down your throat - Employees placed into a silo - Mandatory holiday work for Marketing Cloud so other companies can send more spam to people who do not want it - SRE team mandatory weekly on call rotation recently went from 4 weeks/year to 15 weeks/year (yes, seriously, and that is the main reason I quit Salesforce for a real #dreamjob elsewhere) - The company itself provides no real benefit to society so they allow employees to volunteer to feel fulfilled on the inside but really it is thinly veiled attempt at marketing and promotion of the company - Stressful workplace - Job titles are made up - Open office concept is detrimental to productivity and health in general - Cult feeling with all the internal lingo - Ridiculous amount of money spent on unnecessary things but then they take away the small amount of money they contributed to parking costs which is a necessity - Giant corporation now... culture cannot keep up with acquisitions. News flash: people are different in different parts of the country and the rest of the world. Company needs to just admit they are the same as other giant corporations. - No longer feels like a innovative/entrepreneurial/start-up company (Now we just buy those kinds of companies, even if it doesn't make sense. I'm looking at you Quip.) - The company has never told a customer no, even when they needed to do so and the company is feeling it - Company seems to reward bad client behavior instead of correcting it - I am tired of typing but there are definitely more cons than pros",25 people found this review helpful
67,Consistency is Key,,5.0,Consistent growing and learning Consistent pay increases when you grow Consistent team positivity Overall team success with the job and outlook for the employees who always do their best,None as of now. So far best company I have worked for,Be the first to find this review helpful
68,It was great... until they eliminated quality,,4.0,Great learning opportunities Lots of projects using the latest technology,Quality doesn’t matter much Management can’t be trusted,6 people found this review helpful
69,Cool company,,5.0,Benefits Structure is best across companies Work life balance Innovation,None. Everything is perfect at salesforce,Be the first to find this review helpful
