,title,author_info,rating,pros,cons,helpful
10,Pretty good place to work,,5.0,"Enjoyed working in this role, didn't have too many issues. Learnt a lot of stuff. Smart people around.","Some people didn't pull their weight and weren't really called out by management, which could be disappointing, but I guess it's the casein any large company.",Be the first to find this review helpful
11,Solid culture,,5.0,"Culture, Growth opportunities, and Creative people","Long hours, It's getting political, Sometimes too many people and processes to navigate for something small",1 person found this review helpful
12,Director,,5.0,Overall I think very good,Less Politics especially upper ranks - Same as anywhere else,1 person found this review helpful
13,Fantastic place to work,,5.0,"great culture, great people, great city offices, innovative environment",work life balance not so great,Be the first to find this review helpful
14,What a powerful experience,,5.0,"Great culture! Even though it’s a huge company, all the information is easily accessible via Trailhead and other collaborative sharing platform. You can always find someone to assist globally. The opportunities to make a real impact for customers are just endless.",There’s a lot of formalities like in any corporate. Make sure you’re comfortable presenting your case in many different forums to justify new features.,Be the first to find this review helpful
15,Nice company,,4.0,"Free meals - breakfast, lunch, sncaks, dinner. In house barista. Compensation for internet mobile and gym(or any other health exercise) Flexible timings.","Sometimes I feel people already working here(at least in my team) are too arrogant, irreverant to people coming from not so good company. They believe since they are here, somehow they know more or are more smart.",1 person found this review helpful
16,Brilliant Company,,5.0,"Opportunities, benefits, quality of talent, progression opportunities.",Culture is shifting with the rapid expansion of the business and headcount to match.,Be the first to find this review helpful
17,Great Interview experience,,4.0,Very Proffesional . Clarity on every aspect.,No cons I can identify till now,Be the first to find this review helpful
18,Truly the best place to work,,5.0,"Culture - Salesforce believes its people are family, they call it the #ohana. They completely make you feel like family. Pay - Competitive pay and you won't feel that you're not being paid for the value you bring in to the company. Benefits - Incomparable benefits. I've not seen many companies with comparable benefits as they take care of each and every aspect of your life, not just at, but also outside of work. Infrastructure and Facilities - Unmatched office facilities, free food, snacks and barista.",None cons as observed yet.,1 person found this review helpful
19,Not the best,,3.0,"Culture, people, snacks, well oiled machine.",Unachievable quotas: increase quotas each year and decrease territory sizes even when no one hits quotas. Do not pay enough.,3 people found this review helpful
20,Excellent Company,"Dec 1, 2019 - Senior Account Executive",5.0,"Great business, awesome products.","No cons, Salesforce is a great business.",Be the first to find this review helpful
21,Account executive,"Dec 15, 2019 - Anonymous Employee",4.0,"Salary, benefits, structure, office, people","Culture in latam, pressure, management in latam",Be the first to find this review helpful
22,ESB Account Exec,"Nov 15, 2019 - ESB Account Executive in Dublin, Dublin",3.0,Great company with a great ethos.,The ethos does not translate to the sales roles. Attainment in 2019 has been extremely poor with less than 20% of people due to hit their number.,15 people found this review helpful
23,Great place to work,"Dec 15, 2019 - Analyst in Hyderābād",3.0,"Worklife Balance, Free Food, Awesome Work Culture, Equality - One of those companies who actually care for their employees","Although the work culture is great, but there are few areas that require transparency.",Be the first to find this review helpful
24,"Good Company, but standards have been slipping","Dec 2, 2019 - Business Development Representative in Dublin, Dublin",3.0,"- Very good culture - Volunteering options - Supportive colleagues and frontline management - Possibility to work from home/buy extra leave - Good benefits (Education, Wellness, Dental, Healthcare) - Offices located close to public transport, and free buses to city available","- Taking into account the cost of living in Dublin the salary is not enough to get by - if you want to be able to live comfortably you should go elsewhere, but if you just want the experience it is worth it - Senior management does not bother communicating well at all with normal staff, it does not make you feel valued at all - Cramped offices, poor selection of snacks",6 people found this review helpful
25,Incredible company & products - Increasingly farcical sales roles,"Nov 20, 2019 - Account Executive in Dublin, Dublin",4.0,"Being the market leader across a wide range of solutions is an enviable position to be in. Customers are typically willing to discuss and engage with you based on our reputation alone. There are some highly intelligent and capable people right throughout the organization. This means that projects and evaluations can become very creative and the standard of work is typically incredibly high. It is by the far best place I have worked in terms of learning from those around you. The benefits are second to none, including health insurance, gym membership, fertility/adoption allowance, generous maternity/paternity leave, a degree of informal flexi-time. The offices are decent, with fresh fruit and snacks available. There are a wide variety of career options available, both internally and also externally due to the expanse of the Salesforce ecosystem. Altruistic culture runs right through Salesforce and is truly ""lived"" as opposed to being just talked about.","There is a real lack of cohesion to the sales organization. When you first join you are pretty left to fend for yourself and see to your own integration. The sales targets are completely ridiculous and the compensation plan has been making it more difficult to make money every year. This year I am going to make approximately €25-40k (depending how my year finishes) less than the average of my last two years. The overall attainment figures for sales people are in the toilet. This will not be made clear during your interview and will not be openly discussed with management as to what a realistic quota should be. This ultimately has created a toxic environment where people feel undervalued due to their inability to hit an unrealistic target. In theory, everyone can make good money. In reality 90% of people will miss their target and the majority of commissions will be left in the hands of the few. The increasing product offering of Salesforce brings problems in terms of collaboration. It is not always easy to find the right person for the right meeting in good time. This can make it difficult for customers to do business with us, as the sales process can become protracted. While career options are varied, the criteria for promotion isn't ever clear. It is often a case of 10 people interviewing not knowing how many roles will be filled, not knowing when they will find out and unclear feedback as to why they did/didn't get the role. Naturally this has caused people to question the process.",9 people found this review helpful
26,Great place to work,"Nov 25, 2019 - Solutions Architect in Hyderābād",5.0,"All good , good atmosphere, good growth",Improve on removing internal transfer policy,1 person found this review helpful
27,Great place to work,"Dec 12, 2019 - Senior Account Executive in Dublin, Dublin",4.0,Career progression Incredible organisation for learning and up-skilling,Territories becoming diluted against rising targets,Be the first to find this review helpful
28,Enteprise Account Executive,"Dec 11, 2019 - Enteprise Account Executive in Madrid",4.0,"Nice company to work in, but too big for me",too many politics depending on your organisation,Be the first to find this review helpful
29,"If you don't wanna be sick, don't work @ Salesforce","Nov 28, 2019 -",2.0,"Good benefits package, free snacks and drinks, Ohana culture","Ohana cultura doesn't work for everyone and it has been misusing by managers, toxic environment, carreer plan based on favouritism instead of meritocracy",11 people found this review helpful
30,Excellent,"Nov 26, 2019 - Anonymous Employee",5.0,Excellent Company to work. One of the listed Forbes Companies and have Ohana culture,No Cons as such. No negative reviews. All are positive,Be the first to find this review helpful
31,Excellent place to work,"Nov 26, 2019 - Software Engineer in Halifax, NS",5.0,"good benefits, good office, good salary",none none none none none,Be the first to find this review helpful
32,BDR,"Dec 3, 2019 - Anonymous Employee",4.0,"Reasonable pay, and strong benefits (health, education etc)","High pressure, diminishing culture and risk of burnout due to aggressive sales targets.",2 people found this review helpful
33,Excellent,"Dec 7, 2019 - Account Executive in Dublin, Dublin",4.0,"Amazing people, great training, great product",targets can sometimes be unattainable,Be the first to find this review helpful
34,Nice but unorganized,"Dec 3, 2019 - Sales Assistant in Toronto, ON",3.0,"Prompt communication, easy to get along with","unorganized, picky about even small details",2 people found this review helpful
35,Business Development,"Nov 22, 2019 - Business Development Representative in Dublin, Dublin",5.0,"Fantastic comp plan, lots of best-in-class training, access to working with some of the leading accounts across sectors, very flexible",Lots of layers between upper management,Be the first to find this review helpful
36,Brilliant Employee Experience,"Nov 17, 2019 - Senior Account Executive in Sydney",5.0,"Very collaborative culture, empowered to do what's right, big focus on making employees successful and to make the workplace enjoyable. Strong social agenda of give back","Like most Sales organisations, the relentless pressure associated with constantly growing at double digits",1 person found this review helpful
37,Good company,"Dec 3, 2019 - Collections Analyst",4.0,"Good benefits, work life balance, wellness benefits","Low pay, not enough management levels",Be the first to find this review helpful
38,great company to work at,"Dec 1, 2019 - Sales & Marketing Graduate in Melbourne",3.0,Really helpful in reaching your goals. Money is decent,Sometimes management have unrealistic expectations,1 person found this review helpful
39,Great Company with Great Values,"Dec 1, 2019 - Director",4.0,"1-1-1 model is really close to folks who wants to make difference to the society Benefits provided - Continuing education, people support, wellness support etc. Brand Employees are provided with psychological safety, adequate training both soft skills and tech skills",Too early to share as its not 1 full year yet.,Be the first to find this review helpful
40,Awesome Company,,5.0,"First thing is First. I have worked several companies before but none of them actually made me to NOT to think about the salary. Secondly, the Management around here is very cooperative and a big thumps up to them.",Nothin as of now. I see there is great future ahead for this company.,Be the first to find this review helpful
41,Great Company,,4.0,Great benefits Great work life balance Career opportunities,Stressful work times Salary not competitive enough,Be the first to find this review helpful
42,nice place to work,,5.0,"free food, work culture, location",as per my experience best place to work,Be the first to find this review helpful
43,Se,,4.0,Great company to work for,None Can’t think of any,Be the first to find this review helpful
44,"Great, if not perfect, working experience",,4.0,"Working at Salesforce has so many positives - they really do hire amazing people, the way the business is run is incredible considering the size, not much in the way of political BS, great technology that exposes you to so many businesses and quality experiences, and the perks and lifestyle is top notch. Overall it's impossible not to say this is a great working experience, even if it ends up being a valuable chapter in a larger career.","The base salary is relatively poor although the ability to make commission can be massive. With that said, it comes down to the companies you're working with and there are plenty of very talented people at Salesforce doing poorly for this reason. The inverse applies as well - although the overall people standard is high there are some with mediocre talent and effort who stumble blindly into huge paydays. Also, when you're in you're in – you tend to only view the world through the lens of Salesforce.",4 people found this review helpful
45,"The good, the bad and the ugly",,3.0,"Very smart people. Super collaborative. Good pay and benefits. The company really tries hard to offer a strong social calendar and plenty of opportunities to participate in various groups, voluntary work, training, etc. Also quite buzzy atmosphere and great fun on the right day. Inspiring people and vision and a strong desire to try and do right by the customer. Also deliver amazing events globally.",Very sales focused and growth targets are very aggressive. Career opportunities are surprisingly limited and very talented people can get stuck in roles for years as the structure is so flat in marketing and the team is so lean that there’s often nowhere to go. Management is also very hit and miss. Some are great and others are incompetent. This inconsistency means that those under good managers do well and those under bad managers get stuck. The company needs to invest more in training people to be leaders and coaches rather than just putting them in charge due to tenure. Workload can be extremely high and overwhelming so it takes a while to work out how to get by without burning out. Also tend to employ highly experienced people to do a lot of execution as headcount is so limited they need to hire people who can create a strategy and execute it. This leads to frustration among people who could be doing so much more but get stuck in the detail of delivery.,14 people found this review helpful
46,Such an amazing journey to be a part of Salesforce,,5.0,"Amazing and fulfilling job witch I can’t stop thinking about even in time off in a company witch cares about its employees, products and customers. I feel completely intellectually fulfilled, proud of my company and what we provide to our customers. I never filled this way in my previous jobs before and never believed it was even possible. But it is :). The way of management is human, careful and flexible. Great job. Great company. Great atmosphere. Great way of working.",Huge amount of work and poor balance between pro and private life (please notice that this is my personal experience.) Paris’s office is too small and crowded for all the employees.,1 person found this review helpful
47,Manager Customer Support,,5.0,Best company to work with. Good Pay Master. Friendly work atmosphere.,Sometimes late working hours. Late Night phone calls.,Be the first to find this review helpful
48,Good Place,,5.0,Many advantages within the company,Role is in dublin ireland,Be the first to find this review helpful
49,Company Review,,5.0,Really good work-life balance and benefits.,A lot of routine manual work.,Be the first to find this review helpful
50,Great to work here,,5.0,"Great team, Great team really",None i can think of,Be the first to find this review helpful
51,A culture of personal and professional growth for everyone,,5.0,"The company genuinely is striving to create success for employees, clients and the global community at large You are given the freedom, support, tools, training and time to succeed",I can feel like you are behind the pace of the organisation and the hugely talented people within . You need to take time to get up to speed and you are given the time and encouragement.,Be the first to find this review helpful
52,Amazing company,,5.0,The best company to work for,"no cons, only good things",Be the first to find this review helpful
53,Not a good place to work. Unequal territories,,1.0,"Good benefits, Free snacks","I was with Salesforce for a year. When I started I was made a lot of promises regarding the territories being fair within the team. However, once I got my territory and saw how it was compared to other territories across the team, I realized that 80% of the territories in any given team are bad. Only 20% of the accounts/territories are good and in which the sales people make money. And Management knows this. So if you are an Account Executive aligned well with Management, you are set. However, if you are like the 80% of the account executives, your fate is NOT in your hands as you will get bad accounts. They know this. The management's objective at least in the Toronto office is to only have 20% of the people make their #. They dont want anyone to be 200% of their #. They expect 80% of the reps to miss their #. The territories are extremely disparate. There's a lot of partiality in who gets what accounts. Be very careful when you join as an AE. For other roles like Marketing, Ops etc I've heard its a good place to work. However, for Sales its just like any other company. Dont fall for their lies when they tell you that the territories are fair. To give you a specific example, in the Toronto office there is one person who has 10 president's clubs. He makes a lot of money and his manager and his manager's manager are as expected totally aligned. He is a good rep. However, so are others on the team. However since he has always had the best territory the makes club every single year. Its ridiculous. If you've been in sales for a while, and comes across an environment where ONE person has made club 10 times and every one else has made club 1-2 times in the last 10 years, what would you conclude. The territories are uneven. The management is inept. For example this is the first company that I've come across where the Sales Manager's quota is not aligned with the team. For example in a team of 10 sales reps which a quota of $1M each, the manager doesnt have a $10M quota. His/her quota is way less than that. So even if the team misses their #, the manager makes his/her #. I had never seen that in my sales career. So to get promoted to a manager's role, you need to be connected to the right people. Be very careful in joining this company. For Sales its not as advertised. For other roles it might be different.",22 people found this review helpful
54,Sales Force,,5.0,"Very good company, employee friendly, provides max benefits to employees.",I have not seen any cons so far,Be the first to find this review helpful
55,A great place to work!,,5.0,Great learning & development opportunities Open and transparent environment Trust among employees Flexible working Paid volunteering days,Managing work life balance is sometimes hard,Be the first to find this review helpful
56,Recruiter,,3.0,Fast paced Good for sales staff Benefits Work life balance,Pay Culture Training and development,2 people found this review helpful
57,senior developer,,5.0,"team, benefits, flexible working hours",no major cons in my exp,Be the first to find this review helpful
58,Amazing leadership and culture,,5.0,"Salesforce truly cares about their employees, creates a culture of diversity, and empowers employees to drive their careers.","With huge emphasis on growth, sometimes the customer first value gets de prioritised.",Be the first to find this review helpful
59,Best Place to work,,5.0,Great Work Culture Employee benefits Growth Opportunities,No cons for the company,1 person found this review helpful
60,Primary Engineer,"Nov 20, 2019 - Anonymous Employee",4.0,Amazing company to grow and develop Cutting edge cloud technology,no cons as of now,Be the first to find this review helpful
61,"Best place to work, but","Nov 1, 2019 - Solutions Engineer in Melbourne",3.0,"Product is generally great, the company is very organised, good vibe in the office, everybody is very motivated, 7 working days a year for volunteering, frequent parties and celebrations. You are treated like a family member not just an employee, even if this means expectations from you (see Cons)","Career progression and salary increases are 100% related to the personal brand and not to quantifiable results, this leads people to abuse of the internal social networking platform and any other brown nosing opportunity for self promotion. This may be a plus if you have that attitude, otherwise you will find it frustrating. Due to this, management is represented by some excellent managers and others who are not but have been good in leveraging the above. Salesforce as a family: you are expected to be enthusiastic, participate and promote all sort of social events they serve you. Opting out of something you are not interested in lowers your personal brand. Work-life balance is hard: stressful days masked by great fun on social media, work in the weekend is not uncommon.",9 people found this review helpful
62,Senior Visualization Engineer,"Nov 20, 2019 - Anonymous Employee",3.0,Good work culture and interview process.,None that I see yet,Be the first to find this review helpful
63,"Fun, intense & challenging","Nov 18, 2019 - Business Development Manager in Toronto, ON",4.0,Great leadership. People first mentality.,"None, this is a great role",Be the first to find this review helpful
64,Great Culture,"Nov 18, 2019 - Product Manager in Hyderābād",4.0,"Employee friendly company. Good salary, employee benefits and policies. You get to learn a lot",At times it is too fast paced and lack clarity,Be the first to find this review helpful
65,Great Company - Unclear career progression path for grads,"Nov 15, 2019 - Success Graduate",4.0,"- Collaborative culture - Amazing benefits and office - Loads of space for initiatives - Loads of opportunities for personal and professional development - If you know where to add value, you can create your own job - Great network - Very knowledgable colleagues - Giving back culture! Time off for volunteering","- Comparatively low pay for graduates and the progression is slow - Huge gap between junior and senior employees - For this reason, there is no clear perspective of where you could be in 3 - 5 years. - The Grad program is relatively new, which comes with obvious pros and cons",Be the first to find this review helpful
66,The company that I ever wanted to work for,"Oct 29, 2019 - Technical Recruiter in Buenos Aires",5.0,"The company REALLY cares about the wellbeing of their employees. People feel proud of be part of Salesforce. It is the best company that I ever worked for and despite I have been in the company for a year, I still feel as happy as the very first day.",Engineering team from Mulesoft might try to differentiate from Salesforce.,Be the first to find this review helpful
67,Work Culture,"Oct 29, 2019 - Sales Programs Associate in Bangalore",5.0,This is the best work culture you you will ever find in an organisation. Best Work Life Balance,"There is no cons as of now, neither you will hear cons from employees here.",Be the first to find this review helpful
68,Best Company to work with - Salesforce,"Oct 30, 2019 - Associate Manager in Hyderābād",5.0,Salesforce Culture Open door policy,Na na na Having own building at hyderabad,Be the first to find this review helpful
69,very nice,"Nov 11, 2019 - Software Engineer in Noida",3.0,very nice company good work life balance,my boss was not friendly,Be the first to find this review helpful
70,Salesforce,"Feb 3, 2020 - Corporate Web Manager/Business Analyst in Sydney",4.0,- Great benefits - Encourage Volunteering - Nice people,- Complex management chain - Frequent restructure,Be the first to find this review helpful
71,Senior Director of Engineering,"Dec 16, 2018 - Senior Director, Software Engineering in Hyderābād",5.0,"- Trust - Extremely transparent to such an extent that I can see the goal settings of each and every employee of Salesforce. Feedbacks are given at the right time and finally, everyone strives to do better for the team rather than the individual. Innovation - Team thinks of at-least 8 years in advance when making the roadmap. Every engineer needs to have a certification in AI/ML by 2019. This is one amazing goal where the company has invested a lot of dollars. Customer intimacy - Never seen such customer stickiness in a long time. Growth is not measured in revenues alone but also in customer satisfaction and it is taken very seriously. Diversity - Absolutely zero politics so far. Engineers are given a fair chance in every respect of their day to day lives. Ethics is highly valued.","We are going through crazy growth in all locations and especially, Hyderabad, where will be growing from 1100 to about 3000 by 2020. Need to focus on infrastructure needs like seating etc. However, ""Growth"" is a nice problem to solve!",1 person found this review helpful
72,Sr Technical Business Analyst,"Jan 8, 2020 - Senior Technical Business Analyst in Hyderābād",4.0,Good place to work this competitive market with best in market benifits,Exposure to other Technologies is poor,Be the first to find this review helpful
73,Great Environment,"Jan 3, 2020 - Director in London, England",4.0,Brilliant Place to work and excel,As someone in a services role we are often second fiddle to the people selling software,Be the first to find this review helpful
74,Good company,"Jan 14, 2020 - Anonymous Employee",4.0,Great company to work for. Bright motivated workforce. Nice fast pace.,Unclear career progression for roles outside of Sales,Be the first to find this review helpful
75,Great Company,"Jan 2, 2020 - Marketing Specialist in Sydney",4.0,"- Great benefits- healthcare, volunteering leave etc, surrounded by smart individuals, ability to lead and own projects",- Could be greater transparency,Be the first to find this review helpful
76,"Suffering growing pains, but its heart is very much in the right place","Aug 26, 2016 - in London, England",4.0,"Without doubt the majority of the employees at Salesforce are wonderful, combining intellectual rigour with a fierce determination to do the right thing for our customers. The Ohana (broadly interpreted as family) culture is a real living culture, that imbues most people's behaviours. People help each other, and are not focused on trying to get one over on each other. The company is very much in growth mode, which makes for optimism and a sense of purpose.","The company is at something of a crossroads, wedded to some of the disadvantages of its start-up mentality: thinking can be short-term, with decisions accordingly myopic, and there is too great a value placed on the diving-catch. Too many fire-drills and a small number of capricious senior leaders who have been around for 10 - 15 years behaving in the same way. It is tiresome, disruptive and frankly counter-cultural but their tenure appears to make them untouchable.",5 people found this review helpful
77,Drinking from the Fire Hydrant,"Apr 30, 2017 - Anonymous Employee",4.0,- Community involvement is high with 7 days (56hours) of VTO during business hours encouraged - Better culture for women than most tech companies - Commitment to equality and doing better (appreciating no one is perfect and entrenched bigotry/sexism/racism takes a long time to overturn) - Chief Equality Officer Tony Prophet - Regular salary comparisons to eliminate inequality in salaries based on gender - Australian private health insurance paid by the company - Flexible working arrangements in some teams so you can work remotely,"- Depending on your role, your manager might not support the VTO during work hours - Depending on your role, you might not have any male salaries to compare against - The company and larger industry is still male-dominated, and you will still come up against entrenched sexism, this isn't utopia - ""Drinking from the fire hydrant"" is the work load. You either step up or leave during probation. If you do step up, you will reach your limit, then be overloaded again. If you're a workaholic and can balance that in a healthy way, great, but SFDC plays lip service to work-life balance in many departments. The work-life balance is often achieved through working from home while your family is asleep. - 99% of opportunities outside of the USA are sales-focussed",2 people found this review helpful
78,Great learning experience and resume builder for next job!,"Sep 8, 2010 - Account Executive",3.0,"The product is awesome and the culture was fun! Good for getting software sales experience and great for your resume when you interview for jobs. Competing with smart people was challenging and kept me on my toes. I enjoyed working there because I never expected to stay past the 2 year mark. I knew what I wanted going in and was happy with what I got out of it. I learned about the software business, people, politics, how to play the game, and big company culture. Best of all I learned about myself and what I liked and didn't like in a future job. It was an overall great experience for me and helped me to land an amazing job after wards.","There are plenty of politics surrounding promotions and territories. It's not what you know, but who you know and party with. In general my coworkers were bright people. I met some of my best friends there. Working along side smart, motivated people kept me sharp, but there were also people dumb as rocks. Because it's such a large sales group some bright ones never got to shine and some rocks never got exposed and are still there after many many years.",4 people found this review helpful
79,Funnnnnny,"Dec 25, 2019 - Director",4.0,You guys force people to lie,Sometimes difficult to keep up with the tasks,2 people found this review helpful
80,Awesome dynamic and meaningful company,"Sep 30, 2018 - Solutions Engineer in Singapore",5.0,"Salesforce is a great dynamic with an amazing growth momentum. You can feel it daily with exciting products announcements, sales deals, company acquisitions, etc. Salesforce offers great benefits like healthy snacks and fruits, gym membership, sun glasses, unlimited GP visits, 8 weeks paternity leave, etc. Giving back is a key value of Salesforce and you are encourage to do 56h of volunteering per year during your working hours.","The days off allowance is following the average of Singapore standards: 15 days. It will be great to have more. However, Salesforce offers flexibility on working from home or different country location.",17 people found this review helpful
81,good salalry nice people,"Jan 15, 2020 - Copy Center Associate",3.0,nice people and enviroment startup,"no worklife balance, hours busy",Be the first to find this review helpful
82,Great at the moment but worried about growing pains,"Oct 27, 2018 - Anonymous Employee",5.0,"- Competitive Salary and bonus. - Great work/life balance (Outside of sales it seems). - Well defined career paths and promotion criteria. - Unheard of benefits(In Ireland anyway) like 12 weeks fully paid parental leave, discounts for ivf treatments, wellness benefits...it goes on. - Excellent access to training and education funding. - Culture is great, something you can get as involved in as you want. - The Salesforce suite of products is innovative and industry leading so that's reassuring. - Managers at team levels have all been very good at their jobs from what I've seen.",- Increasing lack of transparency from upper management. - Growth having a negative affect on standards and culture. - Recent introduction of hot desking has turned the office into an impersonal and unwelcoming place to be. It's cost savings at the expense of employees interests. - Uncertainty over future unified office location in Dublin.,3 people found this review helpful
83,Waste of time,"Jun 5, 2019 - Anonymous Employee in Hyderābād",5.0,Pay Package and benefits. Best facilities provided by the organisation.,"Worst management - They will never listen to you. They'll only do what they want to do and all your ideas will be given to others and they are projected as their ideas. Totally biased and even after multiple feedbacks with the proofs they do not want to accept. They will always tell, there's more to come in the future stay tuned. It's not about promotions or hike percentages. It's about ethics and integrity which the management will oversee always. Sometimes it's clearly evident and visible to everyone in the team that something wrong is happening and the local leadership in Hyderabad, never want to fix it. They just want to bypass it saying the (people who get support from management) trying to do something extra why don't you support him instead of giving feedback. Later, the people who actually want to work as a team and share some feedback with the managers will be targeted big time and will be treated as like slaves or even worst them, Support - Worst support that I have seen in the service industry. These guys never understand its a product based support, not a BPO. With Salesforce having three releases a year with all upgradations & patches, it will be difficult for a support person to keep up to date all the time. The worst way of calculation with regards to the headcount. They say they're hiring people but for a quarter 50 people for a backlog and burden of thousands of cases is not working. Outdated metrics are being used to calculate productivity and other year-end calculations. Employee Success or HR: Apart from very few members Zaira Banu & Rajesh I do not see others responding to the questions raised by the employees. I'm not biased towards the above two but however, their work speaks for themselves. Now coming to the recruitment, Salesforce always recommends the employees to refer people to the organisation, however, the recruitment or referral process is worst (there is no other least word for this). I have referred around 10 profiles to this organisation, all the profiles haven't been considered. They stay in the first or second stage for almost 2 to 3 months and then the status changes to No longer in consideration. When we try to contact the recruiter there will be no response. FYI, the above mentioned 10 profiles have been selected in other organisations for better positions and better packages. It's clearly evident on the floor that there is an agreement between the manager and the respective team member. The team member will refer people and the respective manager will select that profile. Once the team member gets the referral bonus it will be shared by the team member(who referred to the profile) and the manager who recruited.",17 people found this review helpful
84,Poor experience as account executive (mostly from HR point of view),"Nov 8, 2019 - Senior Account Executive in Zaventem",1.0,"Salary if you overachieve targets. Pay can be amazing. I was in top 2% achievers, which results in salary of more than 250k.","Achieving your target depends heavily on the distribution of accounts/opportunities and therefore on luck and/or on the appreciation of your manager when (s)he distributes accounts and related opportunities. Salesforce managers refer to equality as an important principle, but some individuals seem more equal than others.. Most sales do not attain their targets in Belgium and base salary is low. There’s even people earning more on mileage expense than on base salary and commissions combined for several months. Be careful when stories are told before you sign your contract about very high salaries in case of going above your target. Almost none of the sales achieve >100% of their target and you typically enter without getting any decent opportunities. This obviously allows for direct pressure from the start. Poor package of benefits overall (e.g. no company car despite fiscal advantages in Belgium and not even a sales allowance/'representatievergoeding'). Unless if you’re one of the lucky few who goes well above targets. Very poor culture in Belgium in particular and poor coaching as well in my view. Also, in my case, there were several issues with payments, with Salesforce claiming that they would start paying (still waiting for payments now that were due more than a month ago). They don’t seem to care about local laws and rules in a small country to them like Belgium.",13 people found this review helpful
85,All glitz and glamour with no heart!,"Mar 25, 2015 - Anonymous Employee in Sydney",2.0,"Great benefits: health & wellness expenses, volunteer days, free snacks","If you like Kool-Aid, have a knack for never questioning things, and don't care much for integrity, this is the place for you! Worst office politics I've experienced - conflicting goals across teams created tension between managers which trickled down to staff. Goal posts were constantly changing and never reaching a resolve. One particular manager was notoriously difficult to work with and had a reputation for bullying, playing favouritism, and making most people feel uncomfortable by employing a management style of intimidation. Despite multiple HR violations against him for his aggressive behaviour, nothing was ever done to rectify it. You're not encouraged to work as a team, but instead, encouraged to develop ways of getting ahead of others through sometimes unethical means. Middle management will overlook any unethical, throwing-under-the-bus behaviours if it means you help them hit their numbers and make them look good. Nurtures a cutthroat environment of arrogance and greed. The company spends far too much energy talking itself up to its employees (#dreamjob) and customers without following through with the goods.",12 people found this review helpful
86,Great Interview experience,"Dec 18, 2019 - Anonymous Employee",4.0,Very Proffesional . Clarity on every aspect.,No cons I can identify till now,Be the first to find this review helpful
87,Awesome Culture!,"Aug 25, 2016 - Mid-Market Account Executive in Sydney",5.0,The people are the smartest breed. The sales team is creative and passionate. Overall you'll learn a lot just by spending 2 years here. I spent 6 and it was the best 6 years of my career!,They will make you work for the promotions. Example: you do 200% of your sales target and you're next in line for a promotion. Management will tap 3 people. You have now earned the right to interview for a promotion. You will be given a case study to present to senior directors. You will get beaten up in this meeting far beyond what any customer would put you through. At the end 1 of the 3 people will be selected to move up. The other 2 go back and wait until they are tapped again for a promotion. I watched a few friends depart due to not getting their promotion.,1 person found this review helpful
