,title,author_info,rating,pros,cons,helpful
12,Senior Business Development Representative,,5.0,"Motivational, charitable, worried about employees",growing in a fast way,Be the first to find this review helpful
13,Professional,,4.0,It is a fast growing company,Right now I cannot see any cons,Be the first to find this review helpful
14,A company that takes care of its employees,,5.0,"Salesforce understands that happy employees work better and makes sure you are happy, through good salary, benefits, flexible working, great offices, a diverse employee population, etc...","We work way too much. It's not necessarily that there's management pressure for it, but we just feel passionate about the company and our work, so we end up working all the time. It takes conscious personal and management efforts to ensure we stick to not working, evenings, on weekends and holidays.",1 person found this review helpful
15,Top class employer,,5.0,"7 days a year paid time off to volunteer (VTO) for the charity of your choice. Fabulous offices. Pay, pensions, wellness payments, yoga, bike racks, central london. A CEO who really wants to change the world and believes in doing the right thing.",Nothing that would make you think twice about signing up.,1 person found this review helpful
16,"Salary is good, people are fine",,4.0,"Salary, smart people, office environment , vision are good. It is good enough that I don't have to make any comparison outside the company","There seems not enough path to change role. Also, in branches, sales members are treated like a king and less attention for back office employees",Be the first to find this review helpful
17,Technical Architect MC,,4.0,Fast paced environment. Plenty of challenges and opportunities if you can connect with the right people,Too much work means less play. Hard to progress in the current role,Be the first to find this review helpful
18,"Infrastructure org is worst, Ex-MSFT atelier",,1.0,"- Work life balance. - The value of Trust and Security. - Volunteering, 1:1:1 model - Agile - Free Food - Lucky for you if you are part of R&D/Engineering team *not* Infrastructure org",- Ex-Microsoft employee factory in infrastructure org. - No innovation or automation opportunities provided across multiple teams especially in infrastructure delivery. - Silo teams/individuals working for their own growth and stock renewals. - Lack of transparency from Ex-MSFT Management. - Cross-cloud collaboration is worst. - People outside HQ (San Francisco/US) are left to their own fate. - No encouragement from local managers on career growth. - No encouragement from local leadership to participate in OOM. (Opportunities in different teams) - People working in infrastructure org are treated as third class citizens.,22 people found this review helpful
19,Supportive and encouraging working environment,,5.0,"Excellent benefits, supportive management structure that always encourage innovation. Good access to relevant external training opportunities.",None that spring to mind,Be the first to find this review helpful
20,Account Manager,,4.0,Fantastic suite of expanding market leading products allowing you to resonate with most customers interested in innovating and bringing their business to the next level. Autonomy to get out there and sell without too much interference as long as you are closing!!,Too many sales people and ever diminishing territories. Lower than average basic salary and huge competition for management roles within sales. High attrition of AE's with new new hires from outside poorly supported with a high failure rate.,4 people found this review helpful
21,Enterprise Account Executive,,5.0,A spectacular place to be right at this moment. Salesforce is leading the transformation to the fourth industrial revolution. A lot of exciting opportunities with a great team.,Work life balance is a challenge but it is supported by management.,Be the first to find this review helpful
22,"Great company to work for, but some projects might be boring",,4.0,"Decent pay, RRSP matching, stock options, great colleagues. 4 weeks of vacation only after 2 years of employment and 5 weeks after 5 years.","Frequent changes of priorities, legacy work with outdated technologies. Hard to move up a career ladder, but that is caused by the seniority of the peers.",Be the first to find this review helpful
23,The right place to be,,5.0,"Innovative, fast, amazing company. Work hard, play hard. Working like in a Family",Hard work and challenging environment. For many but not for all,Be the first to find this review helpful
24,Great company to work for,,5.0,"Great company, products, culture, people, benefits. 10/10",N/A N/A N/A N/A N/A N/A,1 person found this review helpful
25,People Managers not great in Hyderabad Office,,1.0,"- You will find great individual contributors to work with - Work is good in some teams, but not in all teams - Good work-life balance - Good pay",- Some managers say trust is no.1 priority but they don't seem to trust the employees - Some managers don't encourage OOM and trouble the employees who try to move to other teams through OOM - Manager's are hardly technical and fear getting technically challenging work to Hyderabad center - Some managers favoring selected employees and providing them with favors. Managers hiring their relatives in their hierarchy which should not be allowed.,9 people found this review helpful
26,Great company but the rot is starting to show,,4.0,"Supportive overall, great, flexible work environment and work-life balance. Aggressive direction by top management to do the right thing and improve products.","Mid management showing the classic signs of maturing IT companies. Ethnic managerial cliques that only hire subordinates from their culture. Lack of rigor or attention to proper processes and procedures. Overselling internal developments and projects to upper management solely to obtain promotions. ""Don't care"" attitude and lack of transparency. ""We'll fix it in phase 2"" attitude to badly-planned projects. Phase 2 never happens though.",5 people found this review helpful
27,Best company I have ever worked for,,5.0,"Leadership who empowers you to make decisions, and stand by them thereby promoting individual growth of team members Excellent work/life balance opportunities Excellent benefits, bonuses and employee stock purchase program","At this moment I honestly cannot think of any legitimate cons to working for Salesforce. Any company will have unique challenges which will require adjustment on the part of staff, and Salesforce is no different. That isn't a con, but merely reality.",Be the first to find this review helpful
28,This is I had been looking for my entire professional life!,,5.0,"I have been a professional for about eight years have held various positions with different employers in different locations - Salesforce is by far the best place to work. The culture is amazing and it is felt on a daily basis. As an employee, I feel valued and trusted; Salesforce invests a lot in its employees and the career opportunities are incredible. I wouldn't want to work anywhere else.",I can't say that there are any cons.,3 people found this review helpful
29,April 2017,,4.0,"Great product, vision, and innovation",The problems of growing quickly,Be the first to find this review helpful
30,Easily work with Exchange Email Recovery,"Mar 22, 2017 - Anonymous Employee",5.0,"In company there are great people that work and they also make it pleasant for another to work there. The location is also too suitable for users to travel as well. For designer, there are lots of opportunities for working on something very interesting. In other words, we can say that the company has great and excellent communications, mind-blowing training and the great service user’s participation I have ever seen.",Nope fraud from my side as we need to find it’s in ourselves first,Be the first to find this review helpful
31,Customer Success,"Mar 18, 2017 - Senior Customer Success Manager in São Paulo, São Paulo",5.0,Ohana culture; Product; Collaboration; onboarding;,Senior management priorities; no career conversations;,Be the first to find this review helpful
32,#dreamjob!!,"Mar 13, 2017 - Recruiting Manager",5.0,"The people are incredible, hence the culture is amazing. We are leading the way in innovation in cloud technology and are growing at a phenomenal pace.",Not enough people know how awesome Salesforce is but the market is slowly becoming aware of what we do and the incredible impact we can have on their businesses and their customers.,1 person found this review helpful
33,Best place to Work :),"Mar 29, 2017 - Business Development Representative in Dublin, Dublin",4.0,- Great teams - Clear career path - Good compensation - 1-1-1 Model - Great Sales school,Some regions are managed poorly but everything goes really fast pace @ Salesforce so it doesn't last. Management need to be more balanced between regions.,Be the first to find this review helpful
34,Good place to exercise best practice,"Mar 24, 2017 - Sales Representative in Singapore",4.0,"Great work place Friendly team, helpful boss Good room for career development",Very fast pace A lot of rules to follow,2 people found this review helpful
35,INCREDIBLE PLACE TO WORK,"Mar 10, 2017 - Account Executive in Montreal, QC",5.0,"Truly, honestly, a great place to be. It's not hard to see why employees rave about working here: the culture is genuine (they do EVERYTHING to help you succeed), the people are great and hard working, their products are leaders in every category, and you make a ton of money.","If you're not someone that likes a go go go environment, this is not the place for you. Numbers don't lie, and you are tracked on everything.",1 person found this review helpful
36,Account Executive,"Mar 7, 2017 - Account Executive in London, England",3.0,"Fantastic company good introduction into the world of SaaS selling. Thier are so many pros working for Salesforce, for example, the offices in Heron Tower are breathtaking - will inspire anyone. The quarterly Town Halls are great to keep everyone geed up and in the know. Great insight into some of the top businesses in the world and you get to speak with and learn from some of the best in the industry.","Management or lack of Management. Misunderstanding in selling solutions - so many solutions when faced with a customer can become confusing to the customer what exactly they are speaking to SF.com about. Is it a CRM, Marketing Platform, Lead gen, Web Personalisation, Ad platform, Services?? I feel the AE's are sometimes spread to thin with so much to offer.",10 people found this review helpful
37,A company with strong values,"Mar 12, 2017 - Anonymous Employee in Sydney",5.0,"- Great values that you are actively encouraged to practice: equality, giving back, trust, customer success - Work on exciting projects and engagements - Some great people and and an inclusive Ohana culture - Good compensation, good perks (medical, stocks, stocked kitchen etc.) - The 1-1-1 model that allows us to volunteer up to 7 days per year","- Can be stressful at time, and a real drive to perform, sell and grow at a rapid speed - Be prepared for long hours from time to time",Be the first to find this review helpful
38,Account Executive,"Mar 24, 2017 - in Dublin, Dublin",2.0,Very good salaries and a visionary CEO.,Management are always moving the goal-posts.,3 people found this review helpful
39,CIT,"Mar 8, 2017 - CIT in Dublin, Dublin",5.0,sales profits hard working challenge,hard work hard work hard work hard work,1 person found this review helpful
40,Senior Director,"Mar 20, 2017 - Senior Director in Toronto, ON",4.0,compelling vision great leadership Learn a lot smart people awesome products make a difference to the community,"work life balance is difficult to achieve. getting too big, bureaucracy and politics is growing",2 people found this review helpful
41,Account Executive,"Mar 3, 2017 - in Sydney",2.0,- Decent Pay - Great Benefits - Good Training and Development,- Brainwashed culture exists using Orwellian terminology like #dreamjob and Employee Success for HR - High school fist bumping mentality - Constant hypocrisy from the predominantly Caucasian management team who preach about diversity.,15 people found this review helpful
42,Great place to work,"Mar 7, 2017 -",5.0,"The team is supportive, management generally listens, opportunity to grow and change roles.",For those who don't like change - this is not the place for you. If you thrive off change - you will be right at home!,Be the first to find this review helpful
43,Voted Best Company to Work at for a reason!,"Mar 5, 2017 - Account Executive in London, England",5.0,"Salesforce is all about culture, collaborating with individuals with similar values, goals and ambitions. I was looking for the next big step in my career, whilst working for a top tier 1 tech company that also valued giving back to the community - Salesforce meets both those requirements, working for a tier 1 global tech company that has core values of ensuring all staff align themselves with charities and organisations where they can give back. Salesforce gives you paid time off to do volunteering, not just locally, but worldwide. One of the fastest growing tech companies in the world, with an innovative leader and world class cloud solutions, I'm in my best job ever and am constantly fending of recruiters. They are big on building your career internally and provide guidance and clear paths of career advancement. I.Love.Salesforce.",None so far.,Be the first to find this review helpful
44,Salary,"Mar 20, 2017 - Anonymous Employee",4.0,Clear career path and promotion,I can say nothing much for downside,Be the first to find this review helpful
45,Account Executive,"Feb 28, 2017 - Anonymous Employee",5.0,Amazing corporate culture and positive environment. Great work life balance and a fantastic place to challenge yourself and grow your career.,Very challenging ramp and time to onboard. Highly competitive with so many AE's and very intens. If you're lacking self motivation and reflection you will find it very challenging to work here.,1 person found this review helpful
46,Succes Graduate Program,"Mar 3, 2017 - in Salisbury, MD",5.0,Culture - Innovative - Fast growing - Philanthropy - Pleasant applying process,None - None - None - None -None,Be the first to find this review helpful
47,"""Amazing Company""","Mar 13, 2017 -",3.0,"Employee Friendly, can gain knowledge, HR approach amazing you can never find an HR as Awesome Management",Nothing that i noticed. No cons,Be the first to find this review helpful
48,Great company to work for,"Feb 25, 2017 - Sales Development Representative in Grand Rapids, MI",5.0,Huge focus on personal development Amazing perks Great colleagues Internal progression,Moving elsewhere will make you consider your decision,Be the first to find this review helpful
49,Best place to work yourself to death,"Mar 16, 2017 - Engineer in London, England",1.0,Free fruit free coffee free chocolate. You learn many technical skills and good company to have on CV,8 cases per day unmanageable. Exhausted to such an extent you have no energy to even go out on the weekends. Salesforce is all work and more work unrealistic figures made up on the fly. It is pure exploitation and I resigned for the simple reason it took a toll on my health. You can't keep up this pace with out screwing your health. It's a good name to have on your CV stay a year and leave if you care about your well being.,23 people found this review helpful
50,Exciting Workplace,"Feb 23, 2017 - Anonymous Employee in London, England",5.0,Great team of people Diversity promoted Work life balance Opportunity for growth High energy environment Philanthropy promoted,High-Pressure Environment Management from dashboards Self-Training,Be the first to find this review helpful
51,Manager,"Feb 20, 2017 -",5.0,A Great place to work,Few that I can think of,Be the first to find this review helpful
52,Success is fun and creates opportunities,"Feb 17, 2017 - Anonymous Employee",5.0,"Salesforce is very successful as a business, which means that it's a fun place to work and there are always opportunities to expand into new roles",You can't forget that it's still a business that needs to make money,Be the first to find this review helpful
53,Salesforce is a good place to work,"Feb 10, 2017 - Business Development Representative in Toronto, ON",5.0,"-Great company culture -Tier 1 software platform, we do well against competition -Money is good",-Sometimes can get stuck waiting for headcount for promotions leading some to switch to external and then jump back in at a higher role -At times may need to battle internal politics,2 people found this review helpful
54,New to Salesforce as a CSM,"Feb 8, 2017 - Customer Success Manager in London, England",5.0,"The place is welcoming. When they talk about Employee Success they mean it. On my first day induction, a member of the leadership team gave us a number of tips, the top 2 were, 'Look after yourself' and 'Look after your work/life balance'. I've worked at some big organisations and this appears on the list with them, but somewhere in the middle! They take philanthropy seriously, its in the DNA of the firm from it's inception, so although its early on in my career, I really feel like I'll be able to make a difference here.","The culture can be a bit cheesy and cringe worthy and I believe that change is a constant. I don't see that as a Con personally, but it maybe for other people.",2 people found this review helpful
55,Dreams come true,"Feb 10, 2017 - Sales Executive in Dublin, Dublin",5.0,"Great people, opportunities for development, excellent strategy and work environment.",Not identified. Need more sun - if you need any con.,Be the first to find this review helpful
56,An OK job,"Feb 25, 2017 -",3.0,"- A fantastic team and lots of challenges to deal with on a technical front. I get to work with a really talented and smart bunch of people who are willing to help other out when stuck. I have never been involved such work that makes you happy. We get to work on a variety of issues that affect people real time, and working on a plane higher than the developer allows us to better prepare for higher positions later on in our careers. - Lots of in house support to learn new skills. I was recently part of a seminar to learn Lightning hosted by a team that actually built it and it is just one of the many I have attended. - The idea of giving back to the society. The vision of our CEO has called upon AL of us to volunteer. I was never too big on it before I joined Salesforce, but over here after my first activity, I have been hooked on it. All thanks to Salesforce! - Transparent management The upper management never really makes you feel left out of any decision process that is regarding you. I have had almost weekly chats with my manager regarding the work and life in general and it is good to know that the management has your back. - Fantastic perks and benefits We enjoy full medical cover, and so do our four of immediate family. Free food, great break out areas, in house cafe, etc","I cannot really count anything here. Maybe expect a bit of a hectic rampup if you are a laid back fellow, since only the best are expected and if you're not willing to keep up, be prepared to be left behind, but only after multiple attempts to rescue you!",Be the first to find this review helpful
57,Great Company!,"Feb 9, 2017 - Business Architect in Munich, Bavaria",5.0,"Innovative, agile, transparent, highly competitive, smart people, sound business model, very dynamic, high speed, highly performance orientated, combines best practices in technology & business, supports personal growth & learning,","You have to cope with overwhelming infos , ambuiguity provided by constant change. You have to be comfortable with lots if business travel",Be the first to find this review helpful
58,Trainee/ Intern,"Feb 9, 2017 - Trainee/Intern in Dublin, Dublin",5.0,"Great start to a professional career, Salesforce provides you with the best environment and tools to succeed. Excellent benefits and competitive salary and huge possibility ion securing a FT position","Not a start-up anymore! Less potential for getting what a fast growing company has to offer. If you were starting your career here 10 years ago, you would be in a great place now",Be the first to find this review helpful
59,Strategy,"Feb 8, 2017 - Anonymous Employee in Toronto, ON",5.0,"flexible, fun, great office, motivated people, great company values","work life balance is blurred, travel a lot",Be the first to find this review helpful
60,Awesome Aloha spirits,"Feb 8, 2017 - Anonymous Employee",5.0,Work with best of the best,Too fast too furious to work.,Be the first to find this review helpful
61,Sr Account Executive,"Feb 6, 2017 - Senior Enterprise Account Executive in São Paulo, São Paulo",5.0,"Values, innovation, growth and people",High concentration of the people in Sao Paulo,Be the first to find this review helpful
62,Great place to work,"Feb 5, 2017 - Anonymous Employee in Sydney",5.0,"Fantastic culture with switched on colleagues Awesome employee benefits Volunteering opportunities locally and overseas Culture & character fit looked at being as important as knowledge when interviewing Great career opportunities, which should to be utilised (see Cons below)",Some IT positions seem fairly silo'd compared to other places (but moving into different roles seems easy enough to keep your skills/knowledge up to date),Be the first to find this review helpful
63,Linux Systems Engineer,"Feb 4, 2017 -",5.0,"Strong on ethics, equality and diversity Exposure to new / a range of technologies in this role. No sacred cows. Willing to adapt the technology and processes at a great pace. Fun friendly atmosphere and a generally healthy work life balance is promoted. The CEO",Be ready to embrace change and learn quickly.,Be the first to find this review helpful
64,"Great Employer, very agile organization","Feb 1, 2017 - Solutions Engineer in Zürich",5.0,You have a lot of resources and support to get your job done. People care about each other. There are a lot of opportunities to grow,"If you are not in a hub office you don't get as much attention, benefits and office life quality.",Be the first to find this review helpful
65,Great Company,"Jan 30, 2017 - Sales Development Representative",5.0,"Company Culture, Fast Growth, Great retribution","There is really nothing to say, maybe better snacks?",Be the first to find this review helpful
66,Enterprise Sales,"Feb 11, 2017 - Anonymous Employee",4.0,"Good communication, collaboration and connection",Limited focused countries and cities,Be the first to find this review helpful
67,It's the best,"Jan 18, 2017 - Account Executive in Toronto, ON",5.0,"As a salesperson, it rocks, because you are selling what is literally THE best product in the CRM marketplace. You can be proud of what you sell. From a culture standpoint, the company cares a ton about ""Ohana"" (family) and equality. We have major initiatives for LGBT groups, our women's network, and many other employee resource groups. A lot of people are young and become friends so you might expect a bit of a ""bro culture"" but it's definitely the classiest of the bros as there is zero tolerance for bullying or disrespect of any kind. Salesforce is very inclusive.",Quotas are steep and products are ever-changing so you need to be on top of your game. You will definitely get managed out if you aren't pulling your weight.,2 people found this review helpful
68,Hit or miss..,"Jan 16, 2017 - Account Executive in London, England",2.0,"-Working with some great individuals -Lots of perks such as benefits, healthcare, pensions, etc -Pay is in line with the current market","-Lots of middle management are poor at their jobs -Not enough mentoring or knowledge within middle management -Full of politics -Some really shady practices in middle management with managing subordinates, 'mentoring', etc",18 people found this review helpful
69,The good and the bad =),"Jan 30, 2017 - Business Development Representative in Toronto, ON",4.0,"- Great benefits (education, health, social outings, etc.)","- competitive nature - difficult to move around internally in the hubs (since they tend to be sales focused, primarily)",2 people found this review helpful
70,Sales Manager,,4.0,"fast growing, dynamic, career progression, learning curve, culture and Ohana spirit, multinational, outstanding products, benefits","office location, food availability, company politics, work life balance, times of uncertainty",Be the first to find this review helpful
71,review,,5.0,great perspectives for the company,hard balance pro/perso in this company,Be the first to find this review helpful
72,Salesforce,,1.0,Travel and food meet some cool people and fun parties also there are some good jobs there in the US office I hear. The URL teams are mostly 20 yr old though and mostly men in leadership roles,No support for new hires,8 people found this review helpful
73,Customer Success Support Engineer,,5.0,"- A fantastic team and lots of challenges to deal with on a technical front. I get to work with a really talented and smart bunch of people who are willing to help other out when stuck. I have never been involved such work that makes you happy. We get to work on a variety of issues that affect people real time, and working on a plane higher than the developer allows us to better prepare for higher positions later on in our careers. - Lots of in house support to learn new skills. I was recently part of a seminar to learn Lightning hosted by a team that actually built it and it is just one of the many I have attended. - The idea of giving back to the society. The vision of our CEO has called upon AL of us to volunteer. I was never too big on it before I joined Salesforce, but over here after my first activity, I have been hooked on it. All thanks to Salesforce! - Transparent management The upper management never really makes you feel left out of any decision process that is regarding you. I have had almost weekly chats with my manager regarding the work and life in general and it is good to know that the management has your back. - Fantastic perks and benefits We enjoy full medical cover, and so do our four of immediate family. Free food, great break out areas, in house cafe, etc","I cannot really count anything here. Maybe expect a bit of a hectic rampup if you are a laid back fellow, since only the best are expected and if you're not willing to keep up, be prepared to be left behind, but only after multiple attempts to rescue you!",Be the first to find this review helpful
74,"Challenging, Rewarding and Fun",,5.0,"At Salesforce you are in a position to define and shape your own career. There is nothing you can't achieve if put in hard work, time and take the philosophy that it's on your shoulders to define what you want and go and get it.",If you don't enjoy that kind of freedom and prefer a more structured environment where there are simpler and more defined demands placed on you then this is not the place for you.,1 person found this review helpful
75,"Director, alliances",,4.0,"Great Culture, values employees, good benefits",not enough transparency between management and employees,Be the first to find this review helpful
76,"Want to constantly be challenged and remain engaged, join Salesforce!",,5.0,"- Amazing team and Ohana culture - Bucket loads of talented people to learn from - The V2MOM process is the best tool used for alignment, making sure everyone is going in the right and same direction, and that they know their work adds meaning to the overall company goals - Giving back...wow! This is so powerful on so many levels 1-1-1 model - Lots of smiling faces",- Numbers driven - Not local enough - Weak mid level management - Engaged in to much lip service - Full of politics and egos,4 people found this review helpful
77,Best company to work for within Sales,,5.0,Great management Transparent communication and organisational structure Great working environment & culture Intelligent and smart colleagues Great salary and perks Great managers to mentor you to become a better sales rep & person,Great company with smart individuals and a lot of learning.,Be the first to find this review helpful
78,Positive,,5.0,Good culture overall Exceptional technology stack,Becoming slightly jobs for the friends type of business in certain locations regardless of merit.,Be the first to find this review helpful
79,"Great Culture, High Performing Sales Environment",,4.0,"Working with top talent Great product Great vision and roadmap - ahead of innovation curve Great executive leadership Fun, vibrant, energetic culture Decent staff benefits",Challenging sales environment - 1 in 5 hit target Limited career growth / progression for those early in their career Many resources diverted to handful of big global accounts,1 person found this review helpful
80,Growing,"Jan 11, 2017 - Account Executive in Sydney",4.0,Growing at a fast pace and acquiring new companies which is exciting,"There are always cons at any company, however Salesforce have few. Any con largely depend on manager, role, department etc...",Be the first to find this review helpful
81,Good work place,"Dec 28, 2016 - Anonymous Employee in Bangalore",5.0,Good culture Great learning place Career growth Fast paced Nice perks,Not for the faint hearted Parking for employees,Be the first to find this review helpful
82,Good company,"Jan 10, 2017 - Anonymous Employee",4.0,Give back to the community Supportive for career development,Not competitive on salary for existing employees,Be the first to find this review helpful
83,Customer intelligence trainee,"Dec 17, 2016 - in Dublin, Dublin",5.0,Good opportunities to get a full time position,Work can be rather generic at times,1 person found this review helpful
84,Sales apprentice,"Dec 29, 2016 - Anonymous Employee in Toronto, ON",3.0,"Free food and snacks, fun events, espresso machine, some people were nice","False promises ""Fake"" culture Highschool mentalities Inexperienced-management Politics-lot of sucking up to mgmt Everyone's brain washed ""#dreamjob""",3 people found this review helpful
85,Fantastic place to work,"Dec 19, 2016 - Senior Solution Engineer in London, England",5.0,"Fantastic people to work with - and being able to combine the incredible innovation of a world leading tech giant with the opportunity to work exclusively with organisations focussed on making the world a better place - perfect! Great benefits, Great people, Great place to work",It's hard work - but you'll be rewarded for it. Sometimes the US-rest of the world focus is a bit too visible!,Be the first to find this review helpful
86,Great career move,"Dec 16, 2016 - Sales in London, England",5.0,The Ohana culture is pervasive throughout the organisation and makes Salesforce a really enjoyable place to work. The excitement and buzz around the products both internally and from customers is fantastic. Opportunities for career progression in the longer term. Focus on customer success. Great innovative products which customers seem to love. 1:1:1 model offers the chance to do some valuable work and give something back Inspirational CEO,Structure for managing multi-national accounts still needs some refinement. Free chocolate,Be the first to find this review helpful
87,RVP App Cloud South Europe,"Dec 12, 2016 - RVP App Cloud South Europe in Paris",5.0,"Innovation, very Sharp team, 1-1-1 Volunteer program, high growth, Saas & Paas leader, Customer oriented = THE PLACE TO BE","Work/Life balance, quite a lot pressure (even if positive)",1 person found this review helpful
88,Good to work,"Dec 16, 2016 - Software Development Engineer in Bangalore",5.0,Good to work. very nice enviourment to work. Very friendly nature.,Salary is law after 3 months,Be the first to find this review helpful
89,"The ""1 year in"" review","Dec 12, 2016 - Business Development Representative in Dublin, Dublin",5.0,"Wonderful workplace with engaging, thoughtful and well matched people. Benefits are extraordinary. Pension, stock options, health insurance. Free snacks/drinks and fruit. Wellness benefit which covers gym membership and anything else you can imagine. Real and tangible focus on giving back. Each employee gets 7 days off a year to volunteer with an organisation of their choice.","The work is tough and a lot is expected, however I wouldn't list this as a black and white con, as I believe that what we get in return is more than enough to justify workload.",1 person found this review helpful
90,Incroyable,"Jun 23, 2017 -",5.0,"ADN, Workplace, 1-1-1 model, Compensation, Flexibility",Huge amount of work for a small team,1 person found this review helpful
91,Great - but not for me,"Nov 30, 2017 - Exécutive in Paris",2.0,"Lots of perks, such as free drinks, fruit, snacks etc. Pay is good. Great opportunities to give back to the community.","No real onboarding, arrogant colleagues . Long working hours. I feel the company hides behind being its values but does not do put them into practice.",10 people found this review helpful
92,Business Development Rep,"Jan 29, 2018 - Business Development Representative in Dublin, Dublin",5.0,Challenging Growing company Career development Enablement and training Good atmosphere,Growing pace makes target more challenging,Be the first to find this review helpful
93,Technical Support Engineer,"Apr 8, 2018 - Anonymous Employee in Melbourne",5.0,Life balance and great values,none since I started 6 months ago,1 person found this review helpful
94,Key Account Director,"Jun 30, 2018 - Director, Key Account Management in Mumbai",5.0,Product Acceptance in the market,Nothing I could think as of now,1 person found this review helpful
95,Developer Support Engineeer,"Jul 5, 2018 - Anonymous Employee",5.0,Values Work culture Good management Amazing facilities Good pay Creative work,None I can think of,Be the first to find this review helpful
96,Best place to work,"Feb 16, 2019 - Anonymous Employee",5.0,Pays well Good employee benefits Not too stressful,No regular increments Too many hires from 1 single company,Be the first to find this review helpful
97,Business Development Representative,"Apr 1, 2019 - Business Development Representative",5.0,Learnt so much during my 1 year here.,"Once you're in, you'll drink the Salesforce kool aid.",Be the first to find this review helpful
98,Nice place to work,"Jun 1, 2019 - Anonymous Employee",5.0,Package is more than industry standards,Middle management is not good,1 person found this review helpful
99,Manager,"Oct 22, 2019 - Manager in Dublin, Dublin",5.0,"111 model, 7 days each year to volunteer",Will be in Dublin City in a couple of years,Be the first to find this review helpful
100,Job Title 1,,5.0,Best place to work in Dublin,Nothing bad to say currently,Be the first to find this review helpful
