,title,author_info,rating,pros,cons,helpful
13,Good Company — Mediocre Benefits,"Mar 1, 2021 - Account Executive in Atlanta, GA",4.0,"Positive company culture, great managers and team leaders.","You need an advanced finance degree to figure out how you get paid as a sales rep. I have never seen anything so convoluted in my professional career, and have had to log multiple cases with payroll to fix my commission pay due to processing errors. They've also changed out compensation structure 4X since I started.",5 people found this review helpful
14,so so,"Mar 15, 2021 - Software Engineer ( Senior MTS) in Boston, MA",3.0,"unlimited PTO, above average benefits",the eng. culture isn't very strong.,Be the first to find this review helpful
15,N/A,"Feb 28, 2021 - Anonymous Employee",5.0,Good team that worked well together.,Work from home was not fun,Be the first to find this review helpful
16,Work culture,"Mar 1, 2021 - Senior Swe",5.0,Great work life balance. Good management.,No cons as such. All good.,Be the first to find this review helpful
17,Great company,"Mar 14, 2021 - Senior Executive Assistant in San Francisco, CA",4.0,"Competitive comp, good culture, growth opp","No in-house catering, diversity and belonging varies by department",Be the first to find this review helpful
18,Quite good company to work with,"Feb 24, 2021 - Sales Director in New York, NY",5.0,Innovation Fast growing even it's already huge. Trust Customer Success Equality,Internal process is more complicated than before.,1 person found this review helpful
19,Marketing is what they are good at,"Mar 10, 2021 - Senior Director in San Francisco, CA",3.0,Some pockets of groups that are good.,"Most places are political nightmares. Managers are not trained and only care about back stabbing and getting ahead. You get ahead based on who you know, not your performance. As a person of color I look at the EVPs. 50 shades of white.",2 people found this review helpful
20,Great,"Feb 27, 2021 - Principal Customer Success Manager in Reston, VA",5.0,"Inclusive, interesting work, and work life balance",Difficult to get promoted in csg,Be the first to find this review helpful
21,Great Company with Strong Values and Hyper Growth,"Feb 27, 2021 - Director, Recruiting in San Francisco, CA",5.0,Values Driven Organization High Growth and Opportunity Locations Everywhere Great People Innovative,Huge Organization A lot Red Tape Work Load is aggressive,Be the first to find this review helpful
22,Hyper organized and inclusive,"Feb 23, 2021 - Growth Account Executive in New York, NY",5.0,"Despite COVID-19, Salesforce does a wonderful job creating opportunities to collaborate with entire org and feeling a part of a team. Salesforce cares deeply about their employees and I am very happy with my decision to join.","Provide additional training or resources to employees who’s preferred learning styles differ from the remote onboarding. Other than that, nothing else!",1 person found this review helpful
23,"Growing rapidly and managing values, a tough balance!","Mar 7, 2021 - Senior Solutions Engineer in Fort Worth, TX",4.0,"Benefits, Resources, Training, Development, outstanding and kind talent, world-class speakers and entertainment, work with people from everywhere and diversity, work from home during pandemic and foreseeable future. Inspiration is easy to find as well as your tribe.","An exhausting amount of nonstop meetings to be on camera for, dizzying compensation (OTE) breakdown, not making OTE even though company is breaking records every quarter and year, tons of pressure from sales and leadership to produce, SE to AE ratio, the layoffs heard round the world (just not to us first), I feel like we are being sold to on company meetings more and more. For everything you notate in Salesforce and Quip be prepared to discuss with 3 levels of management on all the details several times a month in a nonproductive meeting. We don't use Salesforce the way we sell companies on using Salesforce and it shows in our meetings that could have been a Slack update. Did I mention overbooked calendar? Paid Overtime hours were taken away, but we work overtime anyway. Learning curve of Salesforce product names and jargon is never-ending. Training to AEs seems disproportionately shorter and less in depth to SEs and it impacts sales cycles.",2 people found this review helpful
24,Great company!,"Feb 26, 2021 - Software Engineer in San Francisco, CA",5.0,Work life balance. Awesome culture.,Career growth is not the strongest .,Be the first to find this review helpful
25,BEST PLACE TO WORK,"Feb 26, 2021 - Recruitment",5.0,"Values Driven Culture, Competitive Compensation",Wish more places were like salesforce!,Be the first to find this review helpful
26,Good,"Feb 26, 2021 - Software Engineer in San Francisco, CA",5.0,Good projects and leadership and culture,Can't think of any on the top of my head,Be the first to find this review helpful
27,Great company to work for,"Feb 25, 2021 - Sales in Washington, DC",5.0,"Culture, potential, technology, customers, leadership","None, Have not found any yet",Be the first to find this review helpful
28,"Best company I've worked for, not perfect, but still the best","Feb 25, 2021 - Vice President in New York, NY",5.0,"Vision of the company, conscious capitalism",Growth strategy can lead to overly aggressive sales tactics,Be the first to find this review helpful
29,Good company,"Feb 25, 2021 - Technical Program Manager in Bellevue, WA",5.0,They strive for Ohana. People seem to work hard.,Not aware of anything yet.,Be the first to find this review helpful
30,Great company to work for,,5.0,Great WLB and opportunity to work with some of the nicest and smartest people,Old tech stack and dev environment hurts the engineering productivity,Be the first to find this review helpful
31,"Good From Far, Far From Good",,1.0,Not a whole lot. They have good benefits and a decent salary,"Be prepared to have your soul sucked out from you, especially if you are affiliated in any way with Enterprise Sales in the US. It is a completely toxic environment from the top down. You will receive no support, will be constantly bullied by people who think they are the smartest in the room but have no idea how the companies they sell into actually work. Their only advice is “be strategic”, but leadership has no clue on what that even means. The group is run by politics. Run as far away from Salesforce as you possibly can if you are offered a role in enterprise, unless you want to be treated like dirt and live a completely stressed out life. It is miserable.",24 people found this review helpful
32,Great Company,,5.0,"Compensation, benefits, environment, equipment, quality of life;",I haven't identified any yet,Be the first to find this review helpful
33,Great experience,,5.0,"Good salary, established processes, welcoming culture, visibility","Huge corporation, lack of autonomy, big teams for each account",Be the first to find this review helpful
34,Senior Associate,,5.0,"Great 401k, health benefits, stock options, and well being, room for professional development",Career promotion leveling guide is unclear,Be the first to find this review helpful
35,Great place to work,,4.0,Autonomy. Great work and life balance,Needs better transparency around promotions.,Be the first to find this review helpful
36,Great Culture,,4.0,company culture and amount of resource,Internal promotions and compensation fairness,Be the first to find this review helpful
37,The Worst Job At Salesforce Is Sales,,3.0,- Big upside if you are a rockstar. - Strong sense of culture. - Plenty of support teams to sell products.,"- Training is terrible. They throw you into the territory and don't even cover products since ""you don't need to know what they are"". - Zero work/life balance. You'll get mental health days but that's after you've been working 9 hours a day and don't even get to log overtime for it. If you want space, you have to set it and hold to it. - Less than 30% of reps hit their quota and making money is more about lucky timing with SPIFFs than it is skill.",3 people found this review helpful
38,Great place to work,,5.0,- Everyone is helpful and cooperative - Focus on work life balance - Focus on employee well being,Nothing specific that I can think of.,Be the first to find this review helpful
39,Great place to work,,5.0,"Equality, Good compensation, Value Driven, many opportunities.","A little ""fake"" sometimes. Wish there was more authentic communications from management",Be the first to find this review helpful
40,Great place to work,"Feb 23, 2021 - Account Executive",5.0,Being part of a game changing company,Large complex organization structure that at time difficult to navigate,Be the first to find this review helpful
41,"Great Company, Great People","Mar 8, 2021 - Senior Manager, Product Marketing in San Francisco, CA",4.0,Diverse initiatives and projects to help build experience,Can be process heavy at times,Be the first to find this review helpful
42,Senior Account Executive - Marketing Cloud,"Feb 21, 2021 - Senior Account Executive",5.0,Salesforce is one of the best examples in well integrated acquisitions.,"Extremely large organization, limited room for upward career growth",Be the first to find this review helpful
43,"Tough role, incredible company","Feb 21, 2021 - Business Development Representative",5.0,"Best products in the industry, the name carries a lot of weight. Incredible amount of resources internally to grow and develop. Leadership and vision from CEO down is clearly defined and inspiring. We do great work for the world","BDR is a grind. Metrics increase YOY, with every little thing being measured there is always something to improve upon. Sometimes it feels like you're just a cog in this massive machine, but that's the sacrifice you have to take to get into a company as amazing as Salesforce",Be the first to find this review helpful
44,Sales,"Feb 21, 2021 - Sales Account Specialist in Denver, CO",5.0,Good alternative other than SDR/BDR,There is constant change because Salesforce adapts to market conditions quickly.,Be the first to find this review helpful
45,Top Notch Sales Org,"Feb 21, 2021 - Account Executive in New York, NY",5.0,"Best sales enablement tools in the game - fast paced environment where you need to be organized to succeed, network with your peers, and take active feedback from others.",Base pay is low but you make up for it in uncapped commission - total OTE is very high but quotas are high,Be the first to find this review helpful
46,Incredible company,"Feb 20, 2021 - Vice President of Enterprise Sales in San Francisco, CA",5.0,"Pay, Culture, Benefits, Giving Back",The only con I can think of would be that the company has grown so much and so fast that it's hard to keep the startup feel.,Be the first to find this review helpful
47,Good,"Feb 20, 2021 - Senior Software Engineer in San Francisco, CA",5.0,Great place to work here,None at the moment now,Be the first to find this review helpful
48,Nice company to work for,"Feb 20, 2021 - PMTS",5.0,Culture and great benefits altogether,Losing a lot of folks due to less competitive pay,Be the first to find this review helpful
49,Great Company,"Feb 20, 2021 - Senior Manager - Solution Engineering in New York, NY",5.0,"People, Culture, Benefits, Technology that really works,","Extremely fast-paced, everyone's trying to climb to the top",Be the first to find this review helpful
50,Excellent workplaces,,5.0,Have an aloha family spirit. The company gives you a lot of opportunities and resources to grow.,"With scale, the culture is changing a little bit",Be the first to find this review helpful
51,More concerned about their image than their employees,,3.0,Good benefits and work-life balance.,"They are not cognizant of who their most skilled and valuable employees are and only those who are able to ""fit in"" with upper management have the benefit of upward mobility.",2 people found this review helpful
52,Great place to work,,4.0,Great company culture Fun environment and cool offices Great transparency,Annoying politics in sales org Have to interview for every promotion,Be the first to find this review helpful
53,Still a great company,,4.0,"Best in class product, they hire great people, good benefits, customer-centric.",Still figuring out how to deliver a bottom-up sales motion along-side the top down sales motion.,Be the first to find this review helpful
54,good company to work for,,4.0,good team and supportive system,low salary and need more PTO,Be the first to find this review helpful
55,Amazing place to work for,,5.0,"The employee is considered part of the company, a real stakeholder not a number. As a NetEng i love the continuos innovation inside the company",The multiple acquisitions have brought some difficulties to work across all of them.,Be the first to find this review helpful
56,Good company,,5.0,They make you very comfortable,Corporate Ladder makes it hard to move up,Be the first to find this review helpful
57,Future of Corporate Business,,5.0,Game changing culture which facilitates career growth and expedited learning,The size of salesforce certainly presents challenges navigating career advancement.,Be the first to find this review helpful
58,Hug the Ohana,,5.0,"Great place to work, super smart and dedicated people. Not for slackers. Everyone hustles really hard. company is willing to make the investments to stay relevant, and senior management really cares. Incomparable benefits.","Some thrash when it comes to branding, reflective of the desire to nail the company's positioning across multiple categories (not uncommon). Has gotten more ""stay in your lane"" as company has swelled.",Be the first to find this review helpful
59,sfdc review,,5.0,attention to wellness is great,There were too many reorgs.,Be the first to find this review helpful
60,"Great benefits, cool perks, good WLB","Feb 27, 2021 - Techforce Analyst in Seattle, WA",4.0,"WLB is very decent, I don't have to take work home, good benefits for the most part.",Insurance premiums are cost shared and are extremely high. Especially for the Tech support / Operations employees that make a fraction of what Engineers make.,2 people found this review helpful
61,Great Place to work,"Feb 17, 2021 - Data Analyst",5.0,Amazing and smart team members,None that I can think of,Be the first to find this review helpful
62,n/a,"Feb 17, 2021 - Senior Director in San Francisco, CA",5.0,"good, good, good, good, good","none, none, none, none, none",Be the first to find this review helpful
63,Great place to be,"Feb 17, 2021 - Customer Success Manager",5.0,"Benefits, team members, customers, impact",Need to accept change and growth.,Be the first to find this review helpful
64,Amazing company / great culture,"Feb 17, 2021 - Account Executive - Growth Business in Chicago, IL",5.0,The culture is amazing at Salesforce. You get great training and the product is an easy sale to transformative companies.,"The base pay is one of the lowest in the industry, but they make up for it through benefits and commission structure.",Be the first to find this review helpful
65,Great,"Feb 17, 2021 - Sales Representative",5.0,I love the environment in the office,Stress management is difficult in my role,Be the first to find this review helpful
66,Going Downhill,"Mar 3, 2021 - Business Development Representative in Chicago, IL",2.0,* Pay * Benefits * Most people who work there,* Constant Micromanagement * Management * Dumb sales spiffs which take up time doing pointless activities * Pay structure * Promotions * No Transparency * Heavy workload along with unnecessary meetings everyday,1 person found this review helpful
67,"boring, good WLB","Mar 3, 2021 - Software Engineer",4.0,great work life balance most of the time,"boring work, many meetings, bureaucratic processes",Be the first to find this review helpful
68,dope,"Feb 16, 2021 - Job Coach in Davisburg, MI",5.0,cool and super awesome time,almost too cool for me,Be the first to find this review helpful
69,Enterprise Business Unit (EBU) is where it's at,"Feb 16, 2021 - Enterprise Sales Executive in Chicago, IL",5.0,Decent work life balance Opportunity to make a ton of money Amazing resources Incredibly smart people Always learning,Global account management is a major pain point for the company,Be the first to find this review helpful
70,Great job!,"Feb 16, 2021 - COMMERCIAL AE",5.0,"Love the company, culture, money I made.",Hard work and some late nights,Be the first to find this review helpful
71,"Work hard, do good","Feb 16, 2021 - Account Executive",5.0,"Good comp, good bag of products, great talent, team environment","Never ending sprint, short memory",Be the first to find this review helpful
72,Overall good company esp compared to other big names,"Mar 2, 2021 - Software Engineering SMTS in San Francisco, CA",4.0,Competitive and flexible benefits VTO Good work environment Encourages moving within the company Generally conscious company and listens to employees Very secure and usually ahead in the industry,"Team/environment/work-life balance depends heavily on your specific ""cloud""; some can overwork, some are so relaxed their product roadmap almost seem dead; some have little promotion opportunities; some completely ignore VTO/PTO Still many diversity gaps Options to move within the company are sometimes limited",Be the first to find this review helpful
73,Great place to work!,"Mar 2, 2021 - Sales Development Representative (SDR) in New York, NY",4.0,"Great benefits, welcoming work environment, snacks, and food always available in the office","tough and aggressive quotas, a lot of politics in management",Be the first to find this review helpful
74,"Good Culture, Bad Security","Feb 27, 2021 - Senior Infrastructure Security Engineer in Seattle, WA",4.0,"Great Vacation, Flexible Hours, Happy People",Company is just hundreds of acquisitions taped together No consistency in how anything is done Its a mess to find out which of the 20 ways to do something,1 person found this review helpful
75,Great place to work!,"Feb 15, 2021 - Regional Vice President Sales in Atlanta, GA",5.0,"Culture, Comp, Flexible Work Hours","Lots of Meetings, lots of Re-Orgs",Be the first to find this review helpful
76,"Great Benefits, but you need to deliver","Feb 14, 2021 - Enterprise Account Executive",5.0,Great benefits and the products are good. Good marketing. Benioff is the man.,Sales territory getting small and quotas getting bigger.,Be the first to find this review helpful
77,Great place to work,"Feb 14, 2021 - Senior Swe",5.0,On my team there is a lot of room to grow and people are open to helping you grow your career.,Lots of ambiguity on certain teams,Be the first to find this review helpful
78,it's fine,"Feb 28, 2021 - Software Engineer in Atlanta, GA",4.0,"Good work life balance. I mainly get to work from home, even before the pandemic.","Bad prioritization projects, projects change frequently",Be the first to find this review helpful
79,Great white it lasted,"Feb 28, 2021 - Principal Architect in San Francisco, CA",4.0,Good colleagues. Convenient location. Challenging problems.,Decided they could hire two productive engineers for the price of one senior systems researcher,Be the first to find this review helpful
80,"Good Company, but getting too big and disorganized","Feb 24, 2021 - Lead Solution Consultant in San Francisco, CA",3.0,"Great Teammates, Fast-Paced, Good Culture, Good Customers","Disorganized, Marketing Heavy Approach to Everything, Middle Management, Lack of Promotional Track",2 people found this review helpful
81,Great Company!,"Feb 13, 2021 - Sales Manager in Chicago, IL",5.0,Collaborative work environment for sales,saturated markets in most verticals,Be the first to find this review helpful
82,Great to work here at Salesforce,"Feb 13, 2021 - Technical Architect in Chicago, IL",5.0,"Benefits, Culture, Ohana, Management, Diversity",Do not see any cons as such,Be the first to find this review helpful
83,Strongly recommend!,"Feb 27, 2021 - Director, Software Engineering",4.0,"Company invests in employee growth, great benefits (esp for working mothers), lots of opportunity for interesting engineering challenges, great working environment/culture","Too many priorities, need to focus to get things done",Be the first to find this review helpful
84,Great company,"Feb 9, 2021 - Staff Technical Writer in San Francisco, CA",5.0,Opportunities in tech abound for all levels,It may not be your cup of tea,1 person found this review helpful
85,Love it!,"Feb 12, 2021 - Lead Solution Engineer in Denver, CO",5.0,"Customer and Employee focused, Everyone works as a team!",Lots of information - sometimes hard to find.,Be the first to find this review helpful
86,Great place to work!,"Feb 12, 2021 - Sales Enablement Specialist in New York, NY",5.0,Great culture and love th people!,Low pay for enablement which stinks!,Be the first to find this review helpful
87,Finally Found The Place To Build My Career,"Feb 8, 2021 - Account Executive in Los Angeles, CA",5.0,"Culture, Compensation, Values, Work/ Life Balance (Generally <50 Hour Weeks)",The standard is that you will still be available to work during PTO so it's tough to feel like you can actually unplug during that time.,1 person found this review helpful
88,It's alright,"Feb 26, 2021 - Pmm in San Francisco, CA",3.0,"Stable job, good benefits, predictable work.",The culture is a little bro-ey,Be the first to find this review helpful
89,Null,"Feb 11, 2021 - Solutions Engineer in Atlanta, GA",5.0,Everything about this company is great,Null as I do not have any cons,Be the first to find this review helpful
90,Awesome,"Feb 11, 2021 - Strategic Account Manager in Miami, FL",5.0,the company culture and knowledge,company is large so size is a factor,Be the first to find this review helpful
91,great company,"Feb 11, 2021 - BDR",5.0,"training, kitchen amenities, part of an awesome culture",they demand you to become a better version of yourself and that may be tough for some people to be who don't like change.,Be the first to find this review helpful
92,NA,"Feb 25, 2021 - Presales Engineer in New York, NY",4.0,in general it is a great employer,No comments around Cons for now,Be the first to find this review helpful
93,Good company to work for,"Feb 25, 2021 - Account Executive in Chicago, IL",4.0,Great culture and amazing benefits,There are no cons at Salesforce,Be the first to find this review helpful
94,Great place to work and grow,"Feb 7, 2021 - Software Engineer in New York, NY",5.0,"Great people, lots of trust in your immediate team, wonderful managers, great perks","Teams can be at odds in their own specific interests and what would benefit one, would be a time sink for the other",1 person found this review helpful
95,Amazing place to work,"Feb 10, 2021 - Customer Success Manager",5.0,Work life balance training and assets are suberb.,Internal moves and promotions can be political and difficult,Be the first to find this review helpful
96,Practice What The Preach!,"Feb 10, 2021 - Alliance Manager",5.0,Very diverse workforce and collaborative environment.,fast paced environment and vague direction at times.,Be the first to find this review helpful
97,Amazing Experience,"Feb 10, 2021 - Regional Vice President (RVP)",5.0,"The people, products & culture are outstanding!",None that I can think of.,Be the first to find this review helpful
98,Great!,"Feb 10, 2021 - Business Development Representative in Burlington, MA",5.0,"Great people, impactful work, and great benefits",Sometimes I felt that it lost its sheen from becoming too big.,Be the first to find this review helpful
99,Great company,"Feb 10, 2021 - Manager in San Francisco, CA",5.0,"Culture, Trust, Innovation, Philanthropy, Awesome",I can’t think of any,Be the first to find this review helpful
100,"If you are in bay area, the the the best company to be in!","Feb 10, 2021 - Anonymous Employee",5.0,"Uses state of the art technologies, best work life balance, women in leadership, avg work span of employee here is at least 5 years.",didn't find any major ones in my 3 years here,Be the first to find this review helpful
101,Big fan,"Feb 10, 2021 - Senior Strategy Analyst in San Francisco, CA",5.0,"Flexibility, ability to contribute despite seniority",Indecisiveness can be paralyzing at times,Be the first to find this review helpful
102,"Large, Growing Company","Feb 24, 2021 - Account Development Representative",4.0,Business is growing quickly year over year. There is a big focus on work/life balance.,"Learning opportunities are limited, and promotion timelines are subject to change.",Be the first to find this review helpful
103,Amazing,"Feb 6, 2021 - Renewals Manager",5.0,Everything is amazing about the company,There are no cons about salesforce,1 person found this review helpful
104,Amazing company,"Feb 24, 2021 - LMTS, Software Engineering in San Francisco, CA",3.0,Great work culture and strives to have transparency.,Too much of hierarchy being build recently,Be the first to find this review helpful
105,Success with a Corporate Conscious,"Feb 9, 2021 - Account Executive in Boston, MA",5.0,"Very pleased to work for a company that not only ""talks the talk"", but ""walks the walk."" Principles are the backbone of everything.","There are little things, but not worth mentioning.",Be the first to find this review helpful
106,Best company to progress your sales career,"Feb 9, 2021 - Business Development Representative in Reston, VA",5.0,"training, support, transparency, leadership, product, perks, culture, all A+",no glaring cons to report,Be the first to find this review helpful
107,"High pressure, a lot to learn, invaluable","Feb 9, 2021 - Account Executive in Dallas, TX",5.0,I’ve learned more about Sales in the year I’ve been here than I anticipated. I’ve also met some of the best people.,"Stress, not a lot of free time.",Be the first to find this review helpful
108,Great place to work,"Feb 9, 2021 - Software Engineer",5.0,Great place to work with a great work/life balance. Opportunities to learn and work on many different systems.,Bureaucracy can get in the way of productivity sometimes,Be the first to find this review helpful
109,AMAZING company,"Feb 9, 2021 - Senior Project Manager in Phoenix, AZ",5.0,Lives the values each day,nothing that I can see,Be the first to find this review helpful
110,Really enjoyed it,"Feb 10, 2021 - Product Manager",5.0,- Tons of momentum in the marketplace - collaborative culture - great benefits,- Has gotten more complicated to get things done as the company has grown over the years,Be the first to find this review helpful
111,Great company,"Feb 23, 2021 - Sales Representative in New York, NY",4.0,"Perks, enablement, technology, ecosystem, brand equity, training, selling methodology","Favouritism, over doing the Ohana thing, territories are extremely saturated, inequitable distribution of accounts/quotas",Be the first to find this review helpful
112,Good,"Feb 23, 2021 - Intern in San Francisco, CA",4.0,Good overall at Salesforce work,"No bad cons, overall good",Be the first to find this review helpful
113,Amazing workplace,"Feb 23, 2021 - Anonymous Employee",4.0,"Great benefits, amazing culture and awesome people!",No RSU refreshers after 4 years,Be the first to find this review helpful
114,Credit and Collections Analyst,"Feb 23, 2021 - Credit and Collections Analyst in San Francisco, CA",4.0,Great management and supportive staff,Cyclical business with heavy pressure to perform,Be the first to find this review helpful
115,meh,"Feb 24, 2021 - Account Executive in New York, NY",2.0,"great benefits, family first ohana, smart colleagues",every client meeting = salesforce army,Be the first to find this review helpful
116,Couldn't recommend it more...,"Feb 5, 2021 - Product Manager in Indianapolis, IN",5.0,"Incredible benefits, great corporate culture","Same issues of any large enterprise when it comes to direct management, politics, clarity, etc.",1 person found this review helpful
117,Ratrace,"Feb 21, 2021 - Regional Vice President (RVP) in New York, NY",3.0,"Compensation, fast paced environment and good technology!","Culture (hard core enterprise sales), lots of changes all the time, no collaboration, very individualistic etc",1 person found this review helpful
118,Top notch place to work,"Feb 8, 2021 - Account Executive",5.0,"Outstanding culture, constantly developing my career, reward and pay is excellent",No negatives to speak of.,Be the first to find this review helpful
119,Brilliant company,,5.0,Industry leader with a heavy philanthropic culture,none that I am aware of,Be the first to find this review helpful
120,SE Role Review,,5.0,Amazing company with great benefits,I haven't ran into any cons yet,Be the first to find this review helpful
121,Great company,,5.0,"Flexibility, great products, supportive coworkers, interesting challenges",Nothing comes to mind specifically. Overall great experience so far,Be the first to find this review helpful
122,I love this company and the people I work with!,,5.0,Collaborative and fun co-workers Fantastic compensation and benefits (including top notch ESPP) High-growth company that's always innovating,Work-life balance is challenging Lack of consistency and transparency in leveling and promotion decisions Employee experience can vary greatly based on department / function / manager Over time acquisitions have started to change the culture of the company (not in a good way),Be the first to find this review helpful
123,Great Workplace,,5.0,"Great place to work, balanced work / life culture",Growing very quickly and fairly corporate,Be the first to find this review helpful
124,Amazing place to work,,5.0,"Awesome environment, amazing culture and leadership",Overwhelming amount of work and meetings at certain times,1 person found this review helpful
125,A company to feel proud to work for,,5.0,It's a great company values with beautiful offices and friendly and diverse coworkers. There are many opportunities to move within the company through internal job fairs. Excellent benefits.,Many re-orgs during the span of a few years. Large company meant work felt siloed,1 person found this review helpful
126,Awesome place to work. I love the mangamnet,,5.0,"Easy, good workers, nice environment","Slow days, weekend work, no overtime",Be the first to find this review helpful
127,Worlds Best Company,,5.0,Employees are treated like members of a family where their needs come first.,Lots of change and large product portfolio to learn,Be the first to find this review helpful
128,Great place to work,,5.0,"Very innovative, employee friendly company",Very sales /marketing oriented company,Be the first to find this review helpful
129,Good,"Feb 20, 2021 - Regional Vice President Sales in Seattle, WA",4.0,Great compensation packages for management,Getting too big becoming Oracle like,Be the first to find this review helpful
130,Software Engineer at Salesforce,"Feb 20, 2021 - Software Engineer in San Francisco, CA",4.0,1. good work-life balance 2. good team atmosphere,1. salary growth 2. tech stack,Be the first to find this review helpful
131,Probably the best large company to work for... period,"Jan 23, 2021 - InfoSec GRC Analyst",5.0,"Supportive Team and Managers Big emphasis on W/L balance (see cons) Great emphasis on ethics - proud of what we do Good culture around disagreements - people don't lose their tempers or get personal or backstab Solid healthcare, other benefits are great, vacations, etc. Wellness days so you can unwind without missing key meetings Really interesting work being done in Security / GRC","Feel under-staffed - W/L balance suffers because even though everyone *genuinely* wants you to take time to unwind, you have a ton of work to get done. At the lower levels, this isn't bad, but I see what my managers and higher-ranked people on the team deal with. Especially with COVID, lots of meetings and that limits productivity. A little too ""woke"", even as a liberal (ie we're distancing ourselves from our Hawaiian/Ohana culture because it's ""cultural appropriation"") - I think conservatives have to keep that mostly under wraps (common in big tech) I've heard (haven't experienced) that promotions are somewhat political and very opaque.",4 people found this review helpful
132,Great company to work for!,"Feb 2, 2021 - UX-UI Designer",5.0,limitless opportunities in different interests and fields,sometimes get lost in the shuffle,1 person found this review helpful
133,Great place to work and grow your career,"Feb 5, 2021 - Analyst",5.0,- amazing culture - great work-life balance - advance your career,The company is getting very very big,Be the first to find this review helpful
134,Good work environment,"Feb 5, 2021 - Senior Manager",5.0,"Healthy culture, good benefits, supportive team",People are stretched in their roles and hours can be long,Be the first to find this review helpful
135,A company you will never want to leave,"Feb 5, 2021 - Lead Solution Engineer in San Francisco, CA",5.0,"Culture, Compensation, Growth, Innovation, Vision",(Infrequent) bottlenecks that you would expect from any 50k+ employee company,Be the first to find this review helpful
136,Amazing company,"Feb 19, 2021 - Associate Software Engineer in Denver, CO",4.0,Work life balance is amazing for those with families. Very supportive culture in general and the values aligned with mine.,Lack of mentorship on my specific teams. Lack of clear onboarding for junior devs that left me floundering a bit.,Be the first to find this review helpful
137,nice place to work,"Feb 19, 2021 - Data Solution Architect in San Francisco, CA",4.0,such a good leadership and salary,You need a lot of self-discipline,Be the first to find this review helpful
138,Good,"Feb 19, 2021 - Member Of Technical Staff in San Francisco, CA",4.0,Great great great great great,Nothing noting nothing nothing nthing,Be the first to find this review helpful
