,title,author_info,rating,pros,cons,helpful
37,What was once a great place to work is sinking fast,"Jan 11, 2014 -",2.0,"Despite losing good people at a rapid pace, still surrounded by some of the smartest people I know.","Culture is disintegrating at a shocking pace. Focus on the customer is now all but absent. No concern left for work/life balance. Focus is now on reports, updates and stuff to make the department leaders look good. All at the expense of doing the work that matters.",5 people found this review helpful
38,"Great technology, great potential. Tricky waters to navigate if you're not saavy.","Jan 16, 2014 - Senior Manager in San Francisco, CA",3.0,Comp is great. Perks are amazing. And the company is really open on T&E.,"It's a company for sales people who sell to sales people. While it's not cut throat, it does require a level of social agility to be successful.",Be the first to find this review helpful
39,Directionless,"Jan 9, 2014 - Software Engineer in Indianapolis, IN",3.0,"Free snacks, coffee, soda. Work in downtown Indianapolis. Amazing co-workers. Pretty laid back atmosphere. Many different opportunities and projects going on. If you wanted, you could possibly work on a new project every six months to a year (after you've been there long enough and built up relationships with other people/teams). Even though we are way understaffed, they actually have realistic expectations and don't overwork and burn out their employees (which is amazing).","Things definitely changing after purchase by SalesForce.com. Becoming much more bureaucratic and annoying. Much less mutual respect and trust and much more ""top-down"" management approach. Before SF purchase, you were a cog in the wheel in the hands of a loving watchmaker. After SF purchase, you are a cog in the wheel on the wrist of an aggrandizing marketing ""visionary"". Way understaffed. Morale is at an all-time low after purchase.",3 people found this review helpful
40,Management plays too many games,,2.0,"Great work life balance and flexibility Nice benefits & employee perks Internal mobility (lateral) Great office location (FiDi SF) If lucky, you'll end up of on a good team with great peers Looks good on resume","Unfair/low pay for some high for others Management plays too many games - making false promises for promotion and pay raise with job offers they WILL NOT hold Unexperienced middle management perpetrate poor management style For employees needing sponsorship - they put a hold on my green card application for about 6 months with no explanation Not challenging work, not much learning nor growth No cutting edge technology or industry standard (mostly proprietary stuffs) Depending on the team, people can be very cut-throat Overall this is an environment where people are afraid to take risks because any mistake can and likely will be used against you",3 people found this review helpful
41,Great product despite misguided leadership,,3.0,Years ahead of any legitimate competition. Customers love the product. Comp is good and the perks are great!,"Culture promotes self-preservation, finger-pointing and shirking responsibility for failure. Cutthroat, uncollaborative, immature management -- diminishing from the EVP level down.",3 people found this review helpful
42,"Excellent company but getting the ""big company"" feel",,4.0,"competitive salary, good benefits, awesome technology, very good senior leadership, focused on helping the community, meaningful work","Getting to be a ""big company"" with the big company type of red-tape, no 360 degree review process, so some senior managers are able to treat their people cannon fodder and without accountability as long as they make their numbers or ""manage up"" and show a good face to the senior boss above them.",4 people found this review helpful
43,Great treatment of employees,,4.0,"Great benefits, great salaries, great people. A lot of fun to work with a fun bunch of people.",Work is not as exciting unless you LOVE enterprise software. Self imposed workaholism,Be the first to find this review helpful
44,Account Executive,,3.0,"The biggest start up company that you'll ever work for. Great culture, great people, great benefits.",Growth engine so they are hiring a ton of people. Wall Street doesn't care about profits as long as the growth is there. Too many sales reps and not enough to go around.,1 person found this review helpful
45,Analyst in IT,,5.0,"great management, lots of benefits, new perks come regularly, flexibility to work from home.",it is a fast moving company and the pace is not for everyone.,Be the first to find this review helpful
46,A shining example of what NOT to do,,1.0,Decent pay Smart coworkers A place where you can learn a lot. Decent benefits Lots of left over food from catered lunches for meetings.,"As with any big company, the team you are on can drastically change your experience here but I am going to try to point out some of the general things. Also of note, before you read too much into the other reviews, take the time to notice how many of the 5 star reviews are can be summed up by ""great place to work but has growing pains"" or ""you get what you put in, slackers need not apply"". I will let you draw your own conclusion on why so many of these reviews sound like marketing message .... It doesnt look like ExactTarget understands that they are no longer a startup. The only people that thrive at ExactTarget are people that have no lives. 50+ hours of work a week is the norm and anyone that does less is considered a ""slacker"" as you might have seen in some of these other reviews. If you do the math, you'll realize that the decent paycheck, which is typically higher than the industry norm, ultimately falls woefully short when you look at how much you make an hour. As you work here, you come to find out that it is very much a cult mindset and you are either in or out. Job security comes from owning tribal knowledge of projects that are integrated in to the platform since documentation is apparently a running joke. There are many processes that have been implemented to ""streamline"" development but apparently the management style here is to implement ""solutions"" and ignore the results because the only thing that these processes have done is add one more point of failure to an already broken system. Contractors are treated as second class citizens. Its common knowledge. The way to get ahead is to brown nose and give up on life outside work. ET is founded on the principle that the reward for a job well done is an opportunity to do more. After the Salesforce acquisition morale and productivity have been at an all time low while frustrations and turn over have been on the other side of the scale.",5 people found this review helpful
47,"Good company in general, but the acquisitions make life harder",,3.0,I worked for Pardot prior to it being acquired by Salesforce. They have a pretty good culture considering their size.,"From the technology/infrastructure perspective, ""Trust"" (their word for security) seems to overrule anything else -- it gets in the way of work.",Be the first to find this review helpful
48,Member of Technical Staff,,2.0,Great work life balance. Great sales and marketing. Mostly very kind working environment. CEO has very good marketing and vision on the product.,"Arrogency, bad politics in everywhere in Engineering group. Never want to take new technologies in their system. They hate new technologies, so you will get bored very soon. Very sarcastic culture due to a few very high position persons in Engineering. This company is not IT company. If you extect",4 people found this review helpful
49,Leader in Cloud Computing AND Employee Success.,,4.0,"First and foremost, the company's philosophy on philanthropy is great. Salesforce fosters a culture where every employee is encouraged to give and allows for great team events. Also, the past successes of Salesforce have set itself up for great continued growth as a company.","Fast growth means fast paced work environment. This keeps the job very exciting but also challenges in terms of changing priorities, ""fire drills"" and decisions being made without putting a lot of thought into future impact.",Be the first to find this review helpful
50,Growing very fast,,3.0,1. A lot of autonomy 2. Customer focussed company,1. Not very engineering centric organization,1 person found this review helpful
51,Amazing employee focus!,,5.0,"Great benefits, amazing 1/1/1 (equity/profits/time) model to contribute back to the world, fun technology, bright engineers. Dreamforce is a great opportunity to network and see the fruits of your labors at play, too!","Copmany is growing too quickly, possibly causing growing pains (but haven't seen it yet!)",1 person found this review helpful
52,Expectations Exceeded Everyday,,5.0,"Senior Professional resources are treated as such and given freedom and responsibility to get on with their work and in every way and everyday I feel like the work I do is making a difference to my customer, who by the way loves Salesforce !",Not enough hours in the day to take advantage of all the benefits and learning and personal development opportunities that are available !,Be the first to find this review helpful
53,Solid all around...,,4.0,"Pay, flexibility, management (direct), benefits, pay on performance",Salary is a bit lower than competitors,1 person found this review helpful
54,Salesforce still provides my #dreamjob after 4+ years,,5.0,"Culture, People, Passion, Results-Driven, Customer Company, Great CEO, Work-hard/Play-Hard, Rewarding, Love the work I do everyday, Love the challenges, Encouragement, Support, Innovative, Game-changing.",Constant change results in lost communication.,1 person found this review helpful
55,"Great company, but bad low level management.",,2.0,Really intelligent people. Good product. Great CEO. Face paced environment.,"No work-life balance. Your manager will make or break your experience here. At one point a manager I reported to implemented an attendance policy which docked people for being sick. Sound ridiculous? Probably, but it's completely true. Salesforce is a SALES company first and a TECH company second. Goals often seem more important than people.",10 people found this review helpful
56,Awesome place to work at.,,5.0,"Great benefits, great people. Salesforce is still a place where individual contributors can make a great impact on the business bottom line. This is especially true for software engineers in R&D. Company is still at a size that you can contribute without being hampered by politics.","Company is growing very fast, and with that comes layers and layers of management.",Be the first to find this review helpful
57,"fast-paced, energizing, team-centric culture with a very strong focus on the customer.",,5.0,many opportunities for advancement and career/skill growth,constant change of senior executives and their priorities,Be the first to find this review helpful
58,Fast paced challenging work but friendly culture,,5.0,Fast past environment but with extreme focus on team work and team building. Friendly environment that supports work/life balance. Like the focus on charity and communities. Good benefits packages as well.,Resource constraints require you to focus on short-term urgent projects to complete versus being able to focus on longer term strategies and success.,Be the first to find this review helpful
59,Excellent opportunity to work with top-tier talent,,5.0,"Top-tier talent (in Indiana anyway) from a technology perspective. Excellent benefits, good work/life balance. Beginning to incorporate more and more of salesforce's benefits after the acquisition. Typically excellent compensation, very competitive.","Beginning to get much more ""big company"" - more red tape, etc just to get the job done.",Be the first to find this review helpful
60,"Great place to work, smart environment, strong training and decent career advancement",,4.0,"A lot of perks, from outings, to snack rooms, good location, nice office, and the people were great to work with. Also the product is the best in the industry, so in many cases it sells itself. It's a work hard, play hard environment.","It's getting very political with the change of the guard to a more Oracle centric management team. Territories are thinly sliced and watered down unless you're in the good graces of your manager or the most senior person on your team, and if you're stuck with a bad one someone has to leave or get promoted for you to get a bigger slice. Work life balance is so/so...each manager determines if you can work from home with no real ""program"". Base salaries are below average in the industry.",3 people found this review helpful
61,"Executives are leaving, employee morale is decreasing….Proceed with caution!",,3.0,"80-90% of the employees you’ll meet are some of the best people that you’ll work with in your career. If you’re just starting out, this is a great place to gain some relevant experience and build your resume. When it comes to benefits, there are stocked pantries on every floor. Those working in Indy have access to the ET Gym, ET Fun events (golf outings, paintball, happy hours, etc.) and more. Wellness Bucks - employees are reimbursed up to $105 per quarter for gym memberships, yoga classes, crossfit classes, etc. Through the Salesforce acquisition, ET employees receive 6 free volunteer PTO days per year and even have the opportunity to participate in the Salesforce Employee Stock Purchase Program. Until recently, it was fair to say that ExactTarget had one of the best executive leadership teams in all of SaaS.","Over the last year it’s been sad to see how drastically the company has changed. The “orange” culture is fading rapidly and key employees who cashed-out on stock options are jumping ship for better opportunities. Prominent executives recently left the company and top talent is leaving in droves. A massive restructuring is in order and I suspect that others will follow suit once the fiscal year ends and annual bonuses are paid out to employees. If you work out of the Indy office, you can sense the heightened frustration from those around you. Employees are overworked, underpaid, and have huge unrealistic quotas hung over their heads (with shrinking sales territories). What used to be a company driven by young, ambitious, entrepreneurial talent, is slowly turning into a company motivated by corporate greed and pleasing Wall Street. Two years ago, things were very different but now it is much harder to get promoted, receive a pay raise, or advance your career vertically. ET is very demanding and is notorious for promoting the same people (Director level and above) over and over again. Rarely will you see someone without an MBA or Director-level title, get promoted (unless they brown-nose like crazy).",5 people found this review helpful
62,Chaos,,2.0,Great compensation. Very smart people.,"Salesforce operates on the verge of Chaos. They act like a $3M company when its really a $3B company. Very little thought of planning goes in to anything. This drives a culture of groups just doing ""something"". This drives tons of inefficiency and work done for nothing. The company is extremely hierarchical. Asking questions or participating in the process is frowned upon. The top dogs of a group make a decision and its just go do it. There is no seat at the table for discussion.",3 people found this review helpful
63,"Great company, great people, great benefits, but still.. corporate America",,5.0,"Great people, great training, fun culture, career options","corporate politics (as you will likely find anywhere) can be draining I am in the Sales organization and they really try to funnel you up in Sales and don't encourage cross-department transitions Sometimes felt under-valued, disposable",2 people found this review helpful
64,"Its a large software company with an uninspiring, political and short term focused culture",,2.0,The products that Salesforce sells are innovative and they work. Marketing is also very strong.,"Small territories, nepotism, highly political, short sighted goals and management, in the office 8-6pm. Do not go there if you have some sales experience as they heavily favor existing sales people.",6 people found this review helpful
65,"If there was somewhere else better...I'd be there... But yep, it has it's problems...",,4.0,"The best product by far...bar none. The best visionaries, technical ops (the guys that keep the platform up and running), and internal platform engineers on the planet - these are the guys that deserve all the glory. What is done behind the scenes to keep the app going is nothing short of amazing - several million concurrent users while constantly adding functionality and innovating...and no down time? Come on. It's ridiculous. The tenured and long-timers that are still around are incredible. They're not only the best in the company, they're the best in the industry. Prove yourself to them and they will take care of you. If YOU have the drive and the ability, you can build a career path in the company...and if YOU make a case and have something behind it, it's one of the few companies in the world that will allow you to do so. Salesforce will not give you a map when you're hired that shows you a career path...but if you succeed in the role you're giving and prove yourself and earn trust, they'll actually allow you to create your own. The culture of the company is like nothing else in the world. Yes...you are expected to work more than anywhere else in the world...but if you like philanthropy, no questions asked...go do it - on company time. The best in the business keep coming on board. Marc is the best CEO in the business - different for sure - but the best. For a few years I thought the company had plateaued...several different times (at $750M...at $1B..at $2B...)...but I really do see this company making it to $10B in rev and beyond. Without a doubt. So if you're considering joining Salesforce but are worried about growth, don't be. That should be the last of your concerns.","""Fillers"". I call them ""fillers"" because that's what they are...people that were hired in haste to simple fill roles in an organization that is growing so fast, they had to be hired quickly. While they may have gone through multiple rounds of interviews, it seems there are many execs that got through that shouldn't have and are just filling a role in the org chart. And they don't do s*&^. They may have had extremely successful positions at other companies, but Salesforce isn't like other companies. They only slow you down...so if you're smart and have your i's dotted and t's crossed, just go over them and it's not really looked down upon. Tomorrow. You're only as good as the deal you have committed tomorrow. Doesn't matter if you're at 200% of quota for the year 6 months into it ...that actually only amplifies what is expected of you. It's a con...but in reality...it's also not too bad...unless you're in a Sales role that isn't an AE (i.e. SE) because you're capped. Salesforce has the SE's I've ever come across in the industry, and I don't think they're treated as fairly as they should be. Marketeering. This is a new issue at Salesforce... It used to be the case that marketing & PM were in line and no one sold on futures. Over the past 12 months, that has changed...moving closer to an Oracle-like model where the vision is pitched and then they try to build it. Equity. I'm not sure who is getting it, but it isn't long term sales people. Seekingalpha? They couldn't be more wrong. Granted, the ESPP program is fantastic, but once you get beyond entry level, it would be nice to see something. It can be disheartening to hear RVP's (in 2012 I swear they only brought in people as RVP's...""What? You're an RVP of WHAT? And have no reports?!?!?"") and other new employees talking about selling their RSU's or options when they haven't really done anything for the company yet and you've committed the better part of a decade. Commit. This is probably the biggest ""Con"" at Salesforce if you're an AE or in sales. Salesforce is an accurate machine...it really is...based on the subscription model, a great portion of deferred rev is already established and known...but they want your sales opps just as accurate and mgmt will force or override you on your deals if you think differently. Territory. Don't come to Salesforce thinking you'll be able to pick and choose. It was picked over 5 years ago. You'll more than likely get something you don't want. End of discussion. While it seems like it should be the biggest ""con"", it's not. Because everything I listed in the ""Pros"" section means you will constantly have something new and innovative to sell to that minuscule territory you have that no one else can. I mentioned in the ""Pros"" section that some of the long-termers (those that have been around 10+ years) are one of the best things about the company. They ARE. There are also a handful of high level execs that just need to go...they don't do anything...they show up at meetings and say hello and leave... and you better keep your mouth shut. It sucks. Because at one time they were amazing. Now, just awful.",17 people found this review helpful
66,Great Place to work,,4.0,Upper management has big plans. Lots of potential for growth,Need more people to keep up with growth. Middle management needs to be trained better,Be the first to find this review helpful
67,Amazing,,5.0,"Great Benefits, Great People, Great Management",It is an ever-changing unknown marketplace,1 person found this review helpful
68,Stay away,,1.0,Leaving this dog behind! They promoted unqualified mangers and expect you to ramp in as little as time as possible while covering dog accounts you have ever heard of.,"Oracle, oracle, oracle. This is an inside sales dream job as SFDC puts it. If you are a seasoned sales rep stay away. Managers and AVPs are ACV whores. Do not care about the customer or long term relationship. You are as good as you next months deal.",8 people found this review helpful
69,Get ready to drink the kool-aid brah-User Experience,,2.0,"Smart colleagues with passion for the product and driven to perform at 110% to make sure the product is successful at launch. Bonuses were regularly paid and pretty good. Highly collaborative cross functional culture between product, design, and engineering. People weren't afraid of making the hard calls to move the teams forward.","The politics of the UX team have changed for the worst within the last year. Attrition is so high, people have left the team in droves. Management seemed to have wanted that so they can clean house. People are dispensable and not invested in, and it had become a culture where speaking your opinion isn't appreciated, especially in a public forum and especially if it differs from what the leadership thinks. Significant lack of trust in the abilities of most of the designers ( except for the chosen bros ) If you like taking orders and being told what to think this place is for you. If you believe in changing the world, you won't do it here. And don't even think about unconventional design thinking. That's reserved for the designers who are ""smarter"" than you.",4 people found this review helpful
70,Solutions Consultant,"Sep 10, 2015 - Solutions Consultant",4.0,"Great culture, comp, and perks. Work is always interesting and challenging. There is always something new to learn, and always someone willing to teach.",Large company with normal issues that come with size.,Be the first to find this review helpful
71,"Fast growing, exciting, with growing pains","Mar 4, 2016 - Architect, Quality Engineering in San Francisco, CA",4.0,"Awesome culture, great salary, exciting work, smart people, great location, great benefits, not afraid to learn from failure, great learning opportunities","slow to change, slow releases, becoming more political",Be the first to find this review helpful
72,Account Executive,"Jun 15, 2016 - Account Executive in San Francisco, CA",3.0,"Great products, good customer base",Immature Sales culture/ unreasonable expectations,5 people found this review helpful
73,Recruiter,"Mar 27, 2017 - Retail Sales Associate",4.0,-Career Growth -Culture (Giving Back) -Compensation & Benefit Package -Great CEO,-lack of transparency from upper management -limited growth outside of HQ,Be the first to find this review helpful
74,"Great culture, but getting hard to maintain","Jul 13, 2017 - Anonymous Employee",4.0,"Great products, great senior leadership, forward looking",sales leadership losing focus on customer facing field team and customer success in order to drive growth,1 person found this review helpful
75,Account Excutive,"Feb 13, 2018 - Anonymous Employee",4.0,"Great perks, culture, and people Sales training is great",Success is strongly based on territory Coaching from management can be vary vague and high level,1 person found this review helpful
76,"Great Company, a little corporate for my tastes","Apr 26, 2018 - Senior Member of Technical Staff in San Francisco, CA",4.0,"Lots of trust, fantastic social impact on the world, change is slow (in a good way).",Lots of verification of trust. Non–competitive pay.,1 person found this review helpful
77,Great place to work,"May 20, 2019 - SDR in San Francisco, CA",4.0,"Flexible hours (for the most part), ability to learn and grow as sales people, great culture, laxed environment, casual clothes...",Competitive nature at times can be a lot and hire freezes.,Be the first to find this review helpful
78,Great Company Terrible Leadership,"Sep 10, 2013 - Anonymous Employee in San Francisco, CA",3.0,"Comp, Facilities, Snacks & Philanthropy Model","Management, Management, and terrible management!",3 people found this review helpful
79,Better to be on the outside looking in,"Jan 27, 2015 - Anonymous Employee in Indianapolis, IN",3.0,"Great benefits, Dreamforce is amazing","Low moral, if you don't live in San Francisco they act like you live on Mars",2 people found this review helpful
80,Account Exec,"Feb 24, 2015 - Senior Account Executive",4.0,"Innovative, fast growing, committed to customer success!","Growing and scaling effectively is challenging - growing quotas, shrinking patches.",1 person found this review helpful
81,HQ Centric,"Mar 22, 2015 - Customer Success in Dallas, TX",4.0,"Compensation, relaxed culture, teamwork highly valued",Limited opportunities beyond HQ without extensive networking; Oracle is taking over,1 person found this review helpful
82,salesforce review,"Oct 21, 2015 - Anonymous Employee",4.0,"interesting work, great co-workers, nice perks, good work-life balance, flexibility, no crazy hours",can be a very political landscape. it is a boys' club and you have to fit in to advance,Be the first to find this review helpful
83,Salesforce Review,"Feb 23, 2016 - Business Development in San Francisco, CA",4.0,- Great culture - People are amazing - Everyone is willing to help,- Too much to learn - Not a lot of guidance in certain areas - Micro-managed in certain roles,1 person found this review helpful
84,Great Company as long as you are in the right Org.,"Sep 22, 2016 - Executive Assistant",3.0,"Great perks, well-respected, great pay.","If you fit in the culture, than all is good. If not, might not be the place for you.",Be the first to find this review helpful
85,Lead Solution Consultant,"Oct 21, 2016 - Anonymous Employee",4.0,Lots of products to sell OT for Commercial Solution Engineers ESPP,Political - Have to manage up Managers make or break you Comp Plan for variable is stupid,Be the first to find this review helpful
86,VP,"Feb 15, 2018 - Anonymous Employee",4.0,Growth company with lots of opportunity Lots of resources to be successful Leadership Loyal customer base Products that work,Lacks diversity Not many negatives though,1 person found this review helpful
87,Great Place To Work,"May 24, 2019 - Account Executive - Growth Business in New York, NY",4.0,Amazing People Good Work-Life Balance Easy Sales - everyone answers the phone for Salesforce,Low pay compared to the market,2 people found this review helpful
