,title,author_info,rating,pros,cons,helpful
40,One of the best company to work for,"Jan 28, 2021 - Senior Product Manager in Hyderābād",5.0,"Very employee-friendly company. Treats the employees really well, be it work, employees, perks, or office space, everything is truly world-class. One of the most visionary CEO in Marc Benioff, who is committed to the good of the community too.",Should improve on the stock grant to the employees.,Be the first to find this review helpful
41,A flexible work environment with lots of change and room to grow,"Jan 28, 2021 - Associate Consultant in London, England",5.0,"Flexible working, Free snacks and coffee at the office, Good office amenities, lots of space and time to socialise with colleagues, paid time off to volunteer at local charities.",As a consultant there is lots of travel but that is the job (customer facing time is more than half of your week on most weeks). Limited opportunities in the london office for junior talent (internships/graduate schemes/out of university jobs),Be the first to find this review helpful
42,Great place with many benefits,"Jan 28, 2021 - Software Engineering SMTS in Tel Aviv-Yafo",5.0,High salary and other benefits,No cons I can think of,Be the first to find this review helpful
43,Proactive Monitoring Engineer Salary,"Jan 29, 2021 - Proactive Monitoring Engineer in Hyderābād",5.0,"Great culture, Great people, great exposure to the overall personality development, appropriate salary.",No Cons for now :),Be the first to find this review helpful
44,Fast and Furious,"Feb 11, 2021 - Senior Marketing Manager in Stockholm, Stockholm",4.0,"Good benefits, challenging, never a dull moment",Cult like idolisation of CEO/Founder,Be the first to find this review helpful
45,A great place to work if you know how to navigate it,"Feb 9, 2021 - Talent Sourcer in Dublin, Dublin",4.0,"Salary, Training, Job security, Career development opportunity, Perks","The company has made progress to make promotion and internal development opportunity more transparent, but it's still a political process/",1 person found this review helpful
46,Good to join but hard to get promotion with good salary,"Feb 12, 2021 - AE SMB",3.0,Great environment to learn sales.,Don't expect the Salary if you got promotion. it doesn't change much.,Be the first to find this review helpful
47,Working at Salesforce,"Jan 27, 2021 - Software Developer in Hyderābād",5.0,"Excellent company, good perks, good work-life balance",None that is worth mentioning,Be the first to find this review helpful
48,Great place to work,"Jan 27, 2021 - Sales Dev Representative in Dublin, Dublin",5.0,"Culture, Growth Possibilities, Inspiring Colleagues, Learning","Stressful, Target-oriented, Bad Location, Slow career progression",Be the first to find this review helpful
49,Business Development Associate,"Jan 27, 2021 - Business Development Associate in Dublin, Dublin",5.0,"Salesforce is a brilliant company for networking, everyone is very approachable. For example, we had Head of Salesforce Ireland in our team meeting recently and we’re the most junior team. Senior people are always helpful in terms of shadowing and career advice. There are very clear career progression paths so always another role to be working towards. Good commission if you go for a sales role. Exceptional employee benefits and health and wellness offerings.",None coming to mind at present.,Be the first to find this review helpful
50,Good,"Feb 10, 2021 - Technical Architect in Dublin, Dublin",4.0,"People, culture, prospects, mone, that’s it","Workload, targets, support.,7 thats it",Be the first to find this review helpful
51,Very good place to work,"Feb 11, 2021 - Anonymous Employee",4.0,Everything is best over there,There is no reason you shouldn’t join,Be the first to find this review helpful
52,Fantastic company to work for,"Jan 23, 2021 - Lead Solution Engineer in London, England",5.0,"Growth mindset, work a lot and have fun, values","slow career progression, promotions not decided in a fair and transparent way",1 person found this review helpful
53,One of the most enjoyable places to work,"Jan 26, 2021 - BDR Representative",5.0,a great company culture with a fun working environment,working in a cubical is not ideal with lots of phone calls,Be the first to find this review helpful
54,A great place to work!,"Jan 26, 2021 - Anonymous Employee",5.0,"work life balance, career growth","more delegation, more visibility, decesion making",Be the first to find this review helpful
55,A dreamy workplace,"Jan 27, 2021 - Account Executive",5.0,"Values, People, Product, Compensation & Benefits","Volatile work burden, stressful at times",Be the first to find this review helpful
56,proud to be part of SalesForce,"Jan 27, 2021 - Technical Consultant in Casablanca, Greater Casablanca",5.0,"Managers do their best for our good, without having to ask","To be honest with you, today is my 6th month at salesforce and i didn't see any inconvenience",Be the first to find this review helpful
57,Salesforce,"Feb 9, 2021 - Senior Technical Consultant in Bangalore",4.0,Great Company with a lot of benefits,Nothing to share all are good,Be the first to find this review helpful
58,"All is not what it seems - revenue first, people a distant second","Feb 4, 2021 - Senior Director in London, England",4.0,"Terrific staff perks, wonderful and highly professional colleagues to work with, terrific company values to operate by and a great CEO","Revenue first company. More and more management talk a great game but their actions clearly show that people are a very distant second. Bias towards ""kingdom building"" in certain aspects of the business. Poor opportunities to progress.",2 people found this review helpful
59,outstanding Vision and Culture,"Jan 25, 2021 - Enterprise Account Executive in Milan",5.0,Culture Innovation Business Vision Team working Collaboration with broader teams,in some way is an enormous start-up & the Pressure,Be the first to find this review helpful
60,Great place to work!,"Jan 25, 2021 - Pre-Sales Engineer in Amsterdam",5.0,Entrepreneurial atmosphere Individual freedom transparency from leadership,"A lot of change might not suit everyone Even though still a bit of startup vibe, becoming more corporate",Be the first to find this review helpful
61,"Great Company, one of the best to join","Jan 25, 2021 - Signature Success Engineer Tier II",5.0,Benefits Management Vision Social justice Snacks,"Being a Success Engineer is not for everyone, mainly support role and specialized within Salesforce",Be the first to find this review helpful
62,Fantastic culture of trust and growth,"Jan 25, 2021 - Business Development Associate",5.0,- culture is a big and important part - work life balance - career growth - personal and professional development,- micromanagement - big company,Be the first to find this review helpful
63,What is it to work for Salesforce,"Jan 26, 2021 - Technical Account Manager in Lausanne",5.0,"Working in a company that is adopting latest technologies, purchase big actors such as Tableau and Slack.",The work is challenging and requires regular updates on skills and process.,Be the first to find this review helpful
64,Pros/Cons,"Feb 9, 2021 - Technical Consultant in Paris",4.0,Best workplace ever Great Compensations & Benefits,Not a great work/life balance,Be the first to find this review helpful
65,Great company,"Jan 24, 2021 - Solutions Architect",5.0,"Best company in everything , good people, good benefits.",Nothing really. It’s perfect combination of things,Be the first to find this review helpful
66,Company review,"Jan 25, 2021 - Senior Specialist in Hyderābād",5.0,Has very good benefits for FTE's,Promotion cycle is very very slow,Be the first to find this review helpful
67,"Amazing culture, people & performance!","Jan 25, 2021 - Strategic Account Advisor in Paris",5.0,"Smooth integration in covid-time (full remote), highly skilled & friendly colleagues, vibrant & inclusive culture, great energy coming from top mgmt down to countries","Some slowness & org redundancies (big company, many resources to align)",Be the first to find this review helpful
68,Salesforce.org AE salary,"Jan 25, 2021 - Account Executive in Amsterdam",5.0,Strong solutions to have impact in your industry,Sales strategy is outdated and would be modernized,Be the first to find this review helpful
69,I am an developer in salesforce works for marketing cloud,"Jan 24, 2021 - Senior Member of Technical Staff",5.0,Work life balance Good pay No micro management Good leave policy,"Nothing as such , so nice so far",Be the first to find this review helpful
70,Good company,,5.0,Great colleagues and good environment to work,"Nothing especially, but a little too much sales persons in commercial sales team",Be the first to find this review helpful
71,GREAT COMPANY,,5.0,Takes care of its employee first.,nothing visible as of now,Be the first to find this review helpful
72,Best place to work!,,5.0,"Employee benefits, engagement, Lunches:-) even if they are virtual, Leave policies, Wellness reimbursements, wfh home office set up","Nothing at the moment, it has been a great experience overall",Be the first to find this review helpful
73,Brilliant Place to work,,5.0,Has a great Sense of familiarity,We can try reducing number of meetings,Be the first to find this review helpful
74,Good company,,4.0,Global perspective and global system,"long, long, long, long hours",Be the first to find this review helpful
75,Good company to work for,,5.0,"The internal process, the family feeling, the growth, the career development path","There are so many people and products, and the requirements are so high that it is easy to feel stressed",Be the first to find this review helpful
76,"Great work life balance, nice people cool tech",,5.0,Nice tech stack to work on Fast growth for engineers great people,nothing i can think of,Be the first to find this review helpful
77,Great Work Culture,,5.0,"Work Life balance, Employee Care,Work ethic","Less challenging work, Process Oriented",Be the first to find this review helpful
78,n/a,,5.0,Awesome culture and great people,not many opportunities unless you want to pursue a sales career,Be the first to find this review helpful
79,great companny,,5.0,salary + culture + career opportunities + benefits,competitive + individualistic + fake caring culture,Be the first to find this review helpful
80,Fantastic leader in Enterprise Cloud software with strong values and culture,,4.0,"Inclusive, Innovative, Global leader in product categories, look after its people well",Much more conservative in business decision making internally than you would think. Middle management is of patchy quality due to lack of structured career paths and leadership development Think.,Be the first to find this review helpful
81,"Good company, growing fast",,5.0,"Well run company, lot of room for growth",Sometimes acquisition growth can be overwhelming.,Be the first to find this review helpful
82,Account Executive,,5.0,"great team spirit, fit to work remotely, family/ job balance, great products, agile company",hard to get bonuses regularly - quotas are hard to get,Be the first to find this review helpful
83,Best place to work,,5.0,Culture is awesome and best place,No such con at the time,Be the first to find this review helpful
84,employee first company,,5.0,They genuinely care Great benefits Great pay Great work/life balance Great career progression opportunities,I struggle to find any,Be the first to find this review helpful
85,"Best Company to work in,",,5.0,"You feel like you are a part of a bigger thing. Salesforce really cares about it's employees and it can be seen on every day, but especially in the Covid-19 period. Proud to be a part of this company.","That's still one of the biggest enterprises in the world, so it's not always fun with bureaucracy.",Be the first to find this review helpful
86,Great Culture,,5.0,"Great Culture, compensation and benefits","Slow career progression, no talent development",Be the first to find this review helpful
87,Very good company,,5.0,"Everything, benefits, culture, employee care",I didn't come across anything so far.,Be the first to find this review helpful
88,Best Place to work,,5.0,4 company values are key elements,work / life balance is insane,Be the first to find this review helpful
89,Great,,4.0,"Work life balance, perks, great training",Cut throat and very sales driven,Be the first to find this review helpful
90,Company that cares about its employees,,4.0,Management oriented towards results but also towards the wellbeing of its employees.,"In Sales, some months are difficult and a bit stressful.",Be the first to find this review helpful
91,Decent Company,,3.0,Work from home. Nice benefits.,A lot of politicking. Too much patting on the back.,Be the first to find this review helpful
92,Great place to work,,5.0,">>Great team to work with. >>Good food, Cab facility >>Amazing perks for all employees.",Support role is bit challenging and frustrating sometimes,Be the first to find this review helpful
93,AAP,,4.0,"great culture, lots of support",hard to move up because it's very corporate,Be the first to find this review helpful
94,Decent work and decent pay,,4.0,Get to have customer impact. Pay and benefits are competitive for the city. Some teams have exposure to new tech stacks.,Some team's tech stacks are stuck in the 2000s. Sometimes people do things with inertia and use new tech with old thinking. It can be really frustrating at times.,1 person found this review helpful
95,SDR,,5.0,- Social atmosphere - Stocks - Wellness Reimbursement - Work from home allowance,"Location of the office it outside of the city centre, but hoping to relocate in the future",1 person found this review helpful
96,Good company,,3.0,"Good benefits, good people, good product","micromanagement, lot of pressure, no leadership",1 person found this review helpful
97,Great Place to work,,5.0,"Employee centered organization, career development, Innovative,",There are no cons at salesforce,Be the first to find this review helpful
98,Great Comapny,,5.0,Great culture to speak freely and share thoughts without fear. Loads of room for growth,Not great at communicating big internal changes,Be the first to find this review helpful
99,Great company to work for,,5.0,True to their values Great benefits,Unclear career path but great focus on career development,Be the first to find this review helpful
100,if you don't have an idea about salesforce,"Dec 3, 2020 - Business Process Outsourcing in Caloocan, Quezon City",5.0,"The advantage of being a salesforce, is you learn more technics about selling your products.",I cant see anything that is advantage of being a salesforce,Be the first to find this review helpful
101,Entry first line management,"Mar 9, 2021 - Field Sales Director in London, England",3.0,Lots of internal promotions available at this level,Lots of politics and favoritism in play to get promoted. Managers tend to favor and promote people they have personally hired and managed before.,2 people found this review helpful
102,Great company,"Jan 8, 2021 - IT Architect in London, England",5.0,"Culture of trust, Equality, Innovation and Wellbeing",Constant change and rapid growth makes it challenging to keep up,Be the first to find this review helpful
103,proud to be in salesforce for seniors,"Dec 27, 2020 - Senior Systems Engineer in Singapore",5.0,"very good benefits, good work life balance","nothing in cons, all the things are very good",Be the first to find this review helpful
104,"Good company, Good place","Jan 15, 2021 - Technical Architect",5.0,Good place and good culture Good benefits,Currently I didn't find any cons,Be the first to find this review helpful
105,Great company,"Jan 13, 2021 - Senior Account Executive in Toronto, ON",5.0,"Culture, product, management style, room for growth",Very complicated and takes time to get onboarded,Be the first to find this review helpful
106,Best place I ever worked for! Here are some areas of improvement,"Sep 10, 2020 - Sales in Singapore",4.0,"- Potential to make a lot of money at a really young age because of the excellent comp structure and stock options - Amazing benefits and Covid-19 period really showed how the company truly cares for it's employees - Great culture with focus on equality, encouraging employees to give back and focus on wellness","- Some of the co-prime sales teams are dominated by white people or those from USA, France or Australia. It does not make sense to do this in the Asia HQ. We need more Asian customer-facing employees who truly understand cultural nuances, local language and way of speaking. - Marketing could be much better when it comes to lead generation and content creation.",3 people found this review helpful
107,"Stop talking about the Growth YoY, and be honest about the loss of talent YoY","Feb 11, 2020 - Account Executive in Dublin, Dublin",1.0,Health insurance and education allowance; the product is great and it really is the most innovative company out there from a tech perspective,"There is no culture at all. Ohana, VTO, Customer Success... They are just words. In my team, we were obliged to work on bank holidays and not allowed to take the day back off when it was BH in the country we covered. There is no flexibility in WFH. But what's really the worst is the management. In Salesforce there are no leaders, just poor managers. It all works around internal politics and friendships with people crossing borders continuously. Also, those ""managers"" text you after working hours and have no respect of your personal life. There is no interest in who you are as a person or your background, just how much you're closing. It's the least human company in tech I have ever witnessed and keeps losing talent year over year. I had a burnout and had my manager talk poorly and joking about me with team members and peers. Just one last thing, AEs are pushed to always complain about business partners (Solution Engineers, Sales Dev and Customer Success) when they really are the only ones to make the job qualitative and worth it.",31 people found this review helpful
108,To big to be nimble or fun,"Jan 24, 2021 - Solutions Consultant in Paris",4.0,Equal opportunity employee (they take this very seriously) Good company values Secure,"Goodbye creativity and energy. Hello process, admin, time tracking & checkbox exercises. Remuneration. The share scheme is poor. Don't expect OTE and forget about incentive accelerators. Managers are focused on a different number which determines hires & fires. You will under earn. Moving Salesforce does not look kindly upon or promote geographical movement.",Be the first to find this review helpful
109,Great Company,"Oct 26, 2020 - Core Account Executive in Madrid",5.0,"Resource capabilities, ease to work 100% remotely, collaboration with colleagues, clients recognition, partners network, sales speed, go to market, training, learning and sharing in a positive work environment.","Work Volume equals business, and business goes great. We need more interns.",Be the first to find this review helpful
110,Great Company,"Jan 18, 2021 - Senior Technical Architect in London, England",5.0,Employee Focussed Work life balance good for industry,Getting very big People are now joining to enhance resume vs passion for company/product,Be the first to find this review helpful
111,Full-time employee,"Jan 31, 2021 - Anonymous Employee",4.0,"Innovative, wellbeing is key, great benefits also for parents, flexible working","Very fast work pace, constant change, which doesn’t suit everyone",Be the first to find this review helpful
112,Good place to work,"Feb 1, 2021 - Sales Development Representative in Dublin, Dublin",4.0,- Good pay - Good benefits - Great colleagues - Good career options,- Lack of transparency at times - Lack of management trust,Be the first to find this review helpful
113,Great culture,"Feb 1, 2021 - Success Activities Guide in Hyderābād",4.0,"great Work-life balance, flexible environment",did not encounter any as of now,Be the first to find this review helpful
114,Great platform,"Feb 22, 2021 - Business Development Associate in Bangalore Rural",1.0,Wide range of companies to deal with,Disintegrated teams with duplicated efforts,Be the first to find this review helpful
115,Brilliant work life balance,"Jan 16, 2021 - Anonymous Employee",5.0,Benefits are superb and flexible Management are very supportive,Lots of org changes each year,Be the first to find this review helpful
116,Great place to work,"Jan 16, 2021 - Account Executive",5.0,"Great culture, best place to learn",The targets in sales are tough,Be the first to find this review helpful
117,great experience,"Jan 17, 2021 - Anonymous Employee",5.0,"Product, management, benefits, vision, brand.",Fast company growth through acquisitions is sometimes creating complexity in internal organisation.,Be the first to find this review helpful
118,Awesome place to work,"Jan 9, 2021 - AMTS Software Engineering in Bangalore",5.0,"- Focus more on an individual's growth and development - Great Perks (iPhone, Wellness days during covid) - Sufficient Leaves, no hassle - Better sense of organisation alignment and complete transparency about how an individual's efforts and work fit in the big picture - Intelligent co-workers - Some of the best in industry",Nothing major that I can think of,2 people found this review helpful
119,"Demanding, but caring organisation","Jan 28, 2021 - Field Sales Representative in London, England",4.0,"The ""Ohana"" is a strong ethos that underpins the culture. Management and Execs genuinely care about employee wellbeing and that of their families. Customer care is a massive focus and Salesforce really does care about its customers.","Management by metrics: The sales org lives on weekly metrics and targets. Its very clinical and dispassionate. Despite the Ohana, it can feel like you're there to make a number, and nothing more.",1 person found this review helpful
120,Great place to work,"Jan 15, 2021 - Senior Marketing Analyst in London, England",5.0,"Holiday, pension, paternity leave, health and wellness expenses","Long hours, very hierarchical, can be political",Be the first to find this review helpful
121,Excellent,"Jan 16, 2021 - Solution Engineer in Sydney",5.0,Fantastic company where people are valued,I have nothing to share,Be the first to find this review helpful
122,Great,"Jan 30, 2021 - Software Engineer in Vancouver, BC",4.0,Great direction and smart people,Too many training are required,Be the first to find this review helpful
123,Good but getting harder,"Jan 11, 2021 - Account Executive in London, England",5.0,"Great culture, great product, great locations!",Big business and getting harder to navigate. Patch gets significantly smaller every year,1 person found this review helpful
124,Fantastic Workplace!,"Jan 11, 2021 - Developer Support Engineer in Hyderābād",5.0,"=>Leaves i.e 16 annual leaves , 12 casual leaves , 12 sick leaves per year =>Free Insurance for family =>Global Family Care Leaves i.e 6 weeks / year in case of family members not feeling well. =>Free Hygiene Food i.e Evening snacks , Dinner , Breakfast =>Free Cab i.e home-pickup and home-drop =>Iphone with postpaid sim card. =>Flexible work place in office i.e you can work from canteen etc., =>No exit swipes. => Indoor games =>Leaves will be granted when needed. =>Shift allowance i.e 600 for emea and 1000 for amer timezones.",=>Except night shift no cons for me but not an issue.,1 person found this review helpful
125,One of the best to work for,"Jan 11, 2021 - Senior Director Business Value Services in Melbourne",5.0,"Fast paced, lot's of learning opportunities, good compensation, great benefits, great leadership and companionship for the most part","Sometimes hard to bring different teams and capabilities together behind a goal, workload can become overwhelming if not properly managed",1 person found this review helpful
126,Great company but left with bad impression after how they handled Covid,"Jan 25, 2021 - BDR in Dublin, Dublin",3.0,Great salary Great offices Surrounded by incredibly smart and talented people,"High pressure Barely any support, especially during Covid Did not take the targets being harder to achieve into account when Covid started which caused a very stressful atmosphere. People were working harder and getting paid less, without recognition.",2 people found this review helpful
127,Great company - careful about becoming too political,"Jan 14, 2021 - Customer Success Manager in Dublin, Dublin",5.0,"Great culture, great values, great people.","the company has had a staggering growth and acquired a lot of companies. It's diluting the initial culture of salesforce (people do not know each other anymore, and COVID didn't help).",Be the first to find this review helpful
128,Great Company,"Jan 14, 2021 - Project Manager in Toronto, ON",5.0,- Excellent Culture and work - Everyone works hard - Great work/life balance - Great products,None at the moment of writing.,Be the first to find this review helpful
129,Great place to be right now.,"Jan 8, 2021 - Account Executive in Sydney",5.0,"Resilient and innovative, inclusive and adaptive","Big machine, tough to challenge.",Be the first to find this review helpful
130,Positive `Employment Experience,"Jan 1, 2021 - Enterprise Account Executive in Dublin, Dublin",5.0,culture is very positive benefits are good opportunity to develop and learn opportunity to earn,Management hiring can be poor `,Be the first to find this review helpful
131,great place to work,"Dec 28, 2020 - Business Development Representative in Dublin, Dublin",5.0,"good money, you learn a lot, great branding",not very known in certain niches for Medium sized copanies,Be the first to find this review helpful
132,Great place to work!,"Mar 25, 2021 - Sales Development Representative (SDR) in Dublin, Dublin",4.0,"Amazing benefits, good training, colleagues are great!",Culture + Values clash and are not aligned.,Be the first to find this review helpful
133,great,"Jan 14, 2021 - Head of Sales in Perth, Western Australia",5.0,"fun, energy, ssmart, sassy, fre e food","long hours, small team, resource",Be the first to find this review helpful
134,Great company,"Jan 15, 2021 - BDR in Dublin, Dublin",5.0,Flexible work and clear career path,A bit repetitive over time,Be the first to find this review helpful
135,Amazing place to work,"Jan 12, 2021 - Senior Engineer in Melbourne",5.0,Great Culture and Diverse Workforce,Limited Opportunities for Internal Promotions,Be the first to find this review helpful
136,Fantastic Campany,"Jan 13, 2021 - Architect in Paris",5.0,"innovation, culture, values, balance pro/private",pace of work and amount of work,Be the first to find this review helpful
137,Best place to work,"Jan 10, 2021 - Customer Success Director",5.0,"Agility, innovation, trust, diversity & equality",Startup mindset isn't for everyone,Be the first to find this review helpful
138,please don't keep asing me,"Jan 10, 2021 - Administrative Assistant in Vancouver, BC",5.0,Good company is really nice,Nothing really bad about it,Be the first to find this review helpful
139,Great company to work in!,,5.0,Great Work Environment Great coaching throughout your tenure Exciting product to sell Great team,Flexibility to work in different locations,Be the first to find this review helpful
140,Great company,,5.0,"Culture, product, management style, room for growth",Very complicated and takes time to get onboarded,Be the first to find this review helpful
141,Fun work and I feel valued,,5.0,"- Interesting work - Awesome team - Great benefits and pay - Looked after by management: told to take time off when it gets too busy, told not to work weekends etc. - Opportunities for advancement",- Fast-paced and stressful at times. Late nights do happen but are usually followed by 'take the afternoon off to make up for it',Be the first to find this review helpful
142,Great place to work,,5.0,"Great organizational culture, good benefits, innovative organization, inspiring leaders",There is no specific con,Be the first to find this review helpful
143,Life at Salesforce,,5.0,"The culture, low on the work stress, supportive managers, great perks, good holidays",It can take a while to climb the ladder,Be the first to find this review helpful
144,Facilities,,5.0,A best place to work in Australia so far.,Line manager was not very helpful.,Be the first to find this review helpful
145,"Great company, hard to get internal promotions",,4.0,"great culture, work life balance, great training","Not much internal opportunities, lots of friendly relationships in teams that lead to promotions",Be the first to find this review helpful
146,Mixed feelings,,4.0,Pay. Benefits. Strong brand. Good talent.,Micromanagement. Recent leadership doesn't go to bat for their team. A lot less autonomy than there use to be.,1 person found this review helpful
147,Be ready for long hours and crazy competition,,3.0,"Great culture, lots of incentives, lots of perks","Competitive, you feel like an air duct cleaning cold caller.",1 person found this review helpful
148,Great benefits Support career development,,5.0,Collaborative environment Great benefits Support career development,Working from home currently can be challenging. Excited for offices to open again.,Be the first to find this review helpful
149,Great place to work,"Jan 12, 2021 - Site Reliability Engineer in Singapore",5.0,Awesome company to work with and great people to learn from.,"Can't think of any, had a great time there",Be the first to find this review helpful
