,title,author_info,rating,pros,cons,helpful
15,First Time I've ever loved my job,,5.0,"***FOR SALESFORCE.ORG*** -Start-up culture with big company benefits -7 days of paid volunteer time off -enthralled in a work environment that is committed to giving back to better the communities we live/work in -love my co-workers and colleagues: I work with smart, passionate, ambitious, hard working and fun people -working from home is an option a few days a month -travel with my executive -PuppyForce! -free snacks and coffee drinks -beautiful new buildings to work in","***FOR SALESFORCE.ORG*** -we work hard but I'd say we maintain a solid work/life balance -HQ is located in San Francisco, so unless you have rent control it's quite an expensive city to live in! -High expectations of performance from Sr Management (however I find this as an interesting challenge and motivating)",9 people found this review helpful
16,Salesforce pre-sales,,5.0,"Very positive company, focus on work life balance, good benefits, great people that like to work at salesforce","Some conflict between ""Old"" salesforce culture (people who have been here a long time) and ""newer"" people from established enterprise software companies such as Oracle",2 people found this review helpful
17,Proceed with caution,,3.0,Great company culture and exciting company to work for.,Beware of your territory assignment if you are in sales. High turnover and growth dictate that territories may not be sustainable.,7 people found this review helpful
18,Good company to work for,,4.0,"Perks, Work life balance, Recognition and Challenges.","Constant push for delivery, poor learning opportunities in some teams.",Be the first to find this review helpful
19,Salesforce,,4.0,Great company culture as Salesforce.,Salaries are not competitive in all locations.,Be the first to find this review helpful
20,Salesforce Remote Employee,"Jul 31, 2018 - Technical Account Manager",5.0,"Amazing company, leadership, values, innovative. Best career move!! Highly recommend a career at Salesforce",6 months in and have yet to find any,Be the first to find this review helpful
21,Work Culture,"Aug 16, 2018 - Anonymous Employee",5.0,One of the best companies I have worked for,I don't see any Cons,Be the first to find this review helpful
22,Engineering Manager,"Sep 14, 2018 - Anonymous Employee",5.0,It is one of the best companies to work for with great work-life balance.,growth can be dependent on which cloud you work in,Be the first to find this review helpful
23,Great Company,"Oct 26, 2018 -",5.0,"Great People, Great Benefits, Easy Job!",Motivation to do more is sometimes lacking for the department,Be the first to find this review helpful
24,Great Place to work at and Inclusive work culture,"Jan 24, 2019 - Anonymous Employee in San Francisco, CA",5.0,Fun environment Inclusive Good Benefits,"Work load can be too much, only at certain times",Be the first to find this review helpful
25,Best Company I have ever worked for!,"Jun 3, 2019 - Senior Systems Engineer in San Francisco, CA",5.0,Great benefits and even better work culture,I can't come up with anything significant.,Be the first to find this review helpful
26,A great place to work,"Jun 29, 2019 - Associate Member of Technical Staff in Atlanta, GA",5.0,"Excellent pay, amazing benefits, appreciative and communicative management",Many competing priorities can make it difficult to develop and maintain well-written software.,Be the first to find this review helpful
27,Great place to work,"Jul 24, 2019 - Senior User Experience Engineer in San Francisco, CA",5.0,"Smart people, great work life balance, great benefits, engaging work","Slow moving ship, enterprise software isn't the most exciting, scaling is hard",Be the first to find this review helpful
28,Amazing role with plenty of future opportunities!,"Jul 31, 2019 - Senior Technical Program Manager in San Francisco, CA",5.0,"Culture, challenging problems, teamwork mentality","None, Salesforce offers learning opportunities, community involvement, and career support from Day 1.",Be the first to find this review helpful
29,Good job,"Sep 16, 2019 -",5.0,"Good company , great environment , open to new ideas",Big company so same layer’s of managemen tI work thur,Be the first to find this review helpful
30,Product Marketing Manager,,5.0,"Amazing career opportunities, great culture and people. Feel very well compensated to live a great life in San Francisco which is an expensive city. Highly recommend.","Lots of pressure to excel in this company, a great deal of competition and pressure. I thrive in that environment but it is not for everyone.",2 people found this review helpful
31,An Excellent Destination,,5.0,"Trusted to get things done, Resources to achieve goals, Snacks are rad, Great company values, #Ohana, encouraged to give back, Comp plans are great, starting a mindfulness kick.","Starting to have huge company feel, at times disconnect from hubs to SF, Crazy (but fun) growth expectations",Be the first to find this review helpful
32,Great Product,,4.0,Great Product to use. I had to relocate,"I have none actually, but thanks",Be the first to find this review helpful
33,Salesforce,,4.0,Good place to work on balance,None with the company itsslf,Be the first to find this review helpful
34,Great place,,5.0,Progressive company. Customer focused. Great culture.,I can't think of any. Great place,Be the first to find this review helpful
35,Technology,,5.0,Fun company to work for. Fun culture. Many perks,Growing too fast. Might jeopardize the culture of the company and might move in the direction of very coorparety,Be the first to find this review helpful
36,Sales Strategy and Operations,,3.0,- Great place to learn about sales/go-to-market strategy by watching others - Salesforce emphasizes sales and growth across the company which makes this position (as one tightly aligned with the sales team) one with significant view across functions - Strong company brand name - Great company-wide culture of giving through Salesforce Foundation and CEO's lead - Good average quality of coworkers on team,"- Compensation is low relative to peer companies - Days can be long (11-12 hrs minimum) and, after ~1 year, provide diminishing marginal return from the same role (result of 11-12+ hours of the same thing every day) - Team is hierarchical, having lost any ""startup"" feel it had as a result of significant growth. Result is a more political environments - Career trajectory within company is undefined and getting narrower as team's growth slows and more management levels are introduced. Promotion periods have also been extended, with fewer opportunities for ""moving up"" as a result - Rapidly diminishing exposure to senior management - more of a ""performance reporting and presentation creation"" role for the managers on the team",7 people found this review helpful
37,VP,,5.0,"Everything you hear about the company is true. The culture, the technology, and the people are the second to none. Everyday I come to work I am inspired and supported in ways that I never was at previous software companies. Our dedication to Giving Back (1-1-1 model) and wellness truly are unique.",The company is growing quickly. We're still learning how to balance scale with best practices. I rather like that we have autonomy to figure things out on our own as leaders.,Be the first to find this review helpful
38,Lead Member Of Technical Staff,,5.0,"Smart people, interesting projects. Flexible work environment Good culture. Team bonding is really good, many people are easy to work with and communicate with.","Conservative in many ways, need to avoid breaking customers. Monolithic codebase, need more focus on productivity. Hard to work across teams sometimes. Hard to get things done often.",1 person found this review helpful
39,Director,,5.0,"Amazing company to work for - fast paced, innovative, very focused on customer success & happy employees",Still got a lot of growing to do so is somewhat tactical compared to other enterprise software companies. If you join - come planning on helping to create solutions not follow someone else's plan,Be the first to find this review helpful
40,My Dreamjob,,5.0,+work/life balance +amazing company events that employees can attend (dreamforce etc) +1-1-1 model is real; we attend at least quarterly team volunteering events and there are constantly opportunities to give back +lots of opportunities to move around within accounting and other groups within the company (I've been in 3 different roles in my three years here) +great leadership +many opportunities to enhance processes and learn +cafe with great coffee/baristas,-Large accounting org and sometimes you're not fully aware of what other teams are doing -no free lunch,3 people found this review helpful
41,Region Vice President,,5.0,"Great company. Great products. Happy customers. Amazing culture. I was proud to be a Salesforce employee, and would absolutely work their again.","I can be difficult to become a true member of the team if you are remote, and not in a hub.",Be the first to find this review helpful
42,cool company to work at,,5.0,smart people to work with growth with bright future fast-pacing environment,"everything is changing, may not be a bad thing, depend on your preference",Be the first to find this review helpful
43,I can't believe I landed such a great job,,5.0,"The culture here is fantastic, I'm actually excited to go to work every morning. My coworkers never cease to impress me, and that's not limited to my engineering cohorts, technical and non-technical people across the company are phenomenal at their jobs. The benefits are excellent, ranging from your fairly typical health insurance and stock options to free catered meals, train passes, and a sizeable monthly housing stipend for living within 3 miles of the main office in Palo Alto. On top of that, the company listens to it's employees and acquires things people want. For example, recent acquisitions included a foosball table and a new cold brew kegerator.","Honestly the only downside I've been able to come up with is that they don't allow dogs. The relationship back to SFDC core isn't perfect (more stringent security and trust requirements), but as a multi-billion dollar company with multi-million dollar contracts that rely on the integrity of secure customer data I can understand that.",1 person found this review helpful
44,Sr Delivery Manager,,4.0,Great place and high energy and innovative products,too much going on at the same time,Be the first to find this review helpful
45,One of the best for all the right reasons,,5.0,"- culture is strong, positive and very employee centric - pay is very good and competitive to the market - our company give you SEVEN (7) days VTO, volunteering time off and encourages us to use them - tons of visibility, and you have access to lots of information","- your career path may be limited if you do not live in one of our hubs - although this may not be a negative for everyone, the company moves and extremely fast pace, and if you do not keep up with it you made quickly find yourself disconnected from the momentum of the company",Be the first to find this review helpful
46,working at salesforce,,5.0,"Culture is great, work opportunities are everywhere and the opportunity to make impact are limited by your capabilities. Company is focused, driving the entire business segment forward, and the leadership has great vision and are maniacally focused on execution.","The code base has some tech debt, and the infrastructure could improve on its ability to deliver capacity. The product is great, but the time it takes to get stuff done is longer than optimal.",Be the first to find this review helpful
47,Dream Job indeed,,5.0,Innovative and dynamic company Good People Company cares about employees,Growing so fast some of the culture might be lost.,Be the first to find this review helpful
48,Big Company that Cares,,4.0,"While Salesforce is a large company, there is a real focus on its people and the community at large. Opportunities to learn and grow abound and the career mobility around the company is high. Salesforce also offers its employees paid volunteer time off (VTO) every year which allows us to give back to our communities.","It is a very large company so it is possible to sometimes get ""lost"" in navigating the company structure.",Be the first to find this review helpful
49,Amazing Family to be a part of,,5.0,I have never worked at a company where everyone truly bought into the team concept until coming to Salesforce. I truly feel my managers have my back and the team around me is focused on the same goals. The technology is amazing and the company is laser focused on our customers' success!,"Things change fast! The company is growing very quickly hiring nearly 6000 people this past year. Not really a bad thing, but definitely something to be prepared to adapt quickly to personnel and technology changes.",2 people found this review helpful
50,"Excellent culture, great growth",,5.0,"Excellent culture and great growth. Great recognition, but you need to figure out your own career path.",Better stock compensation. Clear career path recommended.,1 person found this review helpful
51,Enterprise Account Executive,,3.0,"Great Pay, Great Core Values",Bate and switch with territories,6 people found this review helpful
52,Admin Assistant,,5.0,Very helpful and the training was awesome.,there where no cons working for the company.,Be the first to find this review helpful
53,A Focus on People is a Focus on the Future,,5.0,Mark B - this man gets it. I love working in a company where someone at his level is not just focused on his company bottom line but he can see how important people and culture are to build a good company. The ability to volunteer and help my community and those in need is a big deal and is well encouraged.,Some messaging fails to get down to all levels. Some lower level managers focus on things that do not seem aligned to who we are and how we do it and seem to focus too much on cost savings. Internal promotions seem to be passed up as an opportunity to grow existing talent over hiring outsiders that come in and have to learn the culture (which takes a little time),1 person found this review helpful
54,Great company to work for,,3.0,Smart people and big challenging problems to solve in engineering. People are allowed to be innovative and take chances. Focus on giving back (1:1:1) is pervasive throughout the company.,"Infrastructure engineering is very top heavy. It's become an org of overpriced ex Microsoft executives that have not delivered anything of value to the company and the group. There is complete lack of innovation in management style or technology. They have brought with them the management style of the 90's, which didn't really work to well for MSFT. The feeling in the group is contempt for Salesforce and the people committed to Salesforce. People work in fear, which is not the culture it was before they joined. It's sad to see the disregard that they have towards building an org on the values of Salesforce. Bad behavior and horrible treatment of individuals has been overlooked time and time again by HR and management.",7 people found this review helpful
55,The best company I have worked for (so far).,,5.0,"Volunteerism, flexible hours, work from home, excellent management, great benefits, competitive salary, innovative company, great client base, prioritize client needs and employee needs, amazing coworkers","Changes with acquisitions, remote employees sometimes feel left behind - but do get caught up. Company culture differs between cities.",Be the first to find this review helpful
56,Best Company to work for!!!,,5.0,There's a reason why this company continues to make Forbes Top 50 Companies to work for. Very driven workplace & a wonderful atmosphere,"No cons to list. Everything is great, grade A++",Be the first to find this review helpful
57,Great Company,,4.0,The culture is fantastic. The training is also really structured and sets you up for success. There is an emphasis on growth and improvement so always opportunities to learn more.,It has become a very large and successful company so if you are looking for a startup or small company experience this will not be a fit.,3 people found this review helpful
58,Overall Good Company,,4.0,"Awesome perks, great people, good training, successful company.","Difficult to navigate as a newcomer. Took me 3 weeks to get set up with a phone and laptop. For a tech giant that preaches innovation, they still have areas to catch up with.",Be the first to find this review helpful
59,Innovative Company,,4.0,"Free snacks, great benefits, flexible PTO, ability to work from home, quarterly bonuses, laid back culture, plenty of opportunity to grow within organization.",Sometimes when you work in a such a big company it's hard to get noticed for the value you provide and when it's as big as Salesforce it's hard to get assigned to work on truly strategic projects.,Be the first to find this review helpful
60,Member of Solution Engineering.,"Feb 24, 2016 - Member of Solution Engineering Team in Washington, DC",5.0,"Great company culture, products, and family. Amazing conversations with customers on how to transform their business. Culture of teamwork, change the world attitude. Lots to do but everyone pulls together to make it happen. Dreamforce is a game changer. We run the company from our products. Gives pace and transparency. Love it here. Best job in my career.",No real cons. There is so much opportunity in the market that it's difficult to get to it all. Quality people that have to ramp quickly when they come on board.,Be the first to find this review helpful
61,Fantastic Company - Fantastic Culture,"Feb 23, 2016 - Manager",5.0,"Ideas are not only encouraged, you are allowed to execute against those ideas with the agility of a small company.","Remote employee engagement could get better, but the independence it provides is unparalleled.",Be the first to find this review helpful
62,Technical Support,"Feb 23, 2016 - Senior Director",5.0,"Most innovative, great people and culture",Very fast paced and exciting so not for all,Be the first to find this review helpful
63,Could not be happier,"Feb 23, 2016 - Senior Solution Architect in Caldwell, ID",5.0,"SF has exceeded my best expectations, even after having worked with Salesforce team members for awhile as a customer. Now that I am onboard, I cannot believe how energizing the culture is. Marc has vision! Giving each employee 7 paid days to volunteer for their favorite non-profit is putting their money where their mouth is when it comes to 'giving back.' This changes the work place perspective completely!",I didn't go to work for Salesforce sooner.,Be the first to find this review helpful
64,Pre Sales Solution Engineer,"Feb 23, 2016 - Anonymous Employee in Chicago, IL",5.0,Culture is great and the products are terrific. Customers trust Salesforce and are very receptive to working together with the company.,"Growing pains as a result of fast growth but given the rate of growth, the organization recognizes this",Be the first to find this review helpful
65,True 'Ohana' spirit,"Feb 23, 2016 - Anonymous Employee",5.0,Very clear management vision. Innovative. Fast-paced. Lots of positive energy. There's a culture of empowerment that enables you to move your career forward.,Growing very fast that sometimes it's hard to navigate around the different groups and departments.,Be the first to find this review helpful
66,Recruiting,"Feb 23, 2016 - Anonymous Employee",5.0,"Dynamic, ever changing company that is focused on customer success and growth. Culture of transparency and collaboration. 1/1/1 model Paid Parental Leave Great career opportunities regardless of location",It can be hard to have a work/life balance.,Be the first to find this review helpful
67,Sr. Manager,"Feb 23, 2016 - Senior Manager",5.0,This company provides me the independence to contribute all of my talents and abilities. I love that they encourage us to give back to our communities and they are taking a leadership on important issues around equal pay and not allowing discrimination of their workers through regional legislation. The first year.. I didn't get why we had to transform the company - I thought it was the coolest company but now I get it. Transformation keeps the company healthy and growing!,With the growth - customer relationships can suffer when we re-align territories and new people are working with an account.,Be the first to find this review helpful
68,Dreamjob,"Feb 23, 2016 - Senior Accountant in San Francisco, CA",5.0,"-Great work/life balance -Well qualified management with relevant experience/education in their fields who will support staff and give them ample opportunity to prove themselves. -Collaborative culture. Positive team environment in which it feels like everybody is pulling for each other and on the same team. -Incredibly intelligent workforce: Salesforce is able to use its strong brandname to hire only the top talent and as a result has an environment where you are constantly challenged and learning, which continuously develops your own skill set. (Less than 1% of applicants receive employment offers)",Teams within accounting are very compartmentalized and offer little visibility into what the others are doing.,Be the first to find this review helpful
69,Inspirational and forward-thinking,"Feb 23, 2016 - Principal Consultant in Austin, TX",5.0,"Culture, benefits, work, volunteerism, caring, inclusive, fast, great leadership by example, everyone is extremely bright, helpful and there is an open culture. Easy access to executives and mentors.","There are really low cons, can't think of any at this time. Perhaps this is based on the different teams or locations.",Be the first to find this review helpful
70,Analyst,"Mar 8, 2016 - Analyst in San Francisco, CA",4.0,"Regular Tech Perks, ability to work from home as need be, a lot of room for advancement once in the right group","Management does not know how to manage, lots of technical strong person but unorganized skills. Lack of interesting projects.",Be the first to find this review helpful
71,Director Technical Program Management,"Feb 22, 2016 - Director of Technical Program Management in San Francisco, CA",5.0,"Interesting work, open transparent culture, very friendly helpful people for the most part! Love the philanthropic programs the company has, which is encouraged from CEO down: they provide 6 paid days off to volunteer at a charity; if you use all 6 days, they give $1000 to a charity of your choice; they also match any donations to charities up to $5000 per year. The leaders in my business unit have a really good vision, but could do better to communicate it downward all the way to the ICs.","So much work to do! So much infrastructure to fix - to automate. The leaders know that things need to be fixed and have provided a vision, but they need to do a better job of communicating it and ensure we are all marching to the same drum beat. From a Technical program perspective, they need to hire more! They are in middle of a transition, and from an Infrastructure Engineering perspective they are currently at a ratio of about 25-30 engineers per TPM. It needs to be more like 10 engineers per TPM.",Be the first to find this review helpful
72,"It's pretty great company, actually.","Feb 22, 2016 - Anonymous Employee in San Francisco, CA",5.0,The work is exciting. The people are generally friendly and good at their jobs. There are lots of nice perks. The company supports charities and employee volunteerism.,No Cheetos in the kitchen.,Be the first to find this review helpful
73,I love it here,"Mar 7, 2016 - Anonymous Employee",4.0,- Amazing Benefits - I truly enjoy working with everyone I've been working with for the past four years. - 1:1:1 model and getting volunteer time off - Managers always receptive to suggestions on different ways of doing things - Many opportunities to grow,- Too much emphasis on utilization a,Be the first to find this review helpful
74,Senior Manager,"Feb 26, 2016 - Enterprise Corporate Sales, Account Executive",3.0,"The people, the training and the innovative product.",We're getting too big and are less and less connected with our employees. We struggle at times with deciding between doing what's right for the business and doing what's right for our people. It's inevitable with a mature business like salesforce.,5 people found this review helpful
75,30 Day Status Report,"Jan 28, 2016 - Commercial Account Executive in Dallas, TX",5.0,"Company is still in hyper-growth mode. Still building FIELD sales model, so I see alot of opportunity. Company invests weeks of time and money in on-boarding new employees, including a week-long trip to HQ in San Francisco to get a first-hand look at the culture. Selling a platform now, so sales is still SFA focused, but so much more to offer to customers today.","You better be organized, driven and accountable. People fail fast here.",7 people found this review helpful
76,Evolving,"Feb 29, 2016 - Anonymous Employee",3.0,"CEO - passionate technology visionary and passionate philanthropist and promoter of social justice. He is the reason this company continues to have the success and brand strength(as a technology company and employer). Despite size and age, the company continues to be an innovative leader with continued growth potential.",Hiring and promotion decisions are at times perplexing. Senior leadership seems disconnected from the masses. The organization is getting big - HR needs to be more involved and influence more.,3 people found this review helpful
77,Great place to start your career,"Mar 5, 2016 - Anonymous Employee",4.0,+ Amazing work culture that encourages you have fun on the job + One of the few enterprise companies rapidly modernizing the architecture + Very receptive to employee concerns + Company events throughout the year are mind blowing,- Takes enormous effort to coordinate across teams - Remote culture can also serve as a double-edged sword when it comes to team bonding,Be the first to find this review helpful
78,"Fast growing, exciting, with growing pains","Mar 4, 2016 - Architect, Quality Engineering in San Francisco, CA",4.0,"Awesome culture, great salary, exciting work, smart people, great location, great benefits, not afraid to learn from failure, great learning opportunities","slow to change, slow releases, becoming more political",Be the first to find this review helpful
79,Sales Development Representative,"Feb 18, 2016 - Anonymous Employee",5.0,The development and training in this role is the best in the world. It is nice to work with some of the best talent that is out there.,It takes two years before you are in a closing role. Although development is everything in Salesforce and this training will pay off.,Be the first to find this review helpful
80,Sr. Account Executive,"Feb 24, 2016 - Senior Account Executive in San Anselmo, CA",4.0,"The people are young, vibrant, and very smart. The company believes strongly in walking the walk and talking the talk; the 1/1/1 model isn't just marketing. The company will outfit you with the hardware, tools, and skills to be successful. Ability to move within the company in different departments is definitely there. The work hard/play hard philosophy is alive and well.","Growth and change can be challenging to manage. Sometimes when new products are rolled out, they're not fully baked. As in many places, there can be a cliquey/fratty feel to some of the sales teams but nothing that can't be managed. I had to be diligent about tracking my sales to ensure I got paid appropriately; it was a pain in the butt but I learned this the hard way.",3 people found this review helpful
81,MTS,"Mar 3, 2016 -",4.0,very good work life balance,a lot of re-org recently,Be the first to find this review helpful
82,Best company I've worked for to date. Highly recommend joining the Salesforce team,"Jul 25, 2015 - Anonymous Employee in San Francisco, CA",5.0,"-Huge emphasis on the importance of charitable giving and being environmentally sustainable (backed by 6 paid volunteer days per employee annually, $5000 annual employee match for charitable giving, frequent internal charitable events) -Prioritizes engaging employees by aligning personal career goals with each employee's duties and encouraging movement between functions and departments throughout the company -Incredibly intelligent workforce: Salesforce is able to use its strong brandname to hire only the top talent and as a result has an environment where you are constantly challenged and learning, which continuously develops your own skill set. (Less than 1% of applicants receive employment offers) -Strong community environment: Salesforce has been able to build a corporate family unlike any company I've been a part of before. People honestly care for each other and will go out of their way to look out for past and present employees. Salesforce focuses on working as a team rather than separate individuals which develops a sense of inclusion. -Incredible parties: Salesforce certainly caters to a more extroverted, lively and connected personality by having frequent social and networking events throughout the year -$100/mth employee fitness benefit and health benefits that are largely absorbed by the company. Free yoga classes and espresso bars are also offered in some offices -Offices are generally situated in the heart of cities rather than in suburbs",-Headcount growing perhaps too quickly which could transform the community feel to a more corporate environment -Does not offer full meals (light snacks and beverages are provided) -Signals of a more corporate future ahead evidenced by a shift away from local vendors to their global competitors,62 people found this review helpful
83,"Great benefits, big company beaurocracy","Mar 1, 2016 - Marketing Manager in New York, NY",4.0,"Lots of resources (money for interesting marketing spend), generally really smart, good people to work with, excellent benefits.","Very large company that wants to work in fast-paced start-up mode, but because of sheer size, everything takes longer than you'd hope and approvals can be a nightmare.",Be the first to find this review helpful
84,Best tech company,"Mar 1, 2016 - Manager in Edgewater, NJ",4.0,"Salesforce is one of the best tech companies to work for. Great benefits, competitive pay, free snacks, and so on. The product and service offering are best in class. People here are incredibly smart and talented.","Teams are very siloed. Head's down work environment. A lot of people do not participate in work events because they're too busy. If you're in services department, you won't have the best work/life balance",Be the first to find this review helpful
85,Great place to work,"Mar 1, 2016 - Anonymous Employee",4.0,"My team was undoubtedly the best part about my Salesforce experience - the office environment is great, excellent perks as well. I really loved the idea of VTO (volunteer time off) and giving back to the SF community to repair some of tech's damage.","Prepare to work HARD - and often feel overworked. It's a lot to handle, at times, and very fast-paced. It's also easy to feel like just a number here given that there are thousands of employees in SF.",Be the first to find this review helpful
86,Great Company Culture,"Feb 12, 2016 - Project Manager in Indianapolis, IN",5.0,"Company Culture, Management, Career Advancement Opportunities, Work-Life Balance",Cannot think of any cons,1 person found this review helpful
87,Sourcing Analyst,"Feb 16, 2016 - Manager in San Francisco, CA",5.0,"Great work/life balance, benefits and career opportunities",Start-up company growing into adolescence is fostering a slightly more siloed environment,Be the first to find this review helpful
88,Dreamjob Central,"Feb 16, 2016 - Anonymous Employee in Atlanta, GA",5.0,"- My manager is strongly invested in my career growth, and ensuring I am pursuing all opportunities to move up - My team is dedicated to ensuring worker morale stays high and positive, and actively works to reduce burnout - Top notch benefits",- Salary is not the most competitive when compared against other companies of this size - Can sometimes run into corporate red tape when trying to get things approved,Be the first to find this review helpful
89,A Great Experience,"Feb 11, 2016 - Anonymous Employee in Atlanta, GA",5.0,Everyone at Pardot really does genuinely care about your success and wants to see you excel. I honestly can't imagine a better work environment.,I'd be hard pressed to come up with any major cons. I do wish that I had more of an opportunity to advance within the company before h,1 person found this review helpful
90,Incredible company. Exceeds all expectations,,5.0,"- Incredible leadership - Incredible training and development - Everyone takes great pride in their work, the company culture, the brand, and the constant innovation - All values are not lip service. Everyone in the company lives and breathes these values every day. - Everyone expects excellence","It is a very competitive environment. The company has done a really good job cultivating a culture of ownership, accountability, trust, and potential for growth. Not a con, but the vast majority of employees are type A personalities that want to win and advance through the ranks. People are very collaborative and supportive because that behavior is rewarded at Salesforce, and these types of personalities making up Salesforce is largely why the company has been so successful. That said, as is the case of any ultra high performing environment, everyone wants to be at the top.",1 person found this review helpful
91,No growth if you are remote.,,4.0,Fast Paced Growing Hiring aggressively the best talent,SF centric New Managers coming in who have no idea of how to leverage skill sets Too many re-orgs especially in CSG,2 people found this review helpful
92,A Truly Great Place to Work,,5.0,"Autonomy, Opportunity, Amazing Resources, Perks, Great Exposure, Tons of Learning, Trust, Respect, Vision",Not as much 1:1 development as I had expected,Be the first to find this review helpful
93,Sr. Account Executive,,4.0,"- Amazing, fast-paced environment with tons of opportunity for growth. Management is open to new ideas and deal strategies. Talented, fun group of colleagues. - Fruit and various snacks and beverages for free - Great corp travel policy - Recently launched a ""Wellness Day"" with a guest speaker that seems to be quarterly",- Mixed messages from the sales management team when it comes to focusing on customer's success and prioritizing aggressive growth creates a pressure-sale environment which can/does damage our relationship and credibility,1 person found this review helpful
94,Enterprise account exec,,3.0,Headquarters great culture and promotion opportunity,If you are considering the enterprise business unit or any sales don't accept the job until you know your accounts/assignment. In enterprise sales they are cutting your accounts in half each year and your quota goes up,2 people found this review helpful
95,Better be in SF,,3.0,Great culture. Great people. Great comp,Headquarters centric. Unless you're in San Francisco you don't get the same culture and its an uphill battle to get in with the top projects.,2 people found this review helpful
96,Great Company to Work for,,5.0,Highly recommend to anyone looking at cloud computing companies,Nothing really to add here.,2 people found this review helpful
