,title,author_info,rating,pros,cons,helpful
10,Good place to work,"Oct 24, 2021 - Associate in Pune",5.0,Good benefits Work life balance Work culture,Less pay than the competition,Be the first to find this review helpful
11,simply the best company,"Oct 21, 2021 - Technical Architect in Paris",5.0,"Enabling, encouraging, a lot of perspectives, value based company",no cons found for the moment,Be the first to find this review helpful
12,Technical,"Oct 22, 2021 - Senior Supervisor",5.0,All types of working with technical and around work,All of the above is work in totely,Be the first to find this review helpful
13,Stressful/Disappointed,"Oct 27, 2021 - Account Executive",2.0,"Great products with an eye towards constant innovation. Each vertical comes with solutions tailored to the specific industry, including in-house advisors Super fast paced environment with an eye towards getting stuff done. Amazing benefits","I’ve never worked in an environment where I’ve had to question my integrity and values as much as here. Transparency is requested by Salesforce, yet the opposite seems to be modelled and demanded by leaders.",7 people found this review helpful
14,Would recommend to a friend,"Oct 20, 2021 - Business Development Representative in Dublin, Dublin",5.0,A lot of great benefits and working with excellent leaders,Need to hit certain criteria before promotion eligibility,Be the first to find this review helpful
15,Nice environment to work,"Oct 20, 2021 - Salesforce Administrator",5.0,Best team to work with,Nothing bad it's a nice place,Be the first to find this review helpful
16,"Great culture, tough targets","Oct 19, 2021 - Sales Development Representative in Dublin, Dublin",5.0,Benefits and people who work there,"tough targets, sometimes overwhelming workload",Be the first to find this review helpful
17,Fantastic place to work,"Oct 20, 2021 - Business Development Representative (BDR) in Dublin, Dublin",5.0,"so much support from Managers, team mates, and the wider business. Demanding work but exposure to brilliant accounts. Huge amount of promotions per year and very very clear direction on how to reach them. Wellness days as extra days off for mental health","competitive, may lead to clashes with leads, but this happens extremely rarely.",Be the first to find this review helpful
18,"Great company, great culture","Oct 18, 2021 - Solution Engineer in Vancouver, BC",5.0,"Company cares - great benefits, culture",Getting really big!!! Lots of M&A activity - getting hard to keep up as a SE with all the possible things to solution.,Be the first to find this review helpful
19,Great Company,"Oct 18, 2021 - Solution Engineer in Singapore",5.0,"Great culture, plenty of opportunity great compensation and benefits","Very sales driven, and sometimes product innovation is slow",Be the first to find this review helpful
20,Good,,4.0,"Good culture, lovely colleagues and Good salary",Hard work People focus on targets see,Be the first to find this review helpful
21,Good place to learn,,4.0,Great place to learn and grow,Pay is lower than industry standard at the moment,2 people found this review helpful
22,good company,,3.0,good work ethic and good training,can't think of any really,Be the first to find this review helpful
23,Best Place to Work,,5.0,Good learning enviorment for positive mind set persons,"Mioner politicking ,micro managment ,sometims worklife balance questionable",Be the first to find this review helpful
24,Great company culture,,5.0,Friendly and everyone willing to help in the company. Great support from management and peers.,"Super fast paced environment, policies and technology changes all the time. Work Life balance is a challenge.",Be the first to find this review helpful
25,review,,4.0,definitely good work life balance,there are not much promotion opportunities,Be the first to find this review helpful
26,Great place,,5.0,Positive environment Lots of opportunity Value employees,Becoming corporate Lack of progression in senior roles,1 person found this review helpful
27,Awesome place to work,,5.0,"Incredible culture, Endless avenues to grow, learn and share with passionate colleagues. Salaries are the highest I've been witness to (and earned) Promotion and new role options are endless","There is ALOT of training that occurs through Trailhead, majority of which isn't specifically focused on the job at hand",1 person found this review helpful
28,Best employer,,5.0,Perks Hours Salary is great,Corporate structure Everybody has to go to Dublin,Be the first to find this review helpful
29,Nice place to work,,5.0,Nice place to work for,Leadership makes interesting decisions that can lead to job redundancy.,Be the first to find this review helpful
30,Great company & Inspiring leaders,,5.0,"Amazing Leaders who care about your career, Robust benefits, Wide options to grow internally within the company. This company cares about their employees, they don't do things for PR, employee experience is at par.",Some India-based leaders are biased and they try to micro-manage.,Be the first to find this review helpful
31,good,,4.0,it is a good company,need to organize that sometimes,Be the first to find this review helpful
32,Good experience,,4.0,- Solid training - Room to grow up or laterally - Good brand name on resume,"- Internal politics sometimes, especially in getting promoted - High expectations and emphasis on hitting quota every month",1 person found this review helpful
33,my company its ok. which great time,,5.0,my company its ok. which great time,dont have. i like it,Be the first to find this review helpful
34,Diversity and culture,,5.0,The employee's wellbeing is always one of their priority. Provides LGBT employees safe space and comfortable working environment. From the company I now more am more aware the difficulties and hardships that been thru. Kudos to SF.,Nothing that I can think of,Be the first to find this review helpful
35,Great but can be better,,4.0,great benefits great people great leadership well recognized always evolving promotes continuous learning,less control over engagements can have a lot pressure at times massive difference in treatment between services and sales parts of the business can still need to mature Constant restructuring,Be the first to find this review helpful
36,Grading System is strange,,5.0,"colleagues, events, Marketing engine like no other.",getting more cutthroat on T & E to take customers out. Moving to the all-digital world is conflicting to sales reps that are used to F2F relationship building and corporate travel. Big targets,1 person found this review helpful
37,Good company to work,,5.0,good WLB and cool people to work with. Good culture Can beat many companies in compensation,Bad tech in some of the teams working on the core product. Bad tooling and process in some teams,Be the first to find this review helpful
38,Angry boss,,1.0,It had some okay people,The boss was angry or offensive and super informal The demand for performance was never backed up by proper training Not a lot of people stuck around due to some of the airheadedness of tbe boss of that area,1 person found this review helpful
39,good,,5.0,good way to gain experience,not too many people but fun,Be the first to find this review helpful
40,The worst company ever,,1.0,payment on time child benefits good IT suppport,"I used to work for Microsoft and Oracle. In comparison to them, SF is the worst... by far! The company (who claims their value is trust) employs managers who speak about their employees behind their back. The manager would cancel all the meetings I scheduled for us witout saying a word about it. Also, I heard him speaking about other people a coupld of times to find out later he did the same for me and my BDR in other meetings. That's all in terms of trust in practice. Also, for some regions, they push on selling and they have done zero market research. Therefore their product is not only worse than competitions, but also 10 times more expensive. Money as with other companies, but the amount of stress and mismanagement - not worth a month staying there!",5 people found this review helpful
41,Nice company to work,,5.0,"Health benefits, shift allowance, health environment",Not seen any as of now,Be the first to find this review helpful
42,A good company to work,,4.0,Salary and Benefits they provide,"Some time work-life balance is not so good , especially in Support role",Be the first to find this review helpful
43,Profile,,4.0,"Good Work Place, Good Hikes",No Downsides are there present,Be the first to find this review helpful
44,"Great company overall, but easy to get lost",,4.0,Lots of opportunity employees are treated well,"If you agree to special projects your career may stagnate rather than grow. The newish job definitions created transparency, but don't always benefit the employee or the company when something outside of the box is needed. A PM working on a new product that will take a multi-year effort does not meet the requirements for their job or promotion because everything is based on an existing product and working with Scrum teams. Taking that big bet stretch assignment will bench you career-wise.",1 person found this review helpful
45,Great Culture and Mission,,5.0,"Great People Focused culture, smart and motivated co-workers, company benefits, diversity and inclusion and innovation driven as well as open culture.",Nothing major to write about.,Be the first to find this review helpful
46,Great culture,,5.0,"Culture, flexibility, enablement, managers, salary",Sometimes a lot of politics,Be the first to find this review helpful
47,Supportive Nature,,4.0,Work is good and balanceable,Nothing bad to share it.,Be the first to find this review helpful
48,Huge Company,,2.0,"Great people, excellent products. Strong teaming.","Huge company with lots of red tape. Keeps employees busy with internal requests, internal meetings and consumes selling time.",Be the first to find this review helpful
49,In Decline,,3.0,The pay and benefits are excellent.,Everything negative feels derivative of poor management practices. No career growth for individual contributors.,4 people found this review helpful
50,"Great company, with an upcoming toxic culture!",,3.0,"Salesforce is a great company, with decent compensation and a lot of training to succeed and become great at Sales.","However, because of the unrealistic growth expectations, the pressure to over-perform and the fact that we can’t take more than a few days off in a row, makes it not the perfect culture anymore!",3 people found this review helpful
51,"Great products, awful leadership and too much bureaucracy",,1.0,- Benefits / perks - products are elite and new exciting acquisitions - Work with some great people who are extremely passionate,- Base salary for internal promotes is significantly lower so you’re effectively punished for staying with the company - Internal meetings & training keep increasing limiting time you can spend with customers - Drink the “kool aid” or risk being shunned - Growing targets with reduced territories - Local leadership are useless and have no authority to action anything. Always go via the US it’s laughable - Workplace bullying and micromanagement is common - Bureaucracy is out of control. Nothing can be done without a form going through a chain of command via 10 people which seems ironic given the who product value proposition is to promote simplicity and automation.,8 people found this review helpful
52,Great company with great WLB,,5.0,"Great WLB, great employee health, retirement and wellness benefits, employees are taken care of and listened to, fair compensation, still lots of room to move upward",Big ship so territories can be saturated. Can sometimes be hard to find resources internally for smaller accounts.,Be the first to find this review helpful
53,Best place to work,,5.0,"A lot of learning opportunities, fast-paced environment, fast promotion, great salary, amazing culture.",A bit of pressure on targets.,Be the first to find this review helpful
54,Great company to work for - But it's getting big,,4.0,Great pay Great benefits Lots of intelligent people Great job security Lots of opportunities to learn and grow They promote from within,"Internal hire/promotions make less than external hires. Could be a big difference (Over 100k base - with accelerators/spiffs/bonuses it's worth over 300k difference in pay) Company is getting very big. The young start up, fast pace, and youthful vibe is gone. Lots of people from Oracle and white hair running the company. There are cliques. Usually between internal and external hires. Some management within Enterprise space power trip. Have massive egos. (Not all are like this as some are incredibly humble and well respected)",4 people found this review helpful
55,Very good place to work,,5.0,Career Progression is rapid Pay is great Benefits are amazing,Corporate Politics are strong and evident,1 person found this review helpful
56,Great career progression,,4.0,"Salesforce is a great place to get your career started in sales. Great leadership, learning opportunities and benefits",It is becoming a big giant and therefore could be a stopper for individual growth in the future,Be the first to find this review helpful
57,Great Company to work for,,5.0,Best employer so far for me,Of course it's a numbers driven company. You should like it,Be the first to find this review helpful
58,Great first workplace,,5.0,"Competitive salaries and great benefits, customer-centric, listening to the markets.",A bit slow from time to time due to the massive organisation. Some degree of politics.,Be the first to find this review helpful
59,"Wonderful company, if you fit the culture",,4.0,"Great salary, perks and product and peers",JFDI from San Fransisco. Little option to innovate in role. Very little cross-departmental career growth,Be the first to find this review helpful
60,Amazing company culture,,5.0,"Fast paced, Great people, Great culture",Base salaries could be better,Be the first to find this review helpful
61,My review,,5.0,Good Work and Good company,No cons as of now,Be the first to find this review helpful
62,Great Company,,5.0,Great Culture Great leadership Values demonstrated Empowering people professionally and personally Care for individuals as people first,"Honestly, not too much I can think of.",Be the first to find this review helpful
63,Best company in the world,,5.0,Environment - work as family Salary range Benefits Development Carreeer path You can be yourself Social commitment Carreer path,"No cons, the company is incredible",Be the first to find this review helpful
64,Working at Salesforce Israel,,5.0,"Best school - Salesforce invests a lot in the development of their employees Amazing benefits - Childcare, COVID, wellbeing, education fund, etc.",Work/life balance - high competition for promotion,Be the first to find this review helpful
65,Fantastic culture - zero regrets,,5.0,Fantastic culture. Focus on diversity is making a difference that is tangibly better than what I have experienced elsewhere.,"The company is large, so it can take a while to network effectively internally.",Be the first to find this review helpful
66,Overall Culture,,5.0,Awesome workplace. Proud to be part of this company.,Nothing I can think of.,Be the first to find this review helpful
67,Great opportunity to learn,,5.0,Good leadership Active participation of complete team to solve a problem. Good after work activities.,There were not any cons,Be the first to find this review helpful
68,Good company to work for,,5.0,"very good well being benefits, decent salary, family vibe",Can not thing on any,Be the first to find this review helpful
69,It was good,,5.0,Have a good friendship with a customer,It getting money from selecting customer,Be the first to find this review helpful
70,Good,,5.0,"Good culture and learning, good compensation",None none none none none,Be the first to find this review helpful
71,A great company,,5.0,Fantastic culture to work in,"Nothing to say, no cons.",Be the first to find this review helpful
72,Brilliant company,,5.0,Best company I've worked for.,Nothing to report for cons.,Be the first to find this review helpful
73,Great values and career opportunities,,4.0,"People, fast-paced, wins celebrated, great culture, great compensation","Typical big corporation structure, sometimes feel like a number",1 person found this review helpful
74,Amazing culture and opportunities,,5.0,Great culture Fast growing - many career opportunities Intrepreneur/innovation mindset,Complex matrix of products and organisation,1 person found this review helpful
75,Great culture,,3.0,"Open culture Company values Wellness budget, wellness days, ... Benefits in general are awesome",Too many management layers resulting in micromanagement Targets are way too challenging Work-life balance is off Very American legal procedures when dealing with EU customers Internal processes are a mess A lot of metrics in tracking AE activity,2 people found this review helpful
76,Great leadership through changing times,,5.0,Support and investment in people,"Can be Californian centric, but working to improve regional accountability",Be the first to find this review helpful
77,Enterprise Account Executive,,5.0,Amazing company! Moves so fast!,Very very few. You work hard at Salesforce but you are rewarded for your hard work.,Be the first to find this review helpful
78,"Great place to work, with awesome benefits and work life balance",,5.0,"1. Supportive team and leadership, creating best culture for work. 2. Work life balance 3. Wellness programs","1. Sometimes work may get monotonous or challenging, but that's not a con, it's part of job. 2. No clear career path, as the career is employee. driven in Salesforce.",1 person found this review helpful
79,Best company in the world,,5.0,"Great company, with a.azing management and strategy",I can't find real cons It's really a great place,Be the first to find this review helpful
80,"Great executives, great place to work",,5.0,"Good culture, good pay, and good executive leadership - with a lot of policies that reinforce that you are working in a good place",It is a pretty big company - has some side effects which come with that - like sometimes you may feel like there are so many pieces you don't know completely about,1 person found this review helpful
81,Good n bkchod,,3.0,Good and was very efficient as all we know it is,Good and very measured effectiveness,2 people found this review helpful
82,Great company,,5.0,Best environment Employee Trust and friendly,None none none none none,Be the first to find this review helpful
83,Best place to work,,5.0,Workplace culture Perks & Benefits Innovative development Work life balance,"No cons specifically, probably can pay better",Be the first to find this review helpful
84,Good,,4.0,Great employee benefits such as: - top cover private health insurance - leave - brand recognition,Verticalisation and dissection of territories makes it extremely hard to hit quota unless you're gifted a good territory.,Be the first to find this review helpful
85,Good to work,,4.0,It all depends on the team if your team is good you will enjoy your work,No cons as of now,Be the first to find this review helpful
86,Great Company,,4.0,Good WLB Great benefits Good teams Great Company,Slow career growth Less pay if staying more than 3 years,1 person found this review helpful
87,Fake and Fraud management,,1.0,Good pay and perks. Clean workspace.,"Corrupt , fraudulent and political middle management specially crm infra. Highly selfish ,incompetent and greedy. Work for their convenience. Good engineers suffer for the sake of management. Dumbs grow for the sake of management.",5 people found this review helpful
88,Great place to work,,5.0,"Collaborate with our Sales Development teams to grow & enhance customer intelligence Engage with customers via telephone and email to analyse their needs Attend regular stakeholder meetings Focus on your self development by attending internal courses Partner with colleagues on internal pillars to help drive our growth, culture, alignment & talent Help drive innovation, knowledge sharing and, fun in our team meetings and discussions",none for now! great place all round,Be the first to find this review helpful
89,Best company ever,,5.0,The culture and the benefits,"Nothing in fact, but to mention something, it can be the volume of work, in a fastest growing scenario",Be the first to find this review helpful
90,Good,"Oct 3, 2021 - Senior Software Engineer in Singapore",5.0,"Good culture and learning, good compensation",None none none none none,Be the first to find this review helpful
91,Good company,"Dec 16, 2021 - Account Executive in Dublin, Dublin",4.0,Salesforce is a great company,To result focussed - little eye for the emotions of humans,Be the first to find this review helpful
92,good conmany,"Dec 21, 2021 - Anonymous Employee",3.0,go od cul ut ure,salary promotion aa aa word change opportunity,Be the first to find this review helpful
93,Good culture,"Sep 27, 2021 - Head of Alliances in London, England",5.0,Good culture and career roadmap,big targets with intense onboarding and sometimes a little stretched,Be the first to find this review helpful
94,Incredible company,"Sep 8, 2021 - Senior Account Executive in Dublin, Dublin",5.0,"Pay, Perks, Culture, Values, Talent and Opportunities. Job satisfaction and pride in every way","Fast paced, can be a high stress environment",1 person found this review helpful
95,Best work culture,"Sep 5, 2021 - Program Architect in London, England",5.0,Very respectful culture and reputable brand,Promotions are very limited for internal employees and not transparent enough,Be the first to find this review helpful
96,You either sink or swim,"Aug 31, 2021 - Account Executive in Toronto, ON",5.0,Great culture Benefits Logistics/Operations of the Business,Small territories - either you get a great patch or a bad patch Tough sales metrics - volume of calls/opportunities created/closed business,Be the first to find this review helpful
97,Good employer,"Dec 21, 2021 - Manager",3.0,Enjoyed working with Salesforce team.,"Big company, easy to become invisible.",Be the first to find this review helpful
98,Salesforce Lifestyle,"Sep 10, 2021 - Tier-2 Technical Support Engineer in Hyderābād",5.0,Good Work culture. Nice office.,work pressure is very high,3 people found this review helpful
99,Good,"Oct 7, 2021 - Business Development Representative (BDR) in Sydney",4.0,Great employee benefits such as: - top cover private health insurance - leave - brand recognition,Verticalisation and dissection of territories makes it extremely hard to hit quota unless you're gifted a good territory.,Be the first to find this review helpful
100,Working,"Sep 20, 2021 - Anonymous Employee",5.0,"Good, Good benefits to employees",Nothing that I observed yet.,Be the first to find this review helpful
101,Love it,"Sep 20, 2021 - Business Development Associate (BDA) in Dublin, Dublin",5.0,"Pay, people, management, learn a lot","None, fantastic company to work for",Be the first to find this review helpful
102,Great,"Oct 4, 2021 - BDR Manager in Dublin, Dublin",4.0,"Great benefits, huge sales org, and good learning possibilities",The org is huge so little impact is possible,Be the first to find this review helpful
103,Great Company,"Sep 18, 2021 - Anonymous Employee",5.0,Great learning opportunities and a good culture.,Lots of change all the time.,Be the first to find this review helpful
104,Great place to work,"Sep 18, 2021 - Software Engineer in Bangalore",5.0,"> Great place to work > Medical benefits for self, partner and parents > Wellness reimbursements",> No cons as of now,Be the first to find this review helpful
105,i have experience its goodness,"Sep 18, 2021 - Delivery Driver in Nairobi",5.0,best place ever to be,misunderstanding of language and getting boref,Be the first to find this review helpful
106,Good,"Sep 17, 2021 - Account Executive in Dublin, Dublin",5.0,"Methodology, compensation plans, teams, formation",Pressure is high but handlable,Be the first to find this review helpful
107,Best place to work for,"Sep 17, 2021 - Associate Member of Technical Staff in Bangalore",5.0,The company truly cares about it's employees and it clearly is one of the best companies to work for. I have found a lot of scope for learning at this company.,None I have found yet,Be the first to find this review helpful
108,Developer Support Engineer,"Sep 18, 2021 - Developer in Hyderābād",5.0,"Wellness Benefits ,Cab facility , Leave policy",Work Life balance is tough for support,Be the first to find this review helpful
109,Great company to work at,"Sep 18, 2021 - Lead Software Engineer",5.0,"Salary Work life balance Hybrid work Wellness, courses, conditions",RSU model is not clear. Bureaucracy Corporation,Be the first to find this review helpful
110,Dreamjob,"Sep 14, 2021 - Senior Account Executive in London, England",5.0,"Culture first, everyone cares and wants to help",A lot going on an a lot of expectation. Company is growing fast,1 person found this review helpful
111,"Great company, great work environment, great benefits","Sep 16, 2021 - Business Development Associate in Dublin, Dublin",5.0,"People, values, work, salary, perks",Building not built yet which is a shame,Be the first to find this review helpful
112,Great company to work for,"Sep 17, 2021 - Finance Trainee in Dublin, Dublin",5.0,"Stays true to values, and values it employees",Extremely fast paced due to continuous growth,Be the first to find this review helpful
113,Salesforce | Good Place to work at.,"Oct 1, 2021 - Anonymous Employee",4.0,Great Culture. Respects Work life balance.,"Little behind in tooling systems as compared to other big tech giants, but consistently improving on the same.",Be the first to find this review helpful
114,Recruitment interview,"Oct 21, 2021 - Senior Account Executive in Paris",1.0,Don't try to join this company,The future of salesforce is in his past. Zero respect for candidates,2 people found this review helpful
115,Great place to work at,"Sep 15, 2021 - Business Analyst in Sydney",5.0,"Amazing perks, great culture, they care for you, good opportunities",Work can increase dramatically fast,Be the first to find this review helpful
116,Best company to work,"Sep 16, 2021 - Support Engineer in Hyderābād",5.0,"Work culture, Flexible working hours, Work from home facility, Cab facility, Cafeteria","Night shifts might be trouble for some people, Apart from that Salesforce is a great company to work with.",Be the first to find this review helpful
117,BDR for GCR,"Sep 30, 2021 - BDR Representative in Singapore",4.0,Good benefits and great place to work,"High KPI for BDR, need to depend on AE to succeed",Be the first to find this review helpful
118,very good,"Sep 27, 2021 - Sales Manager in London, England",4.0,"home office, friendly office, respect staff",very busy certain time of the year,1 person found this review helpful
119,Good,"Sep 15, 2021 - Software Engineer in Mumbai",5.0,Fast to learn place in IT,Low salary but good work,Be the first to find this review helpful
120,Great experience,,4.0,-Wellness days - Volunteer Leave -Strong sense of friendship with colleagues - Education reimbursement - Wellness reimbursement,- Meeting ambitious sales targets on a monthly basis - Managing relationships between multiple people within the business. - Difficult to achieve targets when taking holidays,Be the first to find this review helpful
121,Good,,4.0,Good money as a salesforce,Long hours for a salesforce,Be the first to find this review helpful
122,Good company but poor work-life balance,,3.0,-Top CRM platform with strong products. -Pay and benefits are excellent. -Constant focus on diversity and inclusion. -Lot of career opportunities internally and it is very easy to transfer to a different team.,-Very poor work-life balance especially for senior members in India. -We cannot really switch off from work in the evening due to the evening calls to cater to the Pacific time zone. -Lot of dependency on US teams. -Monolithic architecture -Too many processes that can slow us down.,3 people found this review helpful
123,Excellent,,5.0,"Amazing work culture, salary, company",not aware i don't think any cons is there,Be the first to find this review helpful
124,Innovation at finger tips,,5.0,Customer first Care about its employees Collaborating environment,few org changes in the past 2 years,Be the first to find this review helpful
125,Unparalleled learning & earning potential in ultra complex & competitive environment,,4.0,"-On the job training & learning -Earning potential -Access to C-Suite clients -Unlimited marketing budget for client events & sessions -All round culture (lots of discussion & action about world issues, equality, volunteering)","-Extremely competitive product landscape -Non-deal related challenges (internal, implementation partner, C-Suite outlook) -Internal noise (you're never not working or doing something related to work (may or may not be related to the deal))",Be the first to find this review helpful
126,Good,,5.0,Good culture If right account will do very well,Too few accounts at senior AE level,1 person found this review helpful
127,Great place to Work,,5.0,"Great leadership, fantastic work life balance.",No Cons found till now,Be the first to find this review helpful
128,Great Place to Work.,,5.0,Great Place to Work. Great environment.,Did not find any yet.,Be the first to find this review helpful
129,Nice work culture with good perks,,5.0,1. Good work culture 2. Good perks,No cons that I know of,Be the first to find this review helpful
130,Good pay but not much to learn,,3.0,1. Good perks and pay,1. Politics in marketing cloud. 2. Senior directors doing things on a whim. Resorting to favouritism. 3. Toxic culture in the Hyderabad office.,1 person found this review helpful
131,Great Company - excellent Culture,,5.0,"Great Company to make a career, amazing leadership and culture, as well as product. Very enjoyable experience to develop as sales professional.","Very strict growth tenures for advancing roles in the Organization, inner growth does not necessarily offer the best payment conditions as external hires.",Be the first to find this review helpful
132,Great place to work,,4.0,"Work life balance, company Benefits",Not experienced till now anything,Be the first to find this review helpful
133,Software Engineer,,5.0,"Bonus, perks, benefits and stock options",No cons to list out here,Be the first to find this review helpful
134,BDR,,5.0,Great benefits Great management/perks Great pay,No cons as of right now Can get political at times,Be the first to find this review helpful
135,Great company,,5.0,- Great benefits / Sales spiffs - Amazing culture,- The market I cover is tough,Be the first to find this review helpful
136,Great place to work would still recommend,,5.0,"great place to work, really great work culture.",needed more technical roles based out of the US and in the UK.,1 person found this review helpful
137,Great place to work,,5.0,"Great pay package, excellent atmosphere",heavy onboarding but a lot to cover,Be the first to find this review helpful
138,Best company for College graduates,,5.0,Employee benefits Global brand Work life balance,I don't see any cons,Be the first to find this review helpful
139,Best work culture,,5.0,Very respectful culture and reputable brand,Promotions are very limited for internal employees and not transparent enough,Be the first to find this review helpful
140,Enginerrin,,2.0,"Pay for time, gases industry its good product","Development of break,no communication,small salary.",Be the first to find this review helpful
141,Success Agent,,5.0,The company is very good,None at this time t,Be the first to find this review helpful
142,You either sink or swim,,5.0,Great culture Benefits Logistics/Operations of the Business,Small territories - either you get a great patch or a bad patch Tough sales metrics - volume of calls/opportunities created/closed business,Be the first to find this review helpful
143,x,,5.0,good place to work awesome people,dont have any cons awesome company,Be the first to find this review helpful
144,Good culture,,5.0,Great company for a large one. Lots of benefits.,Very competitive internally and externally.,Be the first to find this review helpful
145,"Excellent company, even better work environment!",,4.0,Beautifully diversified team with plenty of support for new-to-industry roles like myself! Full benefits offered to apprentices and constant guidance.,No cons at the moment.,Be the first to find this review helpful
146,na,,4.0,good culture and amazing goodies,none none none none none,Be the first to find this review helpful
147,Great company,,4.0,"Great benefits, super nice culture","Micromanagement in biz dev, long promotion period",Be the first to find this review helpful
148,na,,3.0,"growth, good brand, promotion opportunities",management becoming more and more like oracle sales don't follow process,Be the first to find this review helpful
149,Great Company but Critical Mass Reached,,3.0,"Benefits are great, wellness, Offices, perks, etc etc, Solutions are great and technology evolves constantly A lot of people to help on a daily basis","Too Many people with different functions that in the end, nobody ends up taking decisions to accelerate Pay plan is the worse I have ever seen as a Sales",Be the first to find this review helpful
150,A company that lives its values,,5.0,"Values based organization (Trust, Customer Success, Innovation, Equality) Outstanding leadership and vision for the future Salesforce is a really special company that values their employees, focuses on wellness and giving back to the community.","If you're not collaborative, or resourceful, or enjoy a fast paced environment this likely isn't the best place for you.",Be the first to find this review helpful
151,Good place to learn,,4.0,- Really smart people around the business - Brilliant processes and systems - Very sales focused,- Dog eat dog - Quite fake - people very keen to just impress their next hiring manager,Be the first to find this review helpful
152,Employee feedback,,4.0,- Supporting management team - Expertise of the specialists team - Great work environnement -Interesting salary,- Heavy internals process - Employees turnover - Huge target,Be the first to find this review helpful
153,Strong brand but micro management at its finest,,3.0,- Fantastic Benefits - Amazing Office Space - Smartest People in Industry - Great Products (at a high level) - Competitive Salary and Great Overachievement Earnings - Philanthropic and encourages use of your time to volunteer - Great company to have on your CV.,"What they're doing is working at a business level. The company is a rocket ship, still. But it's at the expense of its people. Below are a few of the cons I find most frustrating. - Micro Management on an extreme scale. I joined just before the pandemic and it has gotten continually worse since being forced to work from home. You don't feel trusted. - Unrealistic workloads. - Encouraged to manage your work life balance but chastised if you actually do it. I've been scolded for having my car serviced at 2pm, or taking annual leave at a quarter cut off to celebrate a birthday. - Meetings for meetings sake burning precious time. - Saturated account sets. Prospects get bombarded continually from all angles of Salesforce and have been for over a decade. - Lead generation is down to you. You have to be BDR, AE and even SE on some opportunities, unless you're in the enterprise/strategic accounts. I have not had more than 3 leads passed to me in almost 18 months. - Always an ""urgent"" action that needs to be taken. Often which is not directly impacting your ability to engage with clients.",13 people found this review helpful
154,"Great team, difficult KPIs and processes",,3.0,"Great company culture, ability to bring your authentic self to work, incredible perks and benefits, flexible work and life balance, volunteering time given to employees","Difficult to achieve targets, processes keep changing each year, lack of job security due to cuts to the success management team in early 2020, difficulty in retaining talent (due to changes each year), role has become less and less consultative and more and more ad-hoc servicing a various range of requests from stakeholders within the business and customers externally, it seems that the changes are always out of everyone's control",1 person found this review helpful
155,Great place,,3.0,Everything the company is great,None I can think of,Be the first to find this review helpful
156,Amazing work culture,,5.0,True giving back to the society work happens Employee wellness given high importance Work is managed easily with amazing collaboration tools,Someone levels growth is saturated,Be the first to find this review helpful
157,good but need to promote with salary bump,,4.0,good managers usually but depends on luck,no salary increase when you move to sdr,Be the first to find this review helpful
158,Value employees,,5.0,Work life balance + the culture within the company is awesome,Nothing big to be honest,Be the first to find this review helpful
