,title,author_info,rating,pros,cons,helpful
14,A Company that Takes Care of its People,,5.0,"In general, the company has great values. It's one that takes care of its people, and gives back to the community. Benefits are generous, including 5 volunteer days included in PTO. When the pandemic hit, Salesforce made sure that its employees were well-outfitted to work from home, and emphasized prioritizing mental health and balancing new work/life struggles. (Note that it wasn't all rosy, Salesforce also chose to do a round of layoffs during the pandemic, even though they were experiencing a record quarter, which caused a lot of controversy.) For as large of a company as Salesforce is, it is reasonably transparent. Employees have access to executive leadership, and have opportunities to ask them tough questions, such as regarding the layoffs they chose to do during the pandemic.","There is a lot of pride in Salesforce's culture, which can often feel a bit cult-like. I joined Salesforce through an acquisition, and the leaders at the acquired company seemed much more used to tough questions than leaders that I observed at Salesforce. There's also a lot of internal training stuff through their internal trailhead platform that seems more time-consuming and less value-packed compared to other companies I've worked at.",1 person found this review helpful
15,Exceptional workplace!,,5.0,"Great pay, welcoming culture, excellent management, and they really dedicate themselves to living out their corporate values.","Very few, can't think of a specific at the moment.",Be the first to find this review helpful
16,good company,,5.0,"Good people, Good culture, Good pay.","not too much cons, too much meetings?",Be the first to find this review helpful
17,Amazing Employer,,5.0,-Incredible work/life balance -great benefits -growing company,-company is growing so fast that it’s getting harder to be nimble,Be the first to find this review helpful
18,Great place to work,,5.0,"Awesome, smart people, great benefits and work culture.",May be slow at times.,Be the first to find this review helpful
19,good,,5.0,good job in this place,there are no cons here,Be the first to find this review helpful
20,Great place to be an employee,"Sep 1, 2021 - Senior Solution Engineer in Seattle, WA",5.0,Great people and a company that supports career growth and aspirations,Pay not as high as competitors,Be the first to find this review helpful
21,"Good benefits, ok culture","Sep 15, 2021 - Anonymous Employee",4.0,"good benefits, good processes in place","lots of politics, lack of diversity",Be the first to find this review helpful
22,maken,"Sep 15, 2021 - Sales in Marco, FL",4.0,the employes benefit and relation mangers,the managers and staff at the location,Be the first to find this review helpful
23,Employee friendly,"Aug 31, 2021 - Anonymous Employee",5.0,Employee friendly company in the world,Not many I can point out,Be the first to find this review helpful
24,Great culture,"Aug 31, 2021 - Anonymous Employee",5.0,Good company culture at Salesforce,Competitive landscape. Hard to get a promotion,Be the first to find this review helpful
25,Great,"Aug 31, 2021 - Soultion Consultant",5.0,Great place to work. People are very collaborative and your work is visible and effective,Can not think of anything bad,Be the first to find this review helpful
26,Good place to develop as a marketer,"Sep 14, 2021 - Anonymous Employee",4.0,- best in class marketing best practices - you will learn a lot from very smart and capable leaders - strong focus on teamwork and cross-functional collaboration - strong focus on employee development - strong culture of experimentation,"- priorities and strategy can swing from one month to the next - due to size of organization, needs political savvy to navigate - rah rah culture which values self-promotion to get visibility needed for career advancement",Be the first to find this review helpful
27,Great WLB,"Sep 14, 2021 - Product Manager in Boston, MA",4.0,"WLB, benefits, wellness days, ESPP",Hard to get promoted. Leadership is hard to read.,Be the first to find this review helpful
28,Progressive Modern Thinking and Forward Leading Organization,"Aug 30, 2021 - Principal Enterprise Architect",5.0,"Collaborative, teaming and friendly working environment.","Remote working is challenging however, company is seeking to reopen safely",Be the first to find this review helpful
29,Been here for 10+ years and keep learning,"Aug 30, 2021 - Vice President Product Marketing",5.0,"Great culture, smart leadership, lots of room and flexibility to explore new paths","With 50k+ employees, it is a very large company and can definitely feel that way at times.",Be the first to find this review helpful
30,Enjoyable experience,,5.0,"great coworkers, healthy work environment",slower tech development and release cycles,Be the first to find this review helpful
31,Great place to work,,5.0,Great collaboration within and across teams,Lot of critical priorities in flight at the same time,Be the first to find this review helpful
32,Outstanding Company,,5.0,The People and the Company are everything as advertised,I have found no cons to date.,Be the first to find this review helpful
33,"Great Company, Difficult to Start Remotely",,2.0,All the paper resources you could ask for,"However, a lack of 1-1 training and mentorship.",1 person found this review helpful
34,Immature,,1.0,"Pays well, rick office environment","Lacks organizational identity, can be ethically challenged",8 people found this review helpful
35,Very customer and employee focused company,,5.0,Professional atmosphere with a great amount of opportunity,I have to put 5 words here.,Be the first to find this review helpful
36,"Good company, but better people",,4.0,"Truly the most talented group of people I have ever worked with. They do a great job in the hiring process, and truly do get the cream of the crop. Great products and training/support as well","Definitely a cutthroat environment, but you could probably say the same thing for any publicly traded company. Just something you need to be aware of going into it.",Be the first to find this review helpful
37,Solid company all around,,5.0,Nice people Fair pay Work life balance for the most part Industry leader Job security Leaning into remote work Strong approach to company values + DEI,"The work can be a bit repetitive. Salespeople are the ""stars of the show"" so sometimes you end up playing a vendor role more than a strategic thought partner / advisor role Not a ton of room for upward mobility",1 person found this review helpful
38,I love it here,,5.0,"good company, lots of great benefits","Honestly no cons, this company is all it's cracked up to be",Be the first to find this review helpful
39,Great Company Culture + Benefits,,5.0,Great Company Culture + Benefits. Great place to work.,No bad things to say overall,Be the first to find this review helpful
40,Awesome,,3.0,Good work life balance and company values,Pay is low and work boring,Be the first to find this review helpful
41,Great,,5.0,Salesforce is Great place to work.,Everything good in salesforce part,Be the first to find this review helpful
42,I like Salesforce,,5.0,"great company, leadership, products, customers",competition often pays more than SFDC,Be the first to find this review helpful
43,Wouldn't want to work anywhere else!,,5.0,"Culture, Benefits, People, Philanthropy, Equality for all",Don't have a bad thing to say,Be the first to find this review helpful
44,Absolutely amazing,,5.0,The people are phenomenal to work with.,things can get a bit political when it comes to promotions,Be the first to find this review helpful
45,new hire,,5.0,amazing benefits and management so far,there are no cons yet,Be the first to find this review helpful
46,Great culture but growing pains,,4.0,Some amazing benefits. Great leadership at the top. Very supportive of work life balance,"During my tenure, my territory changed 4 times in 20 months. It is hard to set up your sales team for success with the constant changes. The go to market strategy makes sense for our customers but internally its a cluster when the core is in charge of everything regarding the customer.",Be the first to find this review helpful
47,"A good career move, but the politics can be brutal",,3.0,"I worked at Salesforce for almost 10 years, over a lot of growth. There was a lot of opportunity to do different things. There are some great people at the organization that I worked with, and for a while felt well compensated for my contributions. Having Salesforce on your resume is a great career builder.","As the company has gotten bigger, roles have become more narrow. I had looked to move into another role for a while, but, as a director level, there weren't a lot of opportunities - Salesforce is hiring more and more junior people to fill roles. My position was eliminated and replaced by an analyst level person straight out of college. Many other higher level ( read- older, long-term employees) folks were part of the same layoff in 2020. You will have many different managers while you are there - I had 13 in 8 1/2 years. So, if you have a bad one, wait - they will move into something else. The bad part of this is its hard to make a mark when you constantly have to re-prove yourself. The company used to give raises every year - even just a cost of living raise. This stopped around 2017 or so. So negotiate your upfront salary well.",12 people found this review helpful
48,Great place to work,,5.0,"Benefits, growth, training, equality programs, managers",Less mature in some areas compared to other companies given it’s age.,Be the first to find this review helpful
49,Excellent,,5.0,"Excellent WLB, excellent team, good pay","I was reassigned to a devops team, when I was expecting to be a SWE last minute.",Be the first to find this review helpful
50,I LOVE Our Company!,,5.0,"Salesforce is the best company I worked for. I have the most opportunities to problem solve, build and come up with creative, innovative recruiting strategies. They also invest in my growth and we have the best Recruiting team on the planet! Salesforce is the best place for Recruiting professionals!","I think there are things we can continue working on as a team and we already do, for example, making our applicant tracking system more efficient.",Be the first to find this review helpful
51,Amazing company to work for,,5.0,Values-centric culture Growth Work from anywhere Strong leadership Strong tech Equality,Pace of work Constant change US-centric Otherwise Very few,Be the first to find this review helpful
52,Good corporate tech company,,4.0,- good benefits - clear career progression,- political and bureaucratic - success is very luck-dependent,Be the first to find this review helpful
53,Still the Best,,5.0,Great culture and technology... still the best place to be in Tech!,Self Service company makes it tough for some folks with big egos.,Be the first to find this review helpful
54,.,,5.0,"Good People, Good Environment, Flexible, Diverse, Open",Evolves Fast Takes time to change,Be the first to find this review helpful
55,revew,,5.0,nice colleagues and u learn,BAD ENVIROMENT and the dont pay on time,Be the first to find this review helpful
56,See a future for myself at Salesforce,,4.0,"Work life balance promoted top-down, opportunities to innovate and take on responsibilities in other areas, internal career development opportunities readily available, great benefits",Working at a large company there are of course certain protocols and guidelines that have to be followed which can make it difficult to change processes/implement something new.,Be the first to find this review helpful
57,Amazing company,,5.0,- lots of autonomy - great pay - surrounded by people who know their stuff - VTO every yer - great benefits,- oddly political when it comes to promotions - sometimes you work late hours - sometimes harder to ask for more pay,2 people found this review helpful
58,Director review,,5.0,Excellent leadership and opportunities to build a worthwhile career. Top-notch culture that is highly rewarding.,"Navigating the organization can be tricky, onboarding is subjective. IMO there's a lot of unnecessary information thrown at a new hire that doesn't matriculate to support an individual role and becomes overly complicated and time-consuming.",1 person found this review helpful
59,great,,5.0,supportive culture to be involved in,big company and sometimes hard to navigate,Be the first to find this review helpful
60,Great company to work for,,5.0,The company has outstanding benefits,Sometimes I feel like upwards mobility isn’t there.,Be the first to find this review helpful
61,Did not live up to expectations or reputation,,1.0,Work from home Great maternity/paternity benefits,"AEs change accounts each fiscal year - customers do not like this and could promote a ""im not going to make $ on this account"" mentality, very difficult to form long lasting relationships Healthcare vertical struggles with sales - I hardly got any commission checks Constant forecasting So much admin work each quarter and month",11 people found this review helpful
62,Internal Recruitment not very good,,3.0,The benefits and the camaraderie between peers is great and uplifting.,"Attempting to change from one cloud to another is next to impossible. Internal recruitment at the time did a 90% ghosting and the usual excuses of being ""overworked"" when it really was apparent that they had no interest in helping someone make a lateral move within the company to another cloud.",2 people found this review helpful
63,Company means well,,3.0,Stock is doing great and the company has progressive policies all around.,"Policies and people don't always match up. The company is so large, there is no one to pick up the phone and ask a question to. Everything is knowledge article driven and often takes 5X longer to search and sometimes not find the correct answer. Frustration is daily with the size and how robotic a once caring company has become.",1 person found this review helpful
64,"Work Hard, Sales Driven, exhausting place",,3.0,"Good people and benefits. Lots of resources to learn from Strong Values and incentives to stick to values Events, Equality groups, brand",Long hours and heavy quotas A lot of meetings and so much expectation around self improvement Not an easy place to navigate career wise if you come in thru sales Pay is low for tech Work life balance is a myth,1 person found this review helpful
65,Marketing @ Salesforce,,4.0,- Inspiring leaders and vision - Fun / SF casual work environment - Some of the smartest people I've ever worked with,"- Intense & competitive, at times - Strong imbalance of workload across employees - Sales-driven culture",Be the first to find this review helpful
66,Exceptional work-life balance and benefits with technology and security organizational issues,,3.0,"The benefits and work-life balance are the best I have experienced in my professional career. The focus on wellbeing with wellness days, VTO, and the countless other financial benefits make Salesforce a great place to work. I feel like a valued employee. The opportunity to work on different tech stacks is great. The people in Security Assurance are highly dedicated and live the value of Trust. Salesforce also provides many opportunities for developing your soft skills which is also great.","The Security organization (Security Assurance specifically) is going through an identity crisis with a hazy long term vision to support a changing engineering org. Without a clear vision and direction, the focus is on fire fighting and operational day-to-day tasks. The culture never recovered from the DefCon/Meat Pistol incident and leadership turnover. Lately, there seems to be high turnover in more senior Security Assurance engineers due to slowed career growth, increasing workload, and less competitive compensation.",2 people found this review helpful
67,Great company,,5.0,"Great 401k match, pay, PTO, and they encourage you to take time off for yourself.",Support gets less benefits than other departments which leads to some unhappiness.,Be the first to find this review helpful
68,MuleSoft Sales Recruiter,,5.0,"MuleSoft is growing rapidly and is an amazing organization to hire for. From management to the direct team to enablement, there are numerous resources to ensure you're successful in the role. We are a newer team, but there is a lot to look forward to! Our hiring managers look for slightly different attributes than the core Salesforce team, so we tend to hire for more technical sales folks.","MuleSoft can be a difficult team to hire for as they're extremely selective with who they bring on, so you must be able to push back on hiring teams to level set expectations.",Be the first to find this review helpful
69,It was great until it wasn't,,3.0,"Interesting and engaging work, amazing benefits including unlimited PTO and RSUs, excellent colleagues, opportunities for growth as an IC and ability to move around the company","Big disconnect from management especially at the higher levels, information is slow to disseminate, problematic change management",1 person found this review helpful
70,"Great benefits, mediocre management","Sep 29, 2021 - Technical Producer",4.0,"Great benefits and pay, generous time off and volunteer time off.","Upper management are sales people and they try to manage the technical teams like sales, doesn't work well.",1 person found this review helpful
71,Excellent,"Aug 25, 2021 - Anonymous Employee",5.0,"Excellent WLB, excellent team, good pay","I was reassigned to a devops team, when I was expecting to be a SWE last minute.",Be the first to find this review helpful
72,Learning a LOT,"Aug 2, 2021 - Associate Product Marketing Manager (APMM) in San Francisco, CA",5.0,- Opportunity to work cross-functionally and learn from a lot of different people - Salesforce way is smart and efficient,- Direction from a lot of different teams leads to a lot of chasing - Big company energy,Be the first to find this review helpful
73,Amazing flexible company,"Sep 10, 2021 - Anonymous Employee",5.0,Work-life balance and great flexibility.,None I can think of.,Be the first to find this review helpful
74,Amazing Employer,"Sep 1, 2021 - Anonymous Employee",5.0,-Incredible work/life balance -great benefits -growing company,-company is growing so fast that it’s getting harder to be nimble,Be the first to find this review helpful
75,Very customer and employee focused company,"Aug 29, 2021 - Sales Representative in Dallas, TX",5.0,Professional atmosphere with a great amount of opportunity,I have to put 5 words here.,Be the first to find this review helpful
76,It's Not What It Seems,"Oct 5, 2021 - Sales Representative in Dallas, TX",2.0,- great brand recognition - great resources,- micro management - unhealthy work environment - much of what's touted about a great work environment does not funnel down to sites away from HQ - mid-level mgmt creates a toxic culture that is very stressful & unhealthy,4 people found this review helpful
77,good company,"Sep 8, 2021 - Software Engineer in San Francisco, CA",5.0,- incredibly positive culture - top tier wlb,Just joined none so far,Be the first to find this review helpful
78,The Worst Job At Salesforce Is Sales,"Mar 4, 2021 - Account Executive",3.0,- Big upside if you are a rockstar. - Strong sense of culture. - Plenty of support teams to sell products.,"- Training is terrible. They throw you into the territory and don't even cover products since ""you don't need to know what they are"". - Zero work/life balance. You'll get mental health days but that's after you've been working 9 hours a day and don't even get to log overtime for it. If you want space, you have to set it and hold to it. - Less than 30% of reps hit their quota and making money is more about lucky timing with SPIFFs than it is skill.",3 people found this review helpful
79,Great place to work,"Aug 30, 2021 - Principal Member of Technical Staff in San Francisco, CA",5.0,Great collaboration within and across teams,Lot of critical priorities in flight at the same time,Be the first to find this review helpful
80,Great place to work,,5.0,Great place to work and amazing resources to learn as much as you can,Promotion doesn’t come with such a great raise so it’s a bummer,Be the first to find this review helpful
81,Great Place to Work,,5.0,"Transformational, Employee Friendly, Best in Class organization that gives you the opportunities to grow and creates an environment to help you in achieving your goals.",This is a high growth industry and the company is growing at double digits; be prepared to deal with stress that comes with working for best in class organizations.,Be the first to find this review helpful
82,Great culture,,4.0,"Challenging, values, manager support, remote options, benefits","Long hours, demanding, competitive/can be difficult to get promoted",Be the first to find this review helpful
83,Good company,,4.0,Good company and supportive for various groups,Starting to have an overburden of internal processes that get in the way of job productivity.,Be the first to find this review helpful
84,Great place to work,,5.0,"People, culture , work life balance","Rigid structure, promotion cycle / timeline",2 people found this review helpful
85,It's a mirage - Do you research,,2.0,Similar to other reviews pros. You can find their benefits packages online. The company acquires new business almost semi-annually so you can potentially move around. Benefits/Perks/ESPP Some amazing coworkers Pretty good c-suite/ Amazing middle line managers Great managing Covid - Listened to the employee feedback for the most part,"There are reviews here with 0 cons which I find hard to believe for a 60K employee company. They jam public surveys down our throats to get the image of the ""Best place to work."" Seems like HR is rushing to drown out poor reviews.... Salesforce is an okay place with some very, very toxic people. I've met one of the worst human beings of my life here, and with how the world is in 2021, that's saying a lot. First-line leaders are more often bad than good. Back office draws territories randomly every year, and leaders have very little say, so it's the luck of the draw. Under 20% of reps hit quota and meet their OTE for a company already underpaying due to their name. You need to hit quota to get paid a reasonable amount which only happens once maybe twice a year if you're lucky. Managers won't acknowledge that you have a bad territory and have the same expectations as the leading rep. Leading rep makes 3 to 4 times the amount of everyone else and is put on a pedestal but everyone including themselves knows it's the opportunity given. Accounts change every year, so prospecting is demotivating, knowing the work you do will go to someone else. Essentially an order taker with not enough orders to hit quota. Very saturated market. Inundated with pointless nonrevenue generating admin work/meetings. Inundated is an understatement. The majority of the information logged within the CRM is fake due to the pressure to meet all of the initiatives and stay off the naughty list. Leading to inaccurate reporting which leads to increased expectations. You will be drowning, gasping for air as your first-line leaders stand on your shoulders with their heads out of the water... for the most part. If you can tread water for 2+ years, you will get the Salesforce stamp of approval on your resume to find a better, higher-paying job. 2-3 year turnover is drastic. HARD WORK DOES NOT GET YOU AHEAD. Your mental health and wellbeing will deteriorate. Please do your research and reach out to folks working there to get their opinions.",13 people found this review helpful
86,Great Benefits,,4.0,Great benefits and has great work life balance,It's a bit slower paced,Be the first to find this review helpful
87,Sales review,,4.0,Have a good treatment to all the employeers,Im so grateful with that.,Be the first to find this review helpful
88,Ehhh,,3.0,Salesforce as a company is great Higher than average pay for this position,Lots and lots of stress Micromanagement environment You will feel drained as an SDR,Be the first to find this review helpful
89,WLB is great,,4.0,"Great WLB, great people to work with. Engineers can push back on POs/PMs if there are any concerns with the delivery of high-quality releases.",Sometimes there is an overhead in communication. Total compensation could be better. Talented engineers often leave the company for better compensation.,Be the first to find this review helpful
90,Ok,,4.0,Good benefits Good technical support resources,Salary isn't competitive compared to other large companies,2 people found this review helpful
91,Good Place during growth days,,3.0,"Good work-life balance, Top management is receptive to ideas but its changing slowly.","Place has become slow, anything new has a lot of cross-team bureaucratic red tapism to jump . by time you jump it will be years. Agile is good if things are done when its needed . At time by time things start the need has changed .",Be the first to find this review helpful
92,Software Engineer,,5.0,"Best work environment, very helpful and intelligent colleague. Great work life balance",No down sides as such. Cant think of any. One could be no stock refreshers,Be the first to find this review helpful
93,Great Place to Work!,,5.0,Awesome benefits & opportunities to grow,Lots of internal meetings/admin work,Be the first to find this review helpful
94,Good company,,5.0,"Salary, flexible hours, inclusion, personal and career growth, remote, company growth, benefits, medical, dental, vision","Sometimes it’s too large and I miss a smaller company feel. Ive not met most of my team in person because we are all remote. We do video meeting, but it would be nice to meet them in person.",Be the first to find this review helpful
95,Great company to work for!,,4.0,Best culture in the industry!,"As with any large company, bureaucracy can become an issue.",Be the first to find this review helpful
96,Great Company,,4.0,Management gives a lot of support to younger and less experience reps to help them be successful in the role.,Territories have become so small that it's hard to hit quota consistently throughout the year.,Be the first to find this review helpful
97,"Great place to work, amazing ethics",,5.0,"Competitive salaries, fair and ethical business practices. Great place to work that actively listens to feedback. Great training and career advancing opportunities.",Stock rewards are not quite up to competitors. Multiple acquisitions make stock prices rocky and unpredictable. Criticisms are relatively minor compared to other places I've worked.,Be the first to find this review helpful
98,Best company ever!!!!,,5.0,I’m more than grateful to be work for a company that actually cares very generous benefits Good work life balance good pay/stock options/RSUs best team/partners you’ll ever work with cutting-edge technology And many more…,Can’t really think of one,Be the first to find this review helpful
99,Company Cult,,3.0,Great pay and benefits Interesting work Wonderful perks when we were in person A noble attempt at building a workplace community,"1. Being a female over 40 is dangerous unless you are deemed traditionally attractive and in a submissive role. Despite all the lip service to “equality” the idea of it within the workplace culture is selective an applies only to those who cow and obey the party line. 2. Salesforce puts the CULT in CULTure. There’s an underlying expectation that Salesforce should fulfill every part of your being. From spiritual, “join this mumbo jumbo mindfulness session lead by some trendy junk shaman” to the political that seems to only represent one side of an issue. 3.",10 people found this review helpful
100,Great Company,"Jan 25, 2021 - Business Architect",4.0,"The benefits and culture are fantastic. Overall, you can tell people like working here which makes for a nice atmosphere. They seem to really care about the well-being of their employees so the benefits are great and there are many programs, groups and channels to get help and have fun.","1- I was surprised by how much politics are brought up, mentioned or discussed. It is very obvious the leadership has liberal/democratic believes and so do many of the employees. I personally like to avoid discussing politics so I find it really uncomfortable. 2- It’s such a big organization that it takes a while to understand how it is structured and your career path options. 3- The Management layer seems to be there to check a box and doesn’t seem to really be trained or given the tools to train and develop their team. I report to someone that does a different role than mine and every time I ask a question related to my role they refer me to a peer in my role cause they don’t know the answer.",1 person found this review helpful
101,Great company to work for,"Aug 16, 2021 - Senior Executive Assistant in Boston, MA",5.0,well diverse and embrace the diversity and equality in all level,very busy fast paced but people are supportive and sympathetic,Be the first to find this review helpful
102,"You'll do well, but will have to drink a lot of corporate Kool-Aide","Aug 14, 2021 - Senior Engineering Executive",2.0,The stock keeps growing; there are many programs that benefit those with a social conscious; the business model is insanely profitable; perks are fairly generous.,"Sales and marketing definitely run the show and engineers are at the bottom of everything. This issues hits budgets, prioritization, morale, and recruiting. Engineers should just get use to being 2nd class citizens.",2 people found this review helpful
103,good company,"Sep 1, 2021 - Senior Build and Release Engineer in San Francisco, CA",5.0,"Good people, Good culture, Good pay.","not too much cons, too much meetings?",Be the first to find this review helpful
104,"Tough role, incredible company","Feb 21, 2021 - Business Development Representative",5.0,"Best products in the industry, the name carries a lot of weight. Incredible amount of resources internally to grow and develop. Leadership and vision from CEO down is clearly defined and inspiring. We do great work for the world","BDR is a grind. Metrics increase YOY, with every little thing being measured there is always something to improve upon. Sometimes it feels like you're just a cog in this massive machine, but that's the sacrifice you have to take to get into a company as amazing as Salesforce",Be the first to find this review helpful
105,Unbelievable. I have found my home!,"Apr 30, 2021 - Principal Technical Architect",5.0,"Great culture, Great people, and a place where it is okay to learn and grow to master your craft. So far (6 months in) this has been quite the experience. Looking forward to many years to come here.","Staying organized is a bit of a challenge but that is on me to figure out. With so much work and so many people to interact with, it is very tough to keep everything organized and straight. The tools are there, I just need to master them.",Be the first to find this review helpful
106,Hard metrics,"Nov 15, 2021 - Business Development Representative (BDR) in Chicago, IL",4.0,good benefits and sales compensation,Very high metrics to hit and a lot of people management,1 person found this review helpful
107,Good Work/Life Balance and growth,"Nov 15, 2021 - Lead Member Technical Staff (LMTS) in San Francisco, CA",4.0,- great company - good work/life balance - modern tooling in new architecture,- bad equity refreshers - large company,Be the first to find this review helpful
108,Basically as good as advertised,"Jul 26, 2021 - Sales Development Representative in Dublin, VA",5.0,"People, Culture, Management, Benefits, Salary, Career Progression","maybe for some too americanized culture, see very friend-like, intimate manager relationships, in sales a bit contradictory culture at times: extra PTO while target remains the same",Be the first to find this review helpful
109,Overall fantastic,"Jun 16, 2021 - General Business Account Executive",5.0,Strong and supportive leadership Phenomenal product and brand recognition Truly care about employee well being More benefits than you know what to do with,"Very fast paced, not really a con but for some it might be Lot of activities that you must do just to check a box and be a good corporate citizen Difficult Onboarding for new hires, drinking from a firehouse is an understatement",Be the first to find this review helpful
110,Amazing company to work for,,5.0,Great leadership and values driven company.,Nothing really relevant to say.,Be the first to find this review helpful
111,Decent Pay,,4.0,"Lots of great benefits, pay is okay.","Lots of duplication, shadow orgs, hard to get work done.",Be the first to find this review helpful
112,It was once great,,3.0,amazing pay. amazing benefits. coworkers are wonderful people that have your back.,Serious lack of leadership in the org that I work in. It's as though no one knows our value and what we should be doing. Long stretches of boredom punctuated by intermittent moments of sheer terror trying to fight fires or make ridiculous deadlines.,3 people found this review helpful
113,Good company,,3.0,Community and volunteer opportunities out of work.,"Too much work, not enough downtime",1 person found this review helpful
114,good place nice people,,5.0,the good place and the nice people,i think some of the mascots are less cute than others,Be the first to find this review helpful
115,"Great company with cool overall culture, but department growing pains",,2.0,"Senior leadership seems to have employees wellbeing in mind at all times. Unlimited PTO, closeness in co-workers, interesting products and growth mindset.","Finance department has some growing pains. Pretty sub-par culture with a bug lack of management on work load, project management, and more. Work-life balance out the window here. A big piece of the org is great, but there's some employees who haven't figured out a good management style to the detriment of the team",3 people found this review helpful
116,Good Place,,5.0,"Fun place to work, people are nice and willing to help. It really does feel like a family when you work there",Tough sales process and can be long sales cycles. Managers are tough on forecast I think that is about it,1 person found this review helpful
117,Best company,,5.0,"Anything and everything about the culture, people. Marc is a true hero and believes in Ohana culture.",getting addicted to such lovely culture is also not great thing. wish every company treats their employees the way Salesforce does!!,Be the first to find this review helpful
118,Great company,,5.0,I really have nothing but good things to say about the company,I really don't have anything but good things to say about the company,Be the first to find this review helpful
119,Excellent Culture and Executives,,5.0,- work life balance - benefits - flexibility for employee hours - people want to help you succeed - pay,- lightening fast company - on call all the time,Be the first to find this review helpful
120,Great Company to work for,,5.0,Great company culture especially liked the focus on employee health and office environment (Before Covid),Limited growth opportunities at executive level in Indiana (which is considered a cheap backwater),Be the first to find this review helpful
121,Not customer focused,,2.0,"Product is great, events for clients were amazing, marketing materials were abundant. Unfortunately, I can't think of anything else.","Not customer focused. Timelines to get deals done, constantly changing the contacts clients would work with, terrible inter office communication leadership at the VP and RVP level is really just other sales people looking to make quota and not lead anything.",3 people found this review helpful
122,Salesforce,,3.0,Good work-life balance and benefits,Unfair pay for minorities and women,1 person found this review helpful
123,It's called SALESforce for a reason,,3.0,"Good / competitive pay, relatively quick promotions, lots of employee resources / training / benefits / perks, focused on customer needs","The company culture is all about sales sales sales. It's a good place for people in sales, but it can be a culture clash for people on the tech side of the house.",1 person found this review helpful
124,All the hype is real,,5.0,"You will work with really smart, motivated, and mostly nice people. Management will back you up and understand the situation. The products are great, and getting better all of the time.","With some 60,000 employees, my opinions are just what I see and experience in my little piece of Salesforce. Different areas of Salesforce may have different management styles.",Be the first to find this review helpful
125,Excellent Company to work for with ample support,,5.0,Wonderful company with a wonderful EPD culture. Leadership takes care to tend to their team's mental health in light of the pandemic. Would recommend to any friend,"Transparency sometimes feels like an issue. Despite the frequent all-hands calls, there is sometimes confusion around the direction of certain products/branches",Be the first to find this review helpful
